member,organization,program,ein,amount,purpose
,.00 Funding to support expenses related to One Stop case manangement programming in CD9. Rosenthal Jewish Association for Services for the Aged (JASA),One Stop at JASA Care Management Program,132620896,3500,.00 Funding to support the Care Management Program. Ulrich Jewish Association for Services for the Aged (JASA) - Rockaway Park Senior Center
,.00 Funding to support the Care Management Program. Ulrich Jewish Association for Services for the Aged (JASA),Rockaway Park Senior Center,132620896,10000,.00 Funds will be used to support programming and services as well as operational expenses of Rockaway Park Senior Center. Richards Jewish Association for Services for the Aged (JASA) - Roy Reuther Senior center.
,.00 Funds will be used to support programming and services as well as operational expenses of Rockaway Park Senior Center. Richards Jewish Association for Services for the Aged (JASA),Roy Reuther Senior center.,132620896,25000,.00 Funds will be used for programmatic funding at the JASA Roy Reuther Senior center.
Treyger,Jewish Association for Services for the Aged (JASA),Scheuer House of Coney Island Senior Center,132620896,8000,".00 Funds will be used to support the cost of classes such as computers, ESL, physical fitness, transportation for trips, programming and general operating expenses at JASA Scheuer House Of Coney Island Deutsch Jewish Association for Services for the Aged (JASA) - Senior Alliance Senior Center"
,".00 Funds will be used to support the cost of classes such as computers, ESL, physical fitness, transportation for trips, programming and general operating expenses at JASA Scheuer House Of Coney Island Deutsch Jewish Association for Services for the Aged (JASA)",Senior Alliance Senior Center,132620896,5500,.00 Cover costs for social gatherings and various programs for those attending Senior Alliance Senior Center. Deutsch Jewish Association for Services for the Aged (JASA) - Shorefront Senior Center
,.00 Cover costs for social gatherings and various programs for those attending Senior Alliance Senior Center. Deutsch Jewish Association for Services for the Aged (JASA),Shorefront Senior Center,132620896,5500,.00 Cover costs for social gatherings and various programs for those attending the Shorefront Senior Center. Barron Jewish Association for Services for the Aged (JASA) - Starrett City Senior Center
,.00 Cover costs for social gatherings and various programs for those attending the Shorefront Senior Center. Barron Jewish Association for Services for the Aged (JASA),Starrett City Senior Center,132620896,8000,".00 Funding to support programming at the JASA Starrett City Senior Center: This includes classes, choral group, exercise, painting, transport for seniors to and from the senior center and general operating expenses. Vacca Jewish Association for Services for the Aged (JASA) - Sue Ginsburg Senior Center"
,".00 Funding to support programming at the JASA Starrett City Senior Center: This includes classes, choral group, exercise, painting, transport for seniors to and from the senior center and general operating expenses. Vacca Jewish Association for Services for the Aged (JASA)",Sue Ginsburg Senior Center,132620896,5000,".00 Funding to support the provision of classes including physical fitness, arts and crafts, computers, lectures, cultural arts programming, events, and general operating expenses. Rosenthal Jewish Association for Services for the Aged (JASA) - Sundays at JASA"
,".00 Funding to support the provision of classes including physical fitness, arts and crafts, computers, lectures, cultural arts programming, events, and general operating expenses. Rosenthal Jewish Association for Services for the Aged (JASA)",Sundays at JASA,132620896,3500,".00 Funding to support general operating expenses of Sundays at JASA, a college level continuing education program for adults 55+. Vacca Jewish Association for Services for the Aged (JASA) - Throggs Neck Senior Center"
,".00 Funding to support general operating expenses of Sundays at JASA, a college level continuing education program for adults 55+. Vacca Jewish Association for Services for the Aged (JASA)",Throggs Neck Senior Center,132620896,10000,".00 Funding to support the provision of classes including physical fitness, arts and crafts, computers, lectures, cultural arts programming, events, and general operating expenses. Cohen Jewish Association for Services for the Aged (JASA) - Van Cortlandt Senior Center"
,".00 Funding to support the provision of classes including physical fitness, arts and crafts, computers, lectures, cultural arts programming, events, and general operating expenses. Cohen Jewish Association for Services for the Aged (JASA)",Van Cortlandt Senior Center,132620896,20000,".00 Funding will support programming, entertainment and refreshments for seniors at the JASA Van Cortlandt Senior Center."
Treyger,Jewish Association for Services for the Aged (JASA),Warbasse Cares - NORC- SSP,132620896,8000,".00 Funds will support group educational/recreational activities and operating expenses associated with weekly health/exercise programs, group outings, printing and program’s supplies and general operating expenses at Warbasse Cares. Reynoso Jewish Association for Services for the Aged (JASA) - Williamsburg Senior Center"
,".00 Funds will support group educational/recreational activities and operating expenses associated with weekly health/exercise programs, group outings, printing and program’s supplies and general operating expenses at Warbasse Cares. Reynoso Jewish Association for Services for the Aged (JASA)",Williamsburg Senior Center,132620896,11000,".00 To support programming for seniors at Williamsburg Senior Center. Dromm Jewish Center of Jackson Heights, Inc."
,".00 To support programming for seniors at Williamsburg Senior Center. Dromm Jewish Center of Jackson Heights, Inc.",,111681124,22000,".00 To provide concerts, lectures, educational activities, classes, and cultural performances for local seniors, as well as supporting costs for operating expenses and staff support. Page 16 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN"
Rose,"Jewish Community Center of Staten Island, Inc.",Bea Victor Senior Olympics,135562256,7500,".00 Funding to support the Bea Victor Senior Olympics including various events and programming. Borelli Jewish Community Center of Staten Island, Inc. - BV Senior Olympics"
,".00 Funding to support the Bea Victor Senior Olympics including various events and programming. Borelli Jewish Community Center of Staten Island, Inc.",BV Senior Olympics,135562256,5000,".00 Funds will be used for the final lunch for the senior olympic events. Matteo Jewish Community Center of Staten Island, Inc. - Innovative Senior Center"
,".00 Funds will be used for the final lunch for the senior olympic events. Matteo Jewish Community Center of Staten Island, Inc.",Innovative Senior Center,135562256,6000,.00 Funding to support programming and activities of the Innovative Senior Center
Rose,"Jewish Community Center of Staten Island, Inc.",Outreach Coordinator @ Stapleton Senior Center,135562256,25000,".00 Funding to provide staff support and community outreach to aid in identifyingand assisting elders in the Stapleton community who are eligible for services/benefits. Matteo Jewish Community Center of Staten Island, Inc. - Senior Olympics"
,".00 Funding to provide staff support and community outreach to aid in identifyingand assisting elders in the Stapleton community who are eligible for services/benefits. Matteo Jewish Community Center of Staten Island, Inc.",Senior Olympics,135562256,5000,".00 Funding will support various events of BVSO including golf, darts, pocket pool, bridge, bowling, and miniature golf Borelli Jewish Community Center of Staten Island, Inc. - SS Senior Center"
,".00 Funding will support various events of BVSO including golf, darts, pocket pool, bridge, bowling, and miniature golf Borelli Jewish Community Center of Staten Island, Inc.",SS Senior Center,135562256,10000,".00 Funds will support the operation of the South Shore Neighborhood Senior Center, provide nutritious kosher lunch and door-to-door transportation Greenfield Jewish Community Council of Canarsie, Inc. - Protecting Our Seniors 112608645 * $1,000.00 Funds will support comprehensive case management services, information and referrals, support groups, distribution of food parcels and supportive counseling services to at risk elderly, immigrants and disadvantaged families throughout Southeast Brooklyn. Deutsch Jewish Community Council of Greater Coney Island, Inc."
,".00 Funds will support the operation of the South Shore Neighborhood Senior Center, provide nutritious kosher lunch and door-to-door transportation Greenfield Jewish Community Council of Canarsie, Inc.","Protecting Our Seniors 112608645 * $1,000.00 Funds will support comprehensive case management services, information and referrals, support groups, distribution of food parcels and supportive counseling services to at risk elderly, immigrants and disadvantaged families throughout Southeast Brooklyn. Deutsch Jewish Community Council of Greater Coney Island, Inc.",112665181,5000,".00 Funds to support seniors in need services, food pantry and home delivered meals program. Williams Jewish Community Council of Greater Coney Island, Inc."
,".00 Funds to support seniors in need services, food pantry and home delivered meals program. Williams Jewish Community Council of Greater Coney Island, Inc.",,112665181,7500,.00 Funds will be used to support the Senior Citizen Transportation
Program,"and the Nonprofit Help Desk. Treyger Jewish Community Council of Greater Coney Island, Inc.",Coney Island Seaside Innovative Senior Center,112665181,8000,".00 Funds will support the Coney Island Seaside Innovative Senior Centers including Healthy Aging services, which include health promotion, educational and recreational activities, Workshops, Fitness, Computer and ESL Instruction, and a Dance Program."
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Haber House Senior Center,112665181,8000,".00 Funds will be used to support the Haber Senior Centers Healthy Aging services which include health promotion, educational and recreational activities including Exercise, Music, Chorus, Knitting, Library, ESL Computer Classes."
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Ocean Parkway Senior Center,112665181,5000,".00 Funds will be used to support the Ocean Parkway Senior Centers Healthy Aging services which include health promotion, educational and recreational activities."
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Ocean Parkway Senior Center - Home Delivered Meals,112665181,2500,".00 Funds will be used to support Ocean Parkway Senior Centers Home Delivered Meals program which provides home delivered meals to homebound seniors. Deutsch Jewish Community Council of Greater Coney Island, Inc. - Senior Citizen Homecare 112665181 * $7,000.00 Cover costs of homecare services and other supportive services for frail, low-income seniors. Deutsch Jewish Community Council of Greater Coney Island, Inc. - Senior Citizen Homecare"
,".00 Funds will be used to support Ocean Parkway Senior Centers Home Delivered Meals program which provides home delivered meals to homebound seniors. Deutsch Jewish Community Council of Greater Coney Island, Inc.","Senior Citizen Homecare 112665181 * $7,000.00 Cover costs of homecare services and other supportive services for frail, low-income seniors. Deutsch Jewish Community Council of Greater Coney Island, Inc. - Senior Citizen Homecare",112665181,8000,.00 Funding to support the expenses related to Senior Citizen Homecare programming and services
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Homecare,112665181,3000,".00 Funds will be used to defray the operating expenses and direct service provision of the Senior Citizen Homecare program. Deutsch Jewish Community Council of Greater Coney Island, Inc. - Senior Citizen Transportation"
,".00 Funds will be used to defray the operating expenses and direct service provision of the Senior Citizen Homecare program. Deutsch Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation,112665181,10000,.00 Funding to support operating costs of transportation program for frail and elderly seniors. Page 17 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation,112665181,3000,.00 Funds will be used to support Senior Citizen Transportation Program which provides both individual demand responsive and group scheduled trips for frail elderly transporting them to medical and non- medical essential services and appointments.
Levine,Jewish Home Lifecare Manhattan,Geriatric Career Development (GCD) Program,131624033,5000,".00 Funding for the Elder Mentor program in Manhattan nursing home to enhance the hands-on career experience. Johnson Jews for Racial and Economic Justice 133694790 * $8,000.00 To conduct pilot Eldercare Training Program, including workshops that focus on ensuring the dignity of seniors and domestic care workers. Lancman Kew Gardens Hills Community Foundation, Inc."
,".00 Funding for the Elder Mentor program in Manhattan nursing home to enhance the hands-on career experience. Johnson Jews for Racial and Economic Justice 133694790 * $8,000.00 To conduct pilot Eldercare Training Program, including workshops that focus on ensuring the dignity of seniors and domestic care workers. Lancman Kew Gardens Hills Community Foundation, Inc.",,510506762,5000,.00 Funds will be used to provide senior citizens programming as well as family events in the community.
Palma,Kips Bay Boys & Girls Club,Castle Hill Senior Center,131623850,16750,".00 Funding to support the senior program that provides meals, case management, exercise, arts crafts, cultural events, education and nutrition classes at Castle Hill Senior Center. Cabrera Kittay House, Jewish Home Lifecare (D/B/A The New Jewish Home, Kittay Apartments) 132619576 * $35,000.00 Funding to support recreation, transportation and outings for tenants in Bronx JHL facilities, including Kittay House residential elder care facility, as well as the University Avenue Assisted Living Program and two HUD 202 buildings on our Bronx Campus Matteo Korean American Senior Citizens Association of New York, Inc."
,".00 Funding to support the senior program that provides meals, case management, exercise, arts crafts, cultural events, education and nutrition classes at Castle Hill Senior Center. Cabrera Kittay House, Jewish Home Lifecare (D/B/A The New Jewish Home, Kittay Apartments) 132619576 * $35,000.00 Funding to support recreation, transportation and outings for tenants in Bronx JHL facilities, including Kittay House residential elder care facility, as well as the University Avenue Assisted Living Program and two HUD 202 buildings on our Bronx Campus Matteo Korean American Senior Citizens Association of New York, Inc.",,133959398,5000,".00 Funds will be used to support the senior computer literacy porgram. Borelli Korean American Senior Citizens Association of New York, Inc. - Increased Nutritional support"
,".00 Funds will be used to support the senior computer literacy porgram. Borelli Korean American Senior Citizens Association of New York, Inc.",Increased Nutritional support,133959398,5000,".00 Funds will be used for food, staff support, transportation and office costs for programs, implementation, and delivery of food to home- bound seniors. Vallone Korean American Senior Citizens Society of Greater New York, Inc."
,".00 Funds will be used for food, staff support, transportation and office costs for programs, implementation, and delivery of food to home- bound seniors. Vallone Korean American Senior Citizens Society of Greater New York, Inc.",,112455396,5000,.00 Funding will help to support the Korean American Senior Food Program.
Koo,"Korean American Senior Citizens Society of Greater New York, Inc.",Korean American Senior College and Food Program,112455396,5000,".00 To fund operational and programming costs of the Korean American Senior College Program and the Korean Food Program. Vallone Korean Community Services of Metropolitan New York, Inc. - Flushing Neighborhood Senior Center 237348989 * $10,000.00 Funding will cover expenses for various programs and services offered by the Korean Community Services of Metropolitan New York Inc"
Koo,"Korean Community Services of Metropolitan New York, Inc.","Flushing Neighborhood Senior Center 237348989 * $15,000.00 To fund resources and programs for seniors on a daily basis. Dromm Latin American Cultural Center of Queens, Inc. - Sunday to Remember",112997255,8000,".00 To support Sunday to Remember art and culture program for seniors. Funds will support artists fees and operational costs. Garodnick Lenox Hill Neighborhood House, Inc."
,".00 To support Sunday to Remember art and culture program for seniors. Funds will support artists fees and operational costs. Garodnick Lenox Hill Neighborhood House, Inc.",,131628180,6000,".00 Funding will support transportation for seniors to programs at the Center. Kallos Lenox Hill Neighborhood House, Inc."
,".00 Funding will support transportation for seniors to programs at the Center. Kallos Lenox Hill Neighborhood House, Inc.",,131628180,5000,".00 For the Support Our Seniors programming which includes exercise and mindfulness classes like Zumba, tai chi and watercize, nutrition workshops, social work interventions, visiting nurse services, horticultural activities and three meals on site. Kallos Lenox Hill Neighborhood House, Inc."
,".00 For the Support Our Seniors programming which includes exercise and mindfulness classes like Zumba, tai chi and watercize, nutrition workshops, social work interventions, visiting nurse services, horticultural activities and three meals on site. Kallos Lenox Hill Neighborhood House, Inc.",,131628180,5000,".00 To fund the Center at Lenox Hill Neighborhood House which serves seniors with programming ranging from literature and foreign language to belly dancing and Tai Chi, in addition to three nutritious meals on site. Page 18 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Kallos Lenox Hill Neighborhood House, Inc. - East Side Case Management Consortium"
,".00 To fund the Center at Lenox Hill Neighborhood House which serves seniors with programming ranging from literature and foreign language to belly dancing and Tai Chi, in addition to three nutritious meals on site. Page 18 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Kallos Lenox Hill Neighborhood House, Inc.",East Side Case Management Consortium,131628180,5000,".00 To support the East Side Case Management Consortium, a network of social service providers on the East Side of Manhattan who have a long history of collaboration: Lenox Hill Neighborhood House, The Carter Burden Center for Aging and Search and Care. Garodnick Lenox Hill Neighborhood House, Inc. - Senior Center at Saint Peter's Church"
,".00 To support the East Side Case Management Consortium, a network of social service providers on the East Side of Manhattan who have a long history of collaboration: Lenox Hill Neighborhood House, The Carter Burden Center for Aging and Search and Care. Garodnick Lenox Hill Neighborhood House, Inc.",Senior Center at Saint Peter's Church,131628180,17500,".00 Funding will support the Senior Center at Saint Peter's Church, which serves more than 3,000 seniors annually with diverse meal, intellectual, health and social programs Borelli Lifestyles for the Disabled, Inc. - Horticulture Program"
,".00 Funding will support the Senior Center at Saint Peter's Church, which serves more than 3,000 seniors annually with diverse meal, intellectual, health and social programs Borelli Lifestyles for the Disabled, Inc.",Horticulture Program,133740011,12000,".00 Funds will be used to purchase equiment, supplies, and materials in support of the horticulture program."
Rose,"Lifestyles for the Disabled, Inc.",Serving Our Seniors & Cabaret Dinner-Seasonal Luncheon Program,133740011,7500,".00 Funds will support the administrative, staffing and operational costs associated with providing free monthly dinners with entertainment for seniors; dinners are served to seniors by Lifestyles program particpants with varying developmental disabilities. Rosenthal Lincoln House Outreach, Inc."
,".00 Funds will support the administrative, staffing and operational costs associated with providing free monthly dinners with entertainment for seniors; dinners are served to seniors by Lifestyles program particpants with varying developmental disabilities. Rosenthal Lincoln House Outreach, Inc.",,133668207,5000,".00 Funds support the Lincoln House Outreach NORC activities. Cumbo MAZii Learning Center, Inc."
,".00 Funds support the Lincoln House Outreach NORC activities. Cumbo MAZii Learning Center, Inc.",,383797996,3500,".00 Funds will provide a digital literacy class at senior centers. Garodnick Medicare Rights Center, Inc."
,".00 Funds will provide a digital literacy class at senior centers. Garodnick Medicare Rights Center, Inc.",,133505372,5000,".00 Funding will support community presentations about the benefits and details of accessing and participating in government programs such as Medicare and SCRIE. Lander Medicare Rights Center, Inc."
,".00 Funding will support community presentations about the benefits and details of accessing and participating in government programs such as Medicare and SCRIE. Lander Medicare Rights Center, Inc.",,133505372,3500,".00 General operating support for Medicare Town Hall Enrollment and Outreach events/programming. Johnson Medicare Rights Center, Inc."
,".00 General operating support for Medicare Town Hall Enrollment and Outreach events/programming. Johnson Medicare Rights Center, Inc.",,133505372,5000,".00 To lead a Medicare Update and Enrollment Day in the 3rd Council District, educating community residents on federal public benefits and answering questions about New York's health insurance exchange. CD28 Medicare Rights Center, Inc."
,".00 To lead a Medicare Update and Enrollment Day in the 3rd Council District, educating community residents on federal public benefits and answering questions about New York's health insurance exchange. CD28 Medicare Rights Center, Inc.",,133505372,5000,".00 To support Medicare Right's outreach and enrollment assistance efforts, in addition to educating residents on state and federal public benefits. Greenfield Medicare Rights Center, Inc. - Medicare Community Partners Program"
,".00 To support Medicare Right's outreach and enrollment assistance efforts, in addition to educating residents on state and federal public benefits. Greenfield Medicare Rights Center, Inc.",Medicare Community Partners Program,133505372,6500,".00 Funding to support Town Hall Enrollment and Outreach Day in the council district, educating hundreds of community residents on state and federal public benefits and answering questions about new state- mandated Medicare and Medicaid plans, etc Grodenchik Medicare Rights Center, Inc. - Medicare Enrollment and Outreach"
,".00 Funding to support Town Hall Enrollment and Outreach Day in the council district, educating hundreds of community residents on state and federal public benefits and answering questions about new state- mandated Medicare and Medicaid plans, etc Grodenchik Medicare Rights Center, Inc.",Medicare Enrollment and Outreach,133505372,6000,.00 To fund a Town Hall Enrollment and Outreach Day in CD 23
Palma,"Medicare Rights Center, Inc.",Medicare Enrollment and Outreach Town Hall,133505372,4500,".00 To support a Medicare Update and Enrollment Day in Council District 18, educating community residents on federal public benefits, and providing follow up to help constituents complete applications properly."
Levine,"Medicare Rights Center, Inc.",Medicare Enrollment and Outreach Town Hall,133505372,3500,".00 Funding for a Town Hall Enrollment and Outreach Day in the district, educating hundreds of community residents on state and federal Medicare-related benefits. Richards Merrill Park Civic Association of Springfield Gardens, Inc. 112304928 * $21,000.00 Funds will be used to provide programmatic and operating cost of the Merrill Park Civic Association. Miller Merrill Park Civic Association of Springfield Gardens, Inc. 112304928 * $8,000.00 Funds will be used to assist with general operating expenses including technological upgrades. Page 19 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN Ulrich Metropolitan New York Coordinating Council on Jewish Poverty, Inc. 132738818 * $15,000.00 Funds will be used to provide crisis mitigation services. Dromm Metropolitan New York Coordinating Council on Jewish Poverty, Inc. 132738818 * $5,000.00 To support case workers who help elderly clients who are under threat of eviction or utility shutoff and / or cannot pay medical bills and have other emergencies. Chin Metropolitan New York Coordinating Council on Jewish Poverty, Inc. 132738818 * $4,000.00 Funds will support social workers and staff engaged in crisis intervention services. Rosenthal Metropolitan New York Coordinating Council on Jewish Poverty, Inc. - Metropair Handyman Services Program 132738818 * $3,500.00 Funds support Metropair Handyman Program. Gibson Mid-Bronx Senior Citizens Council, Inc. 237354073 * $8,000.00 Funding to support staff and programming of the Construction Training Program to provide more employment opportunities for community residents."
Levine,"Morningside Retirement and Health Services, Inc.",Cluster Care Project,136206256,5000,".00 Funding for the Cluster Care Project, to deliver home care services to elderly residents of Morningside Gardens who have chronic healthcare needs. Vacca Morris Park Community Association, Inc. - Morris Park Senior Program"
,".00 Funding for the Cluster Care Project, to deliver home care services to elderly residents of Morningside Gardens who have chronic healthcare needs. Vacca Morris Park Community Association, Inc.",Morris Park Senior Program,237429900,17000,".00 Funding to support recreational and cultural outings, senior health fitness programs, the production of a parade in the community, and intergenerational Italian classes. Cohen Mosholu-Montefiore Community Center, Inc."
,".00 Funding to support recreational and cultural outings, senior health fitness programs, the production of a parade in the community, and intergenerational Italian classes. Cohen Mosholu-Montefiore Community Center, Inc.",,133622107,10000,".00 Funding will support programming and entertainment for seniors. Rodriguez Mosholu-Montefiore Community Center, Inc. - Marble Hill Houses Senior Center"
,".00 Funding will support programming and entertainment for seniors. Rodriguez Mosholu-Montefiore Community Center, Inc.",Marble Hill Houses Senior Center,133622107,5000,".00 Funding to support the operating expenses of cultural, educational and health programming and activities."
Treyger,Most Precious Blood RC Church Senior Program,Senior Club,111690779,5000,".00 Funding to support the operating costs of programming/services and events of the senior club. Greenfield Nachas Health and Family Network, Inc. - Medical, Social/Support, Entitlement/ Reparation Procurement Services for Holocaust Survivors"
,".00 Funding to support the operating costs of programming/services and events of the senior club. Greenfield Nachas Health and Family Network, Inc.","Medical, Social/Support, Entitlement/ Reparation Procurement Services for Holocaust Survivors",113067201,8000,".00 Funds will support a comprehensive senior program, including detailed case management sessions resulting in entitlement procurement, including client prescreening, etc."
Rose,"NAMI-NYC Staten Island, Inc.","Support, Education & Awareness Program",133370368,4000,".00 Funds will be used to support administrative, staffing and operational costs to support the Family to Family program for families and caregivers of senior adults with mental illness. Dromm Neighborhood Housing Services of Queens CDC, Inc."
,".00 Funds will be used to support administrative, staffing and operational costs to support the Family to Family program for families and caregivers of senior adults with mental illness. Dromm Neighborhood Housing Services of Queens CDC, Inc.",,471267077,5000,".00 To fund informational programming about home ownership and senior citizens assistance programs. Salamanca Neighborhood Self Help by Older Persons Project, Inc. - Casa Boricua Senior Center"
,".00 To fund informational programming about home ownership and senior citizens assistance programs. Salamanca Neighborhood Self Help by Older Persons Project, Inc.",Casa Boricua Senior Center,133077047,10000,".00 Funds will support senior activities and events at Casa Boricua Senior Center Salamanca Neighborhood Self Help by Older Persons Project, Inc. - Lafayette Estates NORC"
,".00 Funds will support senior activities and events at Casa Boricua Senior Center Salamanca Neighborhood Self Help by Older Persons Project, Inc.",Lafayette Estates NORC,133077047,15000,".00 Funds will support senior activities and events at Lafayette Estates NORC Supportive Services Program. Torres Neighborhood Self Help by Older Persons Project, Inc. - Neighborhood SHOPP - Guess Senior Center"
,".00 Funds will support senior activities and events at Lafayette Estates NORC Supportive Services Program. Torres Neighborhood Self Help by Older Persons Project, Inc.",Neighborhood SHOPP - Guess Senior Center,133077047,15000,".00 To support Neighborhood SHOPP/Guess Senior Center's educational and recreational program for seniors. Salamanca Neighborhood Self Help by Older Persons Project, Inc. - Neighborhood SHOPP Leon Senior Center"
,".00 To support Neighborhood SHOPP/Guess Senior Center's educational and recreational program for seniors. Salamanca Neighborhood Self Help by Older Persons Project, Inc.",Neighborhood SHOPP Leon Senior Center,133077047,15000,".00 Funds will support senior activities and events at Douglass Leon Senior Center. King Neighborhood Self Help by Older Persons Project, Inc. - Senior Network Group Work Program"
,".00 Funds will support senior activities and events at Douglass Leon Senior Center. King Neighborhood Self Help by Older Persons Project, Inc.",Senior Network Group Work Program,133077047,15000,".00 To support the agency's case assistance, educational and recreational activities to older residents in CD 12. Perkins New Hope for the World Ministries, Inc."
,".00 To support the agency's case assistance, educational and recreational activities to older residents in CD 12. Perkins New Hope for the World Ministries, Inc.",,260434061,4000,".00 Funding to support health and wellness programming including education, prevention and outreach/referral services for seniors. Page 20 Appendix A: Aging Discretionary Council Member Legal Name of Organization EIN * Amount CM Purpose of Funds Fiscal Conduit FC EIN"
Treyger,New York Association of Holocaust Survivors,,134300949,6000,".00 Funds will be used to cover costs for cultural trips, the purchase of food for seniors, and to cover rental and insurance costs to maintain the office. Matteo New York City Verrazano 10-13 Association, Inc"
,".00 Funds will be used to cover costs for cultural trips, the purchase of food for seniors, and to cover rental and insurance costs to maintain the office. Matteo New York City Verrazano 10-13 Association, Inc",,134151778,5000,".00 Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops. Borelli New York City Verrazano 10-13 Association, Inc - Workshops"
,".00 Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops. Borelli New York City Verrazano 10-13 Association, Inc",Workshops,134151778,5000,".00 Funds will support free workshops for seniors which includes staff support, space, materials and meals. Garodnick New York Foundation for Senior Citizens, Inc."
,".00 Funds will support free workshops for seniors which includes staff support, space, materials and meals. Garodnick New York Foundation for Senior Citizens, Inc.",,132618568,7500,".00 Funding will support the operating costs for the Home Sharing / Respite Care program, which provides home care assistance to seniors. Cornegy New York Foundation for Senior Citizens, Inc."
,".00 Funding will support the operating costs for the Home Sharing / Respite Care program, which provides home care assistance to seniors. Cornegy New York Foundation for Senior Citizens, Inc.",,132618568,10000,".00 Funding will support the operating costs for the Home Sharing / Respite Care program, which provides home care assistance to seniors. Kallos New York Foundation for Senior Citizens, Inc."
,".00 Funding will support the operating costs for the Home Sharing / Respite Care program, which provides home care assistance to seniors. Kallos New York Foundation for Senior Citizens, Inc.",,132618568,10000,".00 To support the Home Sharing and Respite Care Program for residents in Council District 5. Perkins New York Foundation for Senior Citizens, Inc."
,".00 To support the Home Sharing and Respite Care Program for residents in Council District 5. Perkins New York Foundation for Senior Citizens, Inc.",,132618568,10000,".00 Funding to support the Home Sharing and Respite Care Program in CD09. Rodriguez New York Foundation for Senior Citizens, Inc. - Dyckman Senior Center"
,".00 Funding to support the Home Sharing and Respite Care Program in CD09. Rodriguez New York Foundation for Senior Citizens, Inc.",Dyckman Senior Center,132618568,5000,".00 Funding to support enhancement and expansion of Dyckman Senior Center’s health/wellness promotion, social and recreational programs and services. Dromm New York Irish Center, Inc."
,".00 Funding to support enhancement and expansion of Dyckman Senior Center’s health/wellness promotion, social and recreational programs and services. Dromm New York Irish Center, Inc.",,550869151,5000,".00 To fund communal dining and entertainment for seniors, computer training for seniors, and senior drama. Van Bramer New York Irish Center, Inc."
,".00 To fund communal dining and entertainment for seniors, computer training for seniors, and senior drama. Van Bramer New York Irish Center, Inc.",,550869151,7500,".00 The funding will supplement communal dining, which provides lunch to seniors; and Computer Training for seniors. Lander New York Memory Center"
,".00 The funding will supplement communal dining, which provides lunch to seniors; and Computer Training for seniors. Lander New York Memory Center",,112713960,5000,".00 Funding to support staff and supplies for social adult day care program. Borelli New York Road Runners, Inc. - Senior Health Programs"
,".00 Funding to support staff and supplies for social adult day care program. Borelli New York Road Runners, Inc.",Senior Health Programs,132949483,3000,".00 Funs will support materials, equipment, outreach, performance evaluation and volunteer support for senior health programs in the 51st District. Menchaca NIA Community Services Network, Inc."
,".00 Funs will support materials, equipment, outreach, performance evaluation and volunteer support for senior health programs in the 51st District. Menchaca NIA Community Services Network, Inc.",,112697931,10000,".00 To cover costs of organization's assistance, referrals, and informational services and special events/social gatherings/outings, including staff costs, lunch/refreshments, information materials, promotional items, etc. Gentile NIA Community Services Network, Inc. - Senior Recreation & Support Services Program"
,".00 To cover costs of organization's assistance, referrals, and informational services and special events/social gatherings/outings, including staff costs, lunch/refreshments, information materials, promotional items, etc. Gentile NIA Community Services Network, Inc.",Senior Recreation & Support Services Program,112697931,83000,".00 Funds will be used to support senior programs and events. Vacca North East Bronx Senior Citizens Center, Inc."
,".00 Funds will be used to support senior programs and events. Vacca North East Bronx Senior Citizens Center, Inc.",,132759045,10000,".00 Funds will be used for general operating expenses, van maintenance, printing and supplies. Vallone North Flushing Senior Center, Inc. 112741128 * $8,500.00 Funding to support general operational expenses related to running senior center and provision of programming and activities. Vacca Northeast Bronx Association Corp"
,".00 Funds will be used for general operating expenses, van maintenance, printing and supplies. Vallone North Flushing Senior Center, Inc. 112741128 * $8,500.00 Funding to support general operational expenses related to running senior center and provision of programming and activities. Vacca Northeast Bronx Association Corp",,134131325,5000,".00 Funds to support the production of educational/outreach materials and the organizing of events for seniors. CD28 Northeastern Conference House Housing Development Fund Company, Inc."
