file,line,column,ein,amount,defect,source,match_key,original_organization,recovered_organization
data/fy15/schedule_c/fy15_schedule_c_awards.csv,11,,043784543,6000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,"Eugene 71st Precinct Community Council, Inc.","71st Precinct Community Council, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,12,,113096017,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Ferreras|member<-Ferreras,"Ferreras 82nd Street District Management Association, Inc.","82nd Street District Management Association, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,13,,112572881,4500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Van Bramer|member<-Van Bramer,"Van Bramer 114th Civilian Observation Patrol, Inc.","114th Civilian Observation Patrol, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,18,,113167245,7500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Lander|member<-Lander,"Lander Arab-American Family Support Center, Inc., The","Arab-American Family Support Center, Inc., The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,19,,133187792,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Chin|member<-Chin,Chin Asian Americans for Equality,Asian Americans for Equality
data/fy15/schedule_c/fy15_schedule_c_awards.csv,27,,113475993,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,Eugene Boro Park Jewish Community Council,Boro Park Jewish Community Council
data/fy15/schedule_c/fy15_schedule_c_awards.csv,31,,134100758,40000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cabrera|member<-Cabrera,"Cabrera Bronx Parent Housing Network, Inc.","Bronx Parent Housing Network, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,33,,113305406,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,Eugene Brooklyn Defender Services,Brooklyn Defender Services
data/fy15/schedule_c/fy15_schedule_c_awards.csv,38,,201518304,15000,member_bleed,council_disclosure,ein+amount@any-year|removed=Reynoso|member<-Reynoso,Reynoso Bushwick Housing Independence Project (BHIP),Bushwick Housing Independence Project (BHIP)
data/fy15/schedule_c/fy15_schedule_c_awards.csv,41,,112480339,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,"Eugene CAMBA, Inc.","CAMBA, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,44,,133323168,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,"Eugene Caribbean Women's Health Association, Inc.","Caribbean Women's Health Association, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,46,,112634818,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Ferreras|member<-Ferreras,"Ferreras Catholic Migration Services, Inc.","Catholic Migration Services, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,47,,112444676,8000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Lander|member<-Lander,"Lander Center for Anti-Violence Education (CAE, Inc., The)","Center for Anti-Violence Education (CAE, Inc., The)"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,49,,112652331,37500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Constantinides|member<-Constantinides,"Constantinides Central Astoria Local Development Coalition, Inc.","Central Astoria Local Development Coalition, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,52,,113580935,7500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Lander|member<-Lander,Lander Chhaya Community Development Corporation,Chhaya Community Development Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,58,,112835403,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,Eugene Church Avenue District Management Association,Church Avenue District Management Association
data/fy15/schedule_c/fy15_schedule_c_awards.csv,59,,132892297,15000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Johnson|member<-Johnson,Johnson Church of Holy Apostles,Church of Holy Apostles
data/fy15/schedule_c/fy15_schedule_c_awards.csv,68,,260364816,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,"Eugene Claire Heureuse Community Center, Inc.","Claire Heureuse Community Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,71,,112622003,15000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Torres|member<-Torres,"Torres Committee for Hispanic Children and Families, Inc., The","Committee for Hispanic Children and Families, Inc., The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,74,,203419400,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Eugene|member<-Eugene,"Eugene Community Concerns Network, Inc.","Community Concerns Network, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,80,,132967277,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Chin|member<-Chin,"Chin Council of Senior Centers and Services of New York City, Inc.","Council of Senior Centers and Services of New York City, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,83,,141719016,25000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,"Gibson Crenulated Company LTD, The","Crenulated Company LTD, The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,89,,861096987,9000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Constantinides|member<-Constantinides,"Constantinides East River Development Alliance, Inc.","East River Development Alliance, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,90,,861096987,22000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Van Bramer|member<-Van Bramer,"Van Bramer East River Development Alliance, Inc.","East River Development Alliance, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,95,,112224539,25000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Ferreras|member<-Ferreras,"Ferreras Elmcor Youth and Adult Activities, Inc.","Elmcor Youth and Adult Activities, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,106,,260117797,20000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cabrera|member<-Cabrera,"Cabrera Fordham Road District Management Association, Inc., The","Fordham Road District Management Association, Inc., The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,108,,133904936,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,"Gibson Gambian Society in New York, Inc.","Gambian Society in New York, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,109,,223890531,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,"Gibson Garifuna Coalition USA, Inc.","Garifuna Coalition USA, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,113,,133366846,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Chin|member<-Chin,"Chin God's Love We Deliver, Inc.","God's Love We Deliver, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,115,,133366846,15000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Torres|member<-Torres,"Torres God's Love We Deliver, Inc.","God's Love We Deliver, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,118,,112382250,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Reynoso|member<-Reynoso,Reynoso Greater Ridgewood Restoration Corporation,Greater Ridgewood Restoration Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,131,,133647412,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Van Bramer|member<-Van Bramer,Van Bramer Hour Children,Hour Children
data/fy15/schedule_c/fy15_schedule_c_awards.csv,140,,133097905,15000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cohen|member<-Cohen,Cohen Kingsbridge Riverdale Van Cortlandt Development Corporation,Kingsbridge Riverdale Van Cortlandt Development Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,144,,135562265,3500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Constantinides|member<-Constantinides,Constantinides Legal Aid Society,Legal Aid Society
data/fy15/schedule_c/fy15_schedule_c_awards.csv,153,,113344389,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Van Bramer|member<-Van Bramer,Van Bramer Make the Road New York,Make the Road New York
data/fy15/schedule_c/fy15_schedule_c_awards.csv,159,,201923521,12000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Lander|member<-Lander,Lander Masbia,Masbia
data/fy15/schedule_c/fy15_schedule_c_awards.csv,163,,275282132,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Johnson|member<-Johnson,"Johnson MCCNY Charities, Inc.","MCCNY Charities, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,169,,134355067,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Chin|member<-Chin,"Chin Metropolitan Waterfront Alliance, Inc.","Metropolitan Waterfront Alliance, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,171,,132622748,7000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Chin|member<-Chin,"Chin MFY Legal Services, Inc.","MFY Legal Services, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,172,,132622748,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,"Gibson MFY Legal Services, Inc.","MFY Legal Services, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,178,,133556768,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,"Gibson Momentum Project, Inc., The","Momentum Project, Inc., The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,179,,133109387,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cabrera|member<-Cabrera,Cabrera Mosholu Preservation Corporation,Mosholu Preservation Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,181,,237398279,20000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Miller|member<-Miller,"Miller Neighborhood Housing Services of Jamaica, Inc.","Neighborhood Housing Services of Jamaica, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,185,,371443165,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cohen|member<-Cohen,"Cohen New Bronx Chamber of Commerce, The","New Bronx Chamber of Commerce, The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,189,,133286250,10000,member_bleed,council_disclosure,ein+amount@any-year|removed=Chin|member<-Chin,"Chin New York Asian Women's Center, Inc.","New York Asian Women's Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,191,,311702032,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Chin|member<-Chin,Chin New York City Alliance Against Sexual Assault,New York City Alliance Against Sexual Assault
data/fy15/schedule_c/fy15_schedule_c_awards.csv,193,,133149200,3500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Van Bramer|member<-Van Bramer,"Van Bramer New York City Gay and Lesbian Anti-Violence Project, Inc.","New York City Gay and Lesbian Anti-Violence Project, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,195,,133505428,15000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Torres|member<-Torres,"Torres New York Legal Assistance Group, Inc.","New York Legal Assistance Group, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,211,,132707665,25000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Torres|member<-Torres,Torres Phipps Community Development Corporation,Phipps Community Development Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,224,,113572515,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Reynoso|member<-Reynoso,Reynoso Reaching Across the World Ministries,Reaching Across the World Ministries
data/fy15/schedule_c/fy15_schedule_c_awards.csv,225,,134091062,20000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cabrera|member<-Cabrera,"Cabrera Reading Excellence and Discovery (READ Foundation, Inc.)","Reading Excellence and Discovery (READ Foundation, Inc.)"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,228,,132912963,20000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,"Gibson Scan-New York Volunteer Parent-Aides Association, Inc.","Scan-New York Volunteer Parent-Aides Association, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,231,,131624178,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Van Bramer|member<-Van Bramer,"Van Bramer Selfhelp Community Services, Inc.","Selfhelp Community Services, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,241,,112432846,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Miller|member<-Miller,"Miller Southern Queens Park Association, Inc.","Southern Queens Park Association, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,242,,112268359,40000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Reynoso|member<-Reynoso,Reynoso Southside United Housing Development Fund Corp.,Southside United Housing Development Fund Corp.
data/fy15/schedule_c/fy15_schedule_c_awards.csv,249,,680200138,20000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Gibson|member<-Gibson,Gibson Summer Search,Summer Search
data/fy15/schedule_c/fy15_schedule_c_awards.csv,253,,113518348,7500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Lander|member<-Lander,"Lander Tomche Shabbos of Boro Park and Flatbush, Inc.","Tomche Shabbos of Boro Park and Flatbush, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,267,,132969182,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Cabrera|member<-Cabrera,"Cabrera Urban Youth Alliance International, Inc.","Urban Youth Alliance International, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,268,,131624210,5000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Johnson|member<-Johnson,Johnson VISIONS/Services for the Blind and Visually Impaired,VISIONS/Services for the Blind and Visually Impaired
data/fy15/schedule_c/fy15_schedule_c_awards.csv,270,,132725423,20000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Miller|member<-Miller,Miller Wildcat Service Corporation,Wildcat Service Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,271,,132725423,30000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Torres|member<-Torres,Torres Wildcat Service Corporation,Wildcat Service Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,274,,113050340,7500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Lander|member<-Lander,"Lander Yeled V' Yalda Early Childhood Center, Inc.","Yeled V' Yalda Early Childhood Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,278,,141719016,25000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Crenulated Company LTD, The","Crenulated Company LTD, The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,279,,135598710,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Good Shepherd Services, Inc.","Good Shepherd Services, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,280,,132813809,4000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Kingsbridge Heights Community Center, Inc.","Kingsbridge Heights Community Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,281,,133622107,20000,member_bleed,council_disclosure,ein+amount@any-year|removed=Bronx|member<-Bronx,"Bronx Mosholu-Montefiore Community Center, Inc.","Mosholu-Montefiore Community Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,282,,133110811,23000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,Bronx Neighborhood Initiatives Development Corporation (NIDC),Neighborhood Initiatives Development Corporation (NIDC)
data/fy15/schedule_c/fy15_schedule_c_awards.csv,283,,131693134,10000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,Bronx New York Botanical Garden,New York Botanical Garden
data/fy15/schedule_c/fy15_schedule_c_awards.csv,284,,550882599,50000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Older Adults Technology Services (OATS), Inc.","Older Adults Technology Services (OATS), Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,285,,135563028,50000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Osborne Association, Inc.","Osborne Association, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,286,,133425071,40000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,Bronx Part of the Solution,Part of the Solution
data/fy15/schedule_c/fy15_schedule_c_awards.csv,287,,043252955,75000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Per Scholas, Inc.","Per Scholas, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,288,,133765140,23000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Bronx|member<-Bronx,"Bronx Point Community Development Corporation, The","Point Community Development Corporation, The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,289,,112608983,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,"Brooklyn Black Veterans for Social Justice, Inc.","Black Veterans for Social Justice, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,292,,208562533,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,Brooklyn Coney Island Generation Gap Reunion Committee,Coney Island Generation Gap Reunion Committee
data/fy15/schedule_c/fy15_schedule_c_awards.csv,293,,133412540,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,"Brooklyn Doe Fund, Inc., The","Doe Fund, Inc., The"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,294,,112490986,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,Brooklyn Erasmus Neighborhood Federation,Erasmus Neighborhood Federation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,295,,112475743,77500,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,"Brooklyn Fifth Avenue Committee, Inc.","Fifth Avenue Committee, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,296,,030553092,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,"Brooklyn Man Up!, Inc.","Man Up!, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,297,,112420752,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,Brooklyn Midwood Development Corporation,Midwood Development Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,298,,112934620,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,Brooklyn Opportunities for a Better Tomorrow,Opportunities for a Better Tomorrow
data/fy15/schedule_c/fy15_schedule_c_awards.csv,299,,112453853,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,"Brooklyn Ridgewood Bushwick Senior Citizens Council, Inc.","Ridgewood Bushwick Senior Citizens Council, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,300,,510192170,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,Brooklyn St. Nick's Alliance Corporation,St. Nick's Alliance Corporation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,301,,112728233,38750,member_bleed,council_disclosure,ein+amount@FY2015|removed=Brooklyn|member<-Brooklyn,"Brooklyn United Jewish Organizations of Williamsburg, Inc.","United Jewish Organizations of Williamsburg, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,302,,136162659,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan American Museum of Natural History,American Museum of Natural History
data/fy15/schedule_c/fy15_schedule_c_awards.csv,304,,133630066,10556,member_bleed,council_disclosure,ein+amount@any-year|removed=Manhattan|member<-Manhattan,"Manhattan Apollo Theater Foundation, Inc.","Apollo Theater Foundation, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,305,,136533158,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Asphalt Green, Inc.","Asphalt Green, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,306,,300280807,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Bella Abzug Leadership Institute, Inc.","Bella Abzug Leadership Institute, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,307,,133419786,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Broadway Mall Maintenance Fund, Inc.","Broadway Mall Maintenance Fund, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,308,,522440116,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan CEC Stuyvesant Cove, Inc.","CEC Stuyvesant Cove, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,309,,136202692,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Chinese-American Planning Council, Inc","Chinese-American Planning Council, Inc"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,310,,133561657,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan City Parks Foundation,City Parks Foundation
data/fy15/schedule_c/fy15_schedule_c_awards.csv,311,,133132603,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Civitas Citizens, Inc.","Civitas Citizens, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,312,,202169746,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan Class Size Matters,Class Size Matters
data/fy15/schedule_c/fy15_schedule_c_awards.csv,313,,133613229,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Common Cents New York, Inc.","Common Cents New York, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,314,,134188781,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Dominican Sunday, Inc.","Dominican Sunday, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,315,,133264005,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan DOROT, Inc.","DOROT, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,316,,133311582,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Eviction Intervention Services Homelessness Prevention, Inc.","Eviction Intervention Services Homelessness Prevention, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,317,,133130146,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Gay Men's Health Crisis, Inc.","Gay Men's Health Crisis, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,318,,131893908,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan Goddard Riverside Community Center,Goddard Riverside Community Center
data/fy15/schedule_c/fy15_schedule_c_awards.csv,320,,133590825,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan Historic House Trust of New York City,Historic House Trust of New York City
data/fy15/schedule_c/fy15_schedule_c_awards.csv,321,,133317188,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Housing Court Answers, Inc.","Housing Court Answers, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,322,,131628180,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Lenox Hill Neighborhood House, Inc.","Lenox Hill Neighborhood House, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,323,,133911331,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Literacy, Inc. (LINC)","Literacy, Inc. (LINC)"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,324,,133505372,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Medicare Rights Center, Inc.","Medicare Rights Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,325,,132738818,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Metropolitan New York Coordinating Council on Jewish Poverty, Inc.","Metropolitan New York Coordinating Council on Jewish Poverty, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,326,,132622748,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan MFY Legal Services, Inc.","MFY Legal Services, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,327,,133286250,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan New York Asian Women's Center, Inc.","New York Asian Women's Center, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,328,,133149200,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan New York City Gay and Lesbian Anti-Violence Project, Inc.","New York City Gay and Lesbian Anti-Violence Project, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,329,,132618568,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan New York Foundation for Senior Citizens, Inc.","New York Foundation for Senior Citizens, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,330,,141761209,10556,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan New York State Tenants and Neighbors Information Service, Inc.","New York State Tenants and Neighbors Information Service, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,331,,550882599,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Older Adults Technology Services (OATS), Inc","Older Adults Technology Services (OATS), Inc"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,332,,800209989,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Palante Harlem, Inc.","Palante Harlem, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,333,,132947616,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Service Program for Older People, Inc. (SPOP)","Service Program for Older People, Inc. (SPOP)"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,334,,132947657,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Services and Advocacy for GLBT Elders, Inc. (SAGE)","Services and Advocacy for GLBT Elders, Inc. (SAGE)"
data/fy15/schedule_c/fy15_schedule_c_awards.csv,335,,131624210,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan VISIONS/Services for the Blind and Visually Impaired,VISIONS/Services for the Blind and Visually Impaired
data/fy15/schedule_c/fy15_schedule_c_awards.csv,336,,237379098,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,"Manhattan Visiting Neighbors, Inc.","Visiting Neighbors, Inc."
data/fy15/schedule_c/fy15_schedule_c_awards.csv,337,,710908184,10555,member_bleed,council_disclosure,ein+amount@FY2015|removed=Manhattan|member<-Manhattan,Manhattan West Side Center for Community Life,West Side Center for Community Life
data/fy15/schedule_c/fy15_schedule_c_awards.csv,338,,112405466,50000,member_bleed,council_disclosure,ein+amount@FY2015|removed=Queens|member<-Queens,"Queens Alley Pond Environmental Center, Inc.","Alley Pond Environmental Center, Inc."
