file,line,fiscal_year,ein,organization,our_amount,verdict,nearest_disclosure_amount,delta,belongs_to_ein,org_text_merged
data/fy15/schedule_c/fy15_schedule_c_awards.csv,4,2015,135562301,New York City Mission Society,129400,unconfirmed,80000,49400,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,5,2015,135563028,Osborne Association,129400,unconfirmed,50000,79400,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,9,2015,133780848,New Yorkers Against Gun Violence,30000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,38,2015,201518304,Bushwick Housing Independence Project (BHIP),15000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,50,2015,465144468,Central Brooklyn Legal Services Corp,3500,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,60,2015,133693660,Chin Church Street School of Music and Art,10000,unconfirmed,5000,5000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,76,2015,132564241,"Community League of the Heights, Inc.",12500,unconfirmed,15000,-2500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,81,2015,132765465,"Council on the Environment, Inc.",25000,unconfirmed,20000,5000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,91,2015,201723492,Eastern Queens Alliance,10000,unconfirmed,7500,2500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,92,2015,200177748,EDIFY Communities of New York,30000,unconfirmed,50000,-20000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,122,2015,470939800,"Haitian American Business Network, Inc.",13500,unconfirmed,5000,8500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,127,2015,133573852,"Hispanic Federation, Inc.",30000,unconfirmed,25000,5000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,128,2015,133573852,"Hispanic Federation, Inc.",50000,unconfirmed,40000,10000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,141,2015,133609811,Korean American Family Service Center (KAFSC),10000,unconfirmed,7500,2500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,182,2015,133098397,"Neighborhood Housing Services of Northern Queens, Inc.",3500,unconfirmed,4000,-500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,187,2015,133842270,New Economy Project,7000,unconfirmed,5000,2000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,189,2015,133286250,"New York Asian Women's Center, Inc.",10000,unconfirmed,10556,-556,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,237,2015,113632920,South Asian Council for Social Services,11000,unconfirmed,6000,5000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,263,2015,133442022,Urban Justice Center,7000,unconfirmed,7500,-500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,281,2015,133622107,"Mosholu-Montefiore Community Center, Inc.",20000,unconfirmed,25000,-5000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,291,2015,454847192,"Brooklyn City-Wide Council Of Presidents, Inc.",38750,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,303,2015,133706385,Manhattan APICHA Community Health Center,10556,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,304,2015,133630066,"Apollo Theater Foundation, Inc.",10556,unconfirmed,10456,100,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,369,2015,132727406,Afro American 1,315000,unconfirmed,100000,215000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,375,2015,133593885,Dominican Women's Development Center,850000,unconfirmed,765000,85000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,384,2015,112495601,Parent Child Home Program (PCHP),175000,unconfirmed,34000,141000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,386,2015,111904261,Brooklyn Public Library (BPL),175000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,387,2015,131887440,New York Public Library (NYPL),175000,unconfirmed,30000,145000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,388,2015,111904262,Queens Public Library (QPL),175000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,389,2015,131941627,Vera Institute of Justice,250000,unconfirmed,247000,3000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,400,2015,132668080,Kingsbridge Heights Community Center (Bronx),75000,unconfirmed,100000,-25000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,402,2015,133843322,Mt. Sinai Sexual Assault & Violence Intervention Program (Queens),75000,unconfirmed,53177,21823,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,415,2015,133422660,ENACT,310000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,417,2015,112995109,Institute for Student Achievement,167000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,439,2015,352262561,"Zimmer Club Youth Conservation Program of Staten Island, Inc.",50000,unconfirmed,25000,25000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,445,2015,133749744,African Services Committee,45000,unconfirmed,40410,4590,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,446,2015,331007278,"After Hours Project, Inc.",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,447,2015,112837894,"AIDS Center of Queens County, Inc.",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,449,2015,134009817,"BOOM!Health (d.b.a CitiWide Harm Reduction Program, Inc.)",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,450,2015,132739694,Charles B. Wang Community Health Center,45000,unconfirmed,40410,4590,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,451,2015,133556132,New York City Council Finance Division Page 44 Community Health Action of Staten Island,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,452,2015,133083068,"Community Healthcare Network, Inc.",60000,unconfirmed,53880,6120,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,453,2015,462121958,Empire Liver Foundation,155000,unconfirmed,139190,15810,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,454,2015,112592651,Family Services Network of New York,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,455,2015,133461695,Harlem United Community AIDS Center,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,456,2015,132552500,"Harlem United Community AIDS Center, Inc.",60000,unconfirmed,6000,54000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,457,2015,943204958,Harm Reduction Coalition,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,458,2015,133464470,HELP/PSI,60000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,459,2015,133584089,"Housing Works, Inc.",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,460,2015,237348989,Korean Community Services,45000,unconfirmed,40410,4590,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,461,2015,133727641,"Lower East Side Harm Reduction Center, Inc.",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,462,2015,131740114,Montefiore Comprehensive Health Care Center,60000,unconfirmed,53880,6120,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,463,2015,133678499,"New York Harm Reduction Educators, Inc.",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,464,2015,133845305,Positive Health Project,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,465,2015,133832223,"Praxis Housing Initiatives, Inc.",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,466,2015,132946970,"Safe Horizon, Inc. (Streetwork)",10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,467,2015,133724008,St. Ann's Corner of Harm Reduction,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,469,2015,208672015,Washington Heights Corner Project,10000,unconfirmed,9000,1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,474,2015,133020589,Belmont Arthur Avenue Local Development Organization,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,475,2015,113250772,Bridge Street Development Corporation,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,476,2015,112435523,"Brighton Neighborhood Association, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,477,2015,112412584,"New York City Council Finance Division Page 48 Brooklyn Housing and Family Services, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,478,2015,112652331,"Central Astoria Local Development Coalition, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,479,2015,132851988,"Clinton Housing Development Company, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,480,2015,132564241,"Community League of the Heights, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,481,2015,133248777,"El Barrio Operation Fight Back, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,482,2015,133311582,"Eviction Intervention Services Homelessness Prevention, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,483,2015,132915659,"Good Old Lower East Side, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,484,2015,112498292,Gowanus Canal Community Development Corporation,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,485,2015,112382250,Greater Ridgewood Restoration Corporation,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,486,2015,133516262,"Harlem Congregations for Community Improvement, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,487,2015,510141489,"Housing Conservation Coordinators, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,488,2015,133317188,"Housing Court Answers, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,489,2015,135562989,Hudson Guild,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,490,2015,131628180,"Lenox Hill Neighborhood House, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,491,2015,132622748,"MFY Legal Services, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,492,2015,133098397,"Neighborhood Housing Services of Bedford-Stuyvesant, Inc.",27777,unconfirmed,27028,749,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,493,2015,237398279,"Neighborhood Housing Services of Jamaica, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,494,2015,133098397,"Neighborhood Housing Services of the North Bronx, Inc.",27777,unconfirmed,27028,749,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,495,2015,133110811,Neighborhood Initiatives Development Corporation (NIDC),27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,496,2015,112555446,North Brooklyn Development Corporation,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,497,2015,132974137,"Northfield Community LDC of Staten Island, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,498,2015,132806160,Northwest Bronx Community and Clergy Coalition for Sistas and Brothas United,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,499,2015,112470566,"Peoples Firehouse, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,500,2015,112375583,"Queens Community House, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,501,2015,111817497,"Queensboro Council for Social Welfare, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,502,2015,112453853,"Ridgewood Bushwick Senior Citizens Council, Inc.",27805,unconfirmed,27027,778,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,503,2015,133266398,"Staten Island Center for Independent Living, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,504,2015,131943516,"Strycker's Bay Neighborhood Council, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,505,2015,132735378,"United Jewish Council of the East Side, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,506,2015,133442022,Urban Justice Center,27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,507,2015,132941841,"West Bronx Housing and Neighborhood Resource Center, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,508,2015,132926433,"West Side Federation for Senior and Supportive Housing, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,509,2015,112435565,"Woodside on the Move, Inc.",27777,unconfirmed,27027,750,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,565,2015,132947657,"Services and Advocacy for GLBT Elders (SAGE), Inc.",1500000,unconfirmed,1200000,300000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,572,2015,133077049,"Neighborhood Self Help by Older Persons Project, Inc.",32000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,576,2015,135654450,Selfhelp Community Services,234000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,578,2015,030387372,South Brooklyn Youth Consortium,79000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,587,2015,237378422,Stein Center Senior Center,100000,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,611,2015,112510289,Brooklyn Economic Development Corporation,60925,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,619,2015,270111010,"Women Builders Council, Inc.",43950,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,626,2015,113306944,Jamaica Business Resource Center,64500,ein_absent,,,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,628,2015,510192170,St. Nick's Alliance Corporation,85500,unconfirmed,60000,25500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,630,2015,452201993,Bronx Cooperative Development Initiative (BCDI),64000,unconfirmed,60800,3200,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,631,2015,112777066,Center for Family Life,147000,unconfirmed,148000,-1000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,633,2015,275265123,Democracy at Work Institute (DAWI),110000,unconfirmed,104500,5500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,634,2015,135562220,Federation of Protestant Welfare Agencies (FPWA),106000,unconfirmed,100700,5300,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,635,2015,201828936,Green Worker Cooperatives,165000,unconfirmed,156750,8250,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,636,2015,042628399,ICA Group,100000,unconfirmed,95000,5000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,637,2015,113344389,Make the Road New York,70000,unconfirmed,66500,3500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,638,2015,465245034,NYC Network of Worker Cooperatives (NYCNOWC),115000,unconfirmed,15000,100000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,639,2015,202264584,The Working World (TWW),230000,unconfirmed,218500,11500,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,640,2015,133442022,Urban Justice Center,58000,unconfirmed,55100,2900,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,646,2015,133682471,Coalition for Asian American Children and Families,833333,neighbour_bleed,500000,333333,133573852,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,648,2015,131671035,New York Urban League,833333,rounding,833334,-1,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,651,2015,134045021,Power Play,1000000,unconfirmed,500000,500000,,
data/fy15/schedule_c/fy15_schedule_c_awards.csv,653,2015,112030172,YMCA of Greater New York,350000,unconfirmed,50000,300000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,4,2016,132727406,"Afro American Parents Education Day Care Center, Inc.",585662,unconfirmed,162000,423662,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,13,2016,203108162,"Nasry Michelen Day Care Center, Inc.",933098,unconfirmed,296628,636470,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,14,2016,131740021,"Pamela C Torres Day Care Center, Inc.",622088,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,15,2016,135623279,Staten Island Mental Health Society Inc. Head Start Program,390000,unconfirmed,325000,65000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,36,2016,237169558,West Harlem Group Assistance,500000,unconfirmed,125000,375000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,53,2016,133782555,Northern Manhattan Perinatal Partnership,132128,unconfirmed,6000,126128,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,54,2016,132621497,"Planned Parenthood of New York City, Inc.",19200,unconfirmed,22320,-3120,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,56,2016,133092676,Harlem Hospital Center,300000,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,69,2016,133020589,Belmont Arthur Avenue Local Development Organization,29730,rounding,29729,1,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,70,2016,113250772,Bridge Street Development Corporation,29730,rounding,29729,1,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,71,2016,112435523,"Brighton Neighborhood Association, Inc.",29730,rounding,29729,1,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,73,2016,112652331,"Central Astoria Local Development Coalition, Inc.",29730,rounding,29729,1,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,74,2016,132564241,"Clinton Housing Development Company, Inc. 13-2851988 * $29,730 Community League of the Heights, Inc.",29730,rounding,29729,1,,yes
data/fy16/schedule_c/fy16_schedule_c_awards.csv,75,2016,133311582,"El Barrio Operation Fight Back, Inc. 13-3248777 * $29,730 Eviction Intervention Services Homelessness Prevention, Inc.",29730,rounding,29729,1,,yes
data/fy16/schedule_c/fy16_schedule_c_awards.csv,76,2016,132915659,"Good Old Lower East Side, Inc.",29730,rounding,29729,1,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,83,2016,133098397,Neighborhood Housing Services of East Flatbush,29731,rounding,29730,1,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,94,2016,132735378,"Strycker's Bay Neighborhood Council, Inc. 13-1943516 * $29,730 United Jewish Council of the East Side, Inc.",29731,rounding,29730,1,,yes
data/fy16/schedule_c/fy16_schedule_c_awards.csv,100,2016,133442022,Urban Justice Center,1250000,unconfirmed,595000,655000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,117,2016,132600199,Legal Services NYC,758000,unconfirmed,500000,258000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,134,2016,133165187,"Bailey House, Inc.",125000,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,137,2016,132612524,Fund for the City of New York,250000,unconfirmed,258800,-8800,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,139,2016,030553092,"Man Up, Inc.",250000,unconfirmed,258800,-8800,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,149,2016,030553092,Fund for the City of New York,70000,unconfirmed,72000,-2000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,154,2016,133893536,CUNY Creative Arts Team,80000,unconfirmed,50000,30000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,170,2016,133780848,New Yorkers Against Gun Violence,30000,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,186,2016,136400434,Department for the Aging,529000,unconfirmed,500000,29000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,233,2016,111839567,Lutheran Family Health Center's Family Support Center,95000,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,238,2016,042261109,Third Sector New England**,150000,unconfirmed,100000,50000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,241,2016,136400434,"Staten Island Community Job Center 47-2787706 * $15,000 Department of Small Business Services",135000,unconfirmed,130000,5000,,yes
data/fy16/schedule_c/fy16_schedule_c_awards.csv,272,2016,136400434,Department of Small Business Services,105000,unconfirmed,103921,1079,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,279,2016,133573842,Hispanic Federation,1000000,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,280,2016,131671035,New York Urban League,1000000,unconfirmed,983333,16667,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,289,2016,112047151,"Catholic Charities Neighborhood Services, Inc.",604800,unconfirmed,532800,72000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,293,2016,112683663,Cypress Hills Local Development Corporation,120400,unconfirmed,125000,-4600,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,294,2016,132997764,"Development Outreach, Inc.",112000,unconfirmed,80000,32000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,300,2016,132752494,Heartshare St. Vincent’s Services,50400,unconfirmed,20000,30400,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,314,2016,135564940,"Sheltering Arms Children and Family Services, Inc.",240800,ein_absent,,,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,319,2016,135562191,The Children’s Aid Society,618800,unconfirmed,380800,238000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,321,2016,131632530,Union Settlement Association,112000,unconfirmed,70000,42000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,322,2016,135562374,"University Settlement Society of New York, Inc.",64400,unconfirmed,50000,14400,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,323,2016,132675560,Women’s Housing and Economic Development Corporation (WHEDco),330400,unconfirmed,126000,204400,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,324,2016,112435565,"Woodside on the Move, Inc.",330400,unconfirmed,236000,94400,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,326,2016,116003354,Yeshiva Kehilath Yakov,364000,unconfirmed,84000,280000,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,328,2016,131624228,YMCA of Greater New York/Eastern District YMCA,190400,unconfirmed,86800,103600,,
data/fy16/schedule_c/fy16_schedule_c_awards.csv,334,2016,471912944,Fund for New York City Voter Assistance Corporation,343840,ein_absent,,,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,7,2017,111904261,Brooklyn Public Library (BPL),175000,ein_absent,,,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,10,2017,131887440,"Jumpstart for Children 04-3263046 * $175,000 Literacy Inc. (LINC) 13-3911331 * $440,000 New York Public Library (NPL)",175000,unconfirmed,30000,145000,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,12,2017,111904262,Queens Public Library (QPL),175000,ein_absent,,,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,16,2017,133573842,"Hispanic Federation, Inc.",983333,ein_absent,,,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,49,2017,383974312,"Liberty Fund, Inc.",1400000,unconfirmed,482500,917500,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,79,2017,461227433,Good Shepherds Services,207000,unconfirmed,475000,-268000,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,83,2017,136400434,Department of Education,1125000,unconfirmed,1129774,-4774,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,108,2017,136400434,"Choices in Childbirth 20-2015286 * $32,000 Community Health Center of Richmond, Inc. 51-0567466 * $11,520 Community Healthcare Network 13-3083068 * $84,633 Diaspora Community Services 11-3122295 * $29,157 Fort Greene Strategic Neighborhood Action Partnership 11-3343941 * $11,253 Greater Brooklyn Health Coalition 11-3484928 * $29,157 Health + Hospitals",25799,unconfirmed,26000,-201,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,153,2017,133442022,Urban Justice Center,71000,unconfirmed,61000,10000,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,163,2017,112498292,"Good Old Lower East Side, Inc. 13-3311582 * $29,729 Gowanus Canal Community Development Corporation 13-2915659 * $29,729 Greater Ridgewood Restoration Corporation",29730,rounding,29729,1,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,168,2017,133098397,"Neighborhood Housing Services of Brooklyn CDC, Inc. 47-1169779 * $29,730 Neighborhood Housing Services of Jamaica, Inc. 23-7398279 * $29,730 Neighborhood Housing Services of New York City, Inc.",29730,unconfirmed,1500000,-1470270,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,185,2017,136400434,Bellevue/NYU Program for Survivors of Torture,75000,unconfirmed,75488,-488,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,196,2017,113235349,"City University of New York School of Law Foundation, Inc., The",24000,unconfirmed,7000,17000,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,197,2017,112622003,"Committee for Hispanic Children and Families, Inc., The",58000,unconfirmed,55000,3000,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,209,2017,113305406,"Bronx Defenders 13-3931074 * $2,076,667 Brooklyn Defenders Services",2076666,rounding,2076667,-1,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,225,2017,135564937,"Jewish Board of Family and Children's Services, Inc.",78540,unconfirmed,100000,-21460,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,239,2017,111711014,Safe Space NYC,230769,unconfirmed,35000,195769,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,251,2017,135596746,"Long Island Jewish Medical Center 11-2241326 * $106,103 Mental Health Providers of Western Queens 11-2700062 * $60,103 Montefiore Medical Center 13-1740114 * $70,429 NYSARC",194103,unconfirmed,104000,90103,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,253,2017,135623279,"PSCH (Kingsboro Psychiatric Center) 11-2542430 * $132,103 St. Ann's Corner of Harm Reduction 13-3724008 * $92,107 St. Luke's-Roosevelt Hospital Center 13-2997301 * $41,103 Staten Island Mental Health Society",107103,unconfirmed,85069,22034,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,254,2017,202508411,Sunset Park Health Council,273103,unconfirmed,237382,35721,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,267,2017,131740122,"SBH Community Service Network (Sephardic Bikur Cholim) 23-7406410 * $63,000 Services and Advocacy for GLBT Elders (SAGE) 13-2947657 * $86,000 Spanish Speaking Elderly Council",82000,unconfirmed,17745,64255,,yes
data/fy17/schedule_c/fy17_schedule_c_awards.csv,273,2017,133165187,"Bailey House, Inc.",125000,ein_absent,,,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,297,2017,136400434,"Catholic Charities Neighborhood Services, Inc.",529000,unconfirmed,504380,24620,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,300,2017,133077049,"Neighborhood Self Help by Older Persons Project, Inc.",32000,ein_absent,,,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,302,2017,113397470,Rochdale Village Social Services Inc.,253000,unconfirmed,45000,208000,,
data/fy17/schedule_c/fy17_schedule_c_awards.csv,304,2017,237129499,"Carter Burden Center for the Aging, Inc., The",95000,unconfirmed,105556,-10556,,
