Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
Community Development,Support for Victims of Human Trafficking,MOCJ,83,Support for Victims of Human Trafficking,,"“Support for Victims of Human Trafficking” — a Community Development discretionary initiative administered by MOCJ. FY2022 adopted: $1,200,000.",0,0,0,0,750000,0,1000000,0,1200000,0,1200000,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0
Community Development,Supports for Persons Involved in the Sex Trade,MOCJ,84,Supports for Persons Involved in the Sex Trade,,"“Supports for Persons Involved in the Sex Trade” — a Community Development discretionary initiative administered by MOCJ. FY2020 adopted: $2,988,000.",0,0,0,0,0,0,0,0,0,0,2988000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Development,Trans Equity Programs,Multiple agencies,85,Trans Equity Programs,,"“Trans Equity Programs” — a Community Development discretionary initiative administered by Multiple agencies. FY2027 adopted: $6,450,000.",0,0,0,0,0,0,0,0,0,0,0,0,1933750,1933750,0,0,3275000,3200000,3225000,3150000,3225000,3225000,6450000,3225000,6450000,6450000
Community Development,Video Visitation,Multiple agencies,86,Video Visitation,,"“Video Visitation” — a Community Development discretionary initiative administered by Multiple agencies. FY2018 adopted: $600,000.",0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Safety and Victim Services,Multiple Community Safety and Victim Services Initiative,Unspecified agency,87,Multiple Community Safety and Victim Services Initiative,,"“Multiple Community Safety and Victim Services Initiative” — a Community Safety and Victim Services discretionary initiative administered by Unspecified agency. FY2027 adopted: $5,100,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5100000,0,5100000,0,5100000,0,5100000,0,5100000,0
Criminal Justice Services,", H+H, MOCJ Supports for Persons Involved in the Sex Trade",DYCD,88,", H+H, MOCJ Supports for Persons Involved in the Sex Trade",,"“, H+H, MOCJ Supports for Persons Involved in the Sex Trade” — a Criminal Justice Services discretionary initiative administered by DYCD. FY2021 adopted: $4,144,697.",0,0,0,0,0,0,0,0,0,0,0,0,4144697,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,- RC Staten Island Drug Treatment Court,DA,89,- RC Staten Island Drug Treatment Court,,"“- RC Staten Island Drug Treatment Court” — a Criminal Justice Services discretionary initiative administered by DA. FY2015 adopted: $250,000.",250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Adolescent Portable Therapy Program,DOP,90,Adolescent Portable Therapy Program,,"“Adolescent Portable Therapy Program” — a Criminal Justice Services discretionary initiative administered by DOP. FY2015 adopted: $250,000.",250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Alternatives to Incarceration (ATI),MOCJ,91,Alternatives to Incarceration (ATI),,"“Alternatives to Incarceration (ATI)” — a Criminal Justice Services discretionary initiative administered by MOCJ. FY2025 adopted: $14,487,000.",4100000,4100000,0,0,0,0,0,0,0,0,0,0,11878800,0,0,0,14487000,0,14487000,0,14487000,0,0,0,0,0
Criminal Justice Services,Alternatives to Incarceration and Reentry Programs,Multiple agencies,92,Alternatives to Incarceration and Reentry Programs,,"“Alternatives to Incarceration and Reentry Programs” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $19,962,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19962000,0,19962000,19834000
Criminal Justice Services,Center for Court Innovation,MOCJ,93,Center for Court Innovation,,"“Center for Court Innovation” — a Criminal Justice Services discretionary initiative administered by MOCJ. FY2015 adopted: $400,000.",400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Child Advocacy Centers (Safe Horizon),MOCJ,94,Child Advocacy Centers (Safe Horizon),,"“Child Advocacy Centers (Safe Horizon)” — a Criminal Justice Services discretionary initiative administered by MOCJ. FY2015 adopted: $500,000.",500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Coalition Theaters of Color,DCLA,95,Coalition Theaters of Color,,"“Coalition Theaters of Color” — a Criminal Justice Services discretionary initiative administered by DCLA. FY2022 adopted: $5,740,000.",0,0,1965000,0,0,0,0,0,1965000,0,3740000,350400,0,0,5740000,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Cultural After-School Adventure (CASA),Multiple agencies,96,Cultural After-School Adventure (CASA),,"“Cultural After-School Adventure (CASA)” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2022 adopted: $17,340,000.",0,0,8160000,0,0,0,0,0,15300000,0,17340000,0,0,0,17340000,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Cultural Immigrant Initiative,Multiple agencies,97,Cultural Immigrant Initiative,,"“Cultural Immigrant Initiative” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2022 adopted: $7,395,000.",0,0,3187500,0,0,0,0,0,6375000,0,7395000,0,0,0,7395000,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,"DYCD, H+H Supports for Persons Involved in the Sex Trade",Unspecified agency,98,"DYCD, H+H Supports for Persons Involved in the Sex Trade",,"“DYCD, H+H Supports for Persons Involved in the Sex Trade” — a Criminal Justice Services discretionary initiative administered by Unspecified agency. FY2025 adopted: $3,476,697.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476697,0,3476697,0,0,0,0,0
Criminal Justice Services,Discharge Planning,DYCD,99,Discharge Planning,,"“Discharge Planning” — a Criminal Justice Services discretionary initiative administered by DYCD. FY2025 adopted: $9,450,000.",0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,250000,0,350000,0,9450000,350000,0,0,0,0
Criminal Justice Services,Diversion Programs,DYCD,100,Diversion Programs,,"“Diversion Programs” — a Criminal Justice Services discretionary initiative administered by DYCD. FY2025 adopted: $2,525,000.",0,0,0,0,0,0,0,0,0,0,0,0,2162000,2162000,0,0,2525000,930000,2525000,0,2525000,2525000,0,0,0,0
Criminal Justice Services,Domestic Violence and Empowerment (DoVE) Initiative,MOCJ,101,Domestic Violence and Empowerment (DoVE) Initiative,,"“Domestic Violence and Empowerment (DoVE) Initiative” — a Criminal Justice Services discretionary initiative administered by MOCJ. FY2018 adopted: $7,805,000.",0,0,0,0,6305000,0,7805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Ghetto Film School (GFS) Accelerator Program Model,DCLA,102,Ghetto Film School (GFS) Accelerator Program Model,,"“Ghetto Film School (GFS) Accelerator Program Model” — a Criminal Justice Services discretionary initiative administered by DCLA. FY2022 adopted: $75,000.",0,0,625000,0,0,0,0,0,75000,0,75000,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Initiative to Address Sexual Assault,MOCJ,103,Initiative to Address Sexual Assault,,"“Initiative to Address Sexual Assault” — a Criminal Justice Services discretionary initiative administered by MOCJ. FY2015 adopted: $300,000.",300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Initiative to Combat Sexual Assault,Multiple agencies,104,Initiative to Combat Sexual Assault,,"“Initiative to Combat Sexual Assault” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $4,160,000.",0,0,0,0,0,0,0,0,0,0,0,0,3210000,0,0,0,4210000,549750,4160000,4091000,4160000,4091000,4160000,4160000,4160000,4160000
Criminal Justice Services,Innovative Criminal Justice Programs,Multiple agencies,105,Innovative Criminal Justice Programs,,"“Innovative Criminal Justice Programs” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $2,637,948.",0,0,0,0,0,0,0,0,0,0,0,0,1833000,1508000,0,0,2637948,2537948,2637948,2537948,2637948,2637948,2637948,2637948,2637948,2637948
Criminal Justice Services,Justice Involved Supportive Housing (JISH),DHMH,106,Justice Involved Supportive Housing (JISH),,"“Justice Involved Supportive Housing (JISH)” — a Criminal Justice Services discretionary initiative administered by DHMH. FY2027 adopted: $2,158,508.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2095639,2095639,2158508,2158508
Criminal Justice Services,"MOCJ, DYCD, H+H Supports for Persons Involved in the Sex Trade",Unspecified agency,107,"MOCJ, DYCD, H+H Supports for Persons Involved in the Sex Trade",,"“MOCJ, DYCD, H+H Supports for Persons Involved in the Sex Trade” — a Criminal Justice Services discretionary initiative administered by Unspecified agency. FY2023 adopted: $4,434,697.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4434697,0,0,0,0,0,0,0,0,0
Criminal Justice Services,SU-CASA,DCLA,108,SU-CASA,,"“SU-CASA” — a Criminal Justice Services discretionary initiative administered by DCLA. FY2022 adopted: $3,315,000.",0,0,1020000,0,0,0,0,0,3315000,0,3315000,0,0,0,3315000,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Support for Victims of Human Trafficking,DYCD,109,Support for Victims of Human Trafficking,,"“Support for Victims of Human Trafficking” — a Criminal Justice Services discretionary initiative administered by DYCD. FY2027 adopted: $1,075,000.",0,0,0,0,0,0,0,0,0,0,0,0,1200000,975000,0,0,1200000,0,1075000,900000,1075000,1000000,1075000,1075000,1075000,1075000
Criminal Justice Services,Supportive Alternatives to Violent Encounters (SAVE),Multiple agencies,110,Supportive Alternatives to Violent Encounters (SAVE),,"“Supportive Alternatives to Violent Encounters (SAVE)” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2018 adopted: $1,950,000.",0,0,0,0,1950000,0,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Justice Services,Supports for Persons Involved in the Sex Trade,Multiple agencies,111,Supports for Persons Involved in the Sex Trade,,"“Supports for Persons Involved in the Sex Trade” — a Criminal Justice Services discretionary initiative administered by Multiple agencies. FY2027 adopted: $3,476,697.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476697,3476697,3476697,3476697
Cultural Organizations,Bridge to Tomorrow,DOE,112,Bridge to Tomorrow,,"“Bridge to Tomorrow” — a Cultural Organizations discretionary initiative administered by DOE. FY2017 adopted: $1,150,000.",0,0,0,0,1150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,"CONNECT, Inc. Community Empowerment Program",ACS,113,"CONNECT, Inc. Community Empowerment Program",,"“CONNECT, Inc. Community Empowerment Program” — a Cultural Organizations discretionary initiative administered by ACS. FY2016 adopted: $600,000.",0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Child Mind Institute,DOE,114,Child Mind Institute,,"“Child Mind Institute” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $500,000.",0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Coalition Theaters of Color,Multiple agencies,115,Coalition Theaters of Color,,"“Coalition Theaters of Color” — a Cultural Organizations discretionary initiative administered by Multiple agencies. FY2027 adopted: $5,715,000.",0,0,0,0,0,0,0,0,0,0,0,0,3740000,0,0,0,5770000,0,5715000,0,5715000,0,5715000,0,5715000,5551000
Cultural Organizations,Community Schools,DOE,116,Community Schools,,"“Community Schools” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $2,250,000.",0,0,0,0,1225000,0,2250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Cultural After-School Adventure (CASA),Multiple agencies,117,Cultural After-School Adventure (CASA),,"“Cultural After-School Adventure (CASA)” — a Cultural Organizations discretionary initiative administered by Multiple agencies. FY2027 adopted: $17,340,000.",0,0,0,0,0,0,0,0,0,0,0,0,14280000,0,0,0,17340000,0,17340000,14860000,17340000,14680000,17340000,16060000,17340000,15620000
Cultural Organizations,Cultural Immigrant Initiative,Multiple agencies,118,Cultural Immigrant Initiative,,"“Cultural Immigrant Initiative” — a Cultural Organizations discretionary initiative administered by Multiple agencies. FY2027 adopted: $7,395,000.",0,0,0,0,0,0,0,0,0,0,0,0,6375000,0,0,0,7395000,0,7395000,6525000,7395000,6640000,7395000,6783000,7395000,7010000
Cultural Organizations,Domestic Violence and Empowerment (DoVE) Initiative,MOCJ,119,Domestic Violence and Empowerment (DoVE) Initiative,,"“Domestic Violence and Empowerment (DoVE) Initiative” — a Cultural Organizations discretionary initiative administered by MOCJ. FY2022 adopted: $11,500,000.",0,0,4680000,0,0,0,0,0,9305000,0,9805000,620000,0,0,11500000,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Dropout Prevention and Intervention,DOE,120,Dropout Prevention and Intervention,,"“Dropout Prevention and Intervention” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $1,585,000.",0,0,0,0,1595000,0,1585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Educational Programs for Students,DOE,121,Educational Programs for Students,,"“Educational Programs for Students” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $3,890,000.",0,0,0,0,2975000,0,3890000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Film Accelerator Model,DCLA,122,Film Accelerator Model,,"“Film Accelerator Model” — a Cultural Organizations discretionary initiative administered by DCLA. FY2027 adopted: $75,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0
Cultural Organizations,Ghetto Film School (GFS) Accelerator Program Model,DCLA,123,Ghetto Film School (GFS) Accelerator Program Model,,"“Ghetto Film School (GFS) Accelerator Program Model” — a Cultural Organizations discretionary initiative administered by DCLA. FY2026 adopted: $75,000.",0,0,0,0,0,0,0,0,0,0,0,0,75000,75000,0,0,75000,75000,75000,75000,75000,75000,75000,0,0,0
Cultural Organizations,Immigrant Battered Women's Initiative,MOCJ,124,Immigrant Battered Women's Initiative,,"“Immigrant Battered Women's Initiative” — a Cultural Organizations discretionary initiative administered by MOCJ. FY2016 adopted: $1,000,000.",0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Jill Chaifetz Helpline,DYCD,125,Jill Chaifetz Helpline,,"“Jill Chaifetz Helpline” — a Cultural Organizations discretionary initiative administered by DYCD. FY2018 adopted: $245,000.",0,0,0,0,245000,0,245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,LGBTQ Inclusive Curriculum,DOE,126,LGBTQ Inclusive Curriculum,,"“LGBTQ Inclusive Curriculum” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $200,000.",0,0,0,0,155000,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Legal Services for Domestic Violence Victims,HRA,127,Legal Services for Domestic Violence Victims,,"“Legal Services for Domestic Violence Victims” — a Cultural Organizations discretionary initiative administered by HRA. FY2016 adopted: $350,000.",0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Physical Education and Fitness,DOE/DYCD,128,Physical Education and Fitness,,"“Physical Education and Fitness” — a Cultural Organizations discretionary initiative administered by DOE/DYCD. FY2018 adopted: $1,925,000.",0,0,0,0,1925000,0,1925000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Restorative Justice Program,DOE,129,Restorative Justice Program,,"“Restorative Justice Program” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $1,300,000.",0,0,0,0,1300000,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,SU-CASA,DCLA,130,SU-CASA,,"“SU-CASA” — a Cultural Organizations discretionary initiative administered by DCLA. FY2027 adopted: $3,825,000.",0,0,0,0,0,0,0,0,0,0,0,0,1020000,0,0,0,3315000,0,3825000,0,3825000,0,3825000,0,3825000,0
Cultural Organizations,Support for Educators,DOE,131,Support for Educators,,"“Support for Educators” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $20,804,500.",0,0,0,0,12744500,0,20804500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Supportive Alternatives to Violent Encounters (SAVE),Multiple agencies,132,Supportive Alternatives to Violent Encounters (SAVE),,"“Supportive Alternatives to Violent Encounters (SAVE)” — a Cultural Organizations discretionary initiative administered by Multiple agencies. FY2022 adopted: $2,450,000.",0,0,0,0,0,0,0,0,2450000,0,2450000,0,0,0,2450000,0,0,0,0,0,0,0,0,0,0,0
Cultural Organizations,Urban Advantage,DOE,133,Urban Advantage,,"“Urban Advantage” — a Cultural Organizations discretionary initiative administered by DOE. FY2018 adopted: $3,500,000.",0,0,0,0,3500000,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Violence Services,A Greener NYC,DYCD,134,A Greener NYC,,"“A Greener NYC” — a Domestic Violence Services discretionary initiative administered by DYCD. FY2018 adopted: $3,060,000.",0,0,0,0,2002000,0,3060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Violence Services,Bridge to Tomorrow,DOE,135,Bridge to Tomorrow,,"“Bridge to Tomorrow” — a Domestic Violence Services discretionary initiative administered by DOE. FY2016 adopted: $1,150,000.",0,0,1150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Violence Services,CHAMPS,DOE,136,CHAMPS,,"“CHAMPS” — a Domestic Violence Services discretionary initiative administered by DOE. FY2016 adopted: $125,000.",0,0,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Violence Services,"CONNECT, Inc. Community Empowerment Program",ACS,137,"CONNECT, Inc. Community Empowerment Program",,"“CONNECT, Inc. Community Empowerment Program” — a Domestic Violence Services discretionary initiative administered by ACS. FY2015 adopted: $600,000.",600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Violence Services,Chess in the Schools,DOE,138,Chess in the Schools,,"“Chess in the Schools” — a Domestic Violence Services discretionary initiative administered by DOE. FY2016 adopted: $400,000.",0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domestic Violence Services,Child Mind Institute,DOE,139,Child Mind Institute,,"“Child Mind Institute” — a Domestic Violence Services discretionary initiative administered by DOE. FY2019 adopted: $500,000.",0,0,500000,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
