resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,,"Borelli Carl V. Bini Memorial Fund, The",,320144539,-10000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,,Borelli Catholic Charities of Staten Island,,135562286,10000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Carl V. Bini Memorial Fund, The",,320144539,-50000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Catholic Charities of Staten Island,,135562286,50000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Powers Feminist Press, Inc.",Public Literary Programming,237108499,-5000,DYCD,260,005,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Powers Feminist Press, Inc.",Public Literary Programming,237108499,5000,DCLA,126,003,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Torres Bronx Parent Housing Network, Inc.",,134100758,-5000,DYCD,260,005,*,***
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Theatre Development Fund, Inc.",Theatre Arts Program - Theatre Arts Torres Program,136216919,5000,DCLA,126,003,,***
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Torres Department of Transportation,Helmet Giveaway - District 15,136400434,-5000,DOT,841,011,*,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Torres Bronx Parent Housing Network, Inc.",,134100758,5000,DYCD,260,005,*,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Myrtle Avenue Commercial Revitalization and Development Project Local Cumbo Development Corporation, The",,311706307,-1000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Cumbo Families United, Inc.",,113388067,1000,DYCD,260,312,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Cumbo Helen Keller Services,,111630807,-6000,DFTA,125,003,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Cumbo MAZii Learning Center, Inc.",,383797996,-5000,DFTA,125,003,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Cumbo Families United, Inc.",,113388067,1000,DYCD,260,312,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Cumbo Brooklyn Center for the Arts, Inc.",,474160811,10000,DYCD,260,312,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Rose Staten Island Philharmonic Orchestra, Inc.",Music Unites US,202732542,-5000,DYCD,260,005,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Rose Staten Island Philharmonic Orchestra, Inc.",Music Unites US,202732542,5000,DCLA,126,003,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Deutsch Metro Chamber Orchestra, Inc.",,473034551,-5000,DYCD,260,005,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Deutsch Metro Chamber Orchestra, Inc.",,473034551,5000,DCLA,126,003,,**
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Korean American Family Service Center, Inc., The",Rainbow House Koo Emergency Shelter,133609811,-10000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Korean American Family Service Center, The",Rainbow House Emergency Koo Shelter,133609811,10000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Korean American Family Service Center, Inc., The",Self-Sufficiency Koo Program,133609811,-5000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Koo Korean American Family Service Center, The",Self-Sufficiency Program,133609811,5000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Lancman Korean American Family Service Center, Inc., The",,133609811,-5000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Lancman Korean American Family Service Center, The",,133609811,5000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Korean American Family Service Center, Inc., The",Domestic Violence Grodenchik Prevention & Intervention Program,133609811,-5000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Korean American Family Service Center, The",Domestic Violence Grodenchik Prevention & Intervention Program,133609811,5000,MOCJ,098,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,,"Koslowitz Coalition for Queens, Inc.",Technology Education,611652332,-5000,SBS,801,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,,"Coalition for Queens dba as Pursuit Transformation Company, Inc.",Koslowitz Technology Education,611652332,5000,SBS,801,002,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,,"Vallone Coalition for Queens, Inc.",,611652332,-5000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,,"Vallone Coalition for Queens dba as Pursuit Transformation Company, Inc.",,611652332,5000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,,"Adams Coalition for Queens, Inc.",,611652332,-5000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,designate,,,"Adams Coalition for Queens dba as Pursuit Transformation Company, Inc.",,611652332,5000,DYCD,260,005,,
5,2018-12-11,Local Initiatives - Fiscal 2019,2019,rescind,,,Cumbo Young Women's Christian Association of Brooklyn,,111630919,-5000,DYCD,260,312,,
