resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Rodriguez Friends of PS-IS 187,,263482468,-5000,DYCD,260,312,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Rodriguez Friends of PS-IS 187,,263482468,5000,DOE,040,402,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Lander Women for Afghan Women,,020539734,-3500,MOCJ,098,002,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Lander Women for Afghan Women,,020539734,3500,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Brannan Wildcat Service Corporation,Neighborhood Improvement Program,132725423,-10000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Brannan Grandma's Love, Inc.",,473474258,5000,DFTA,125,003,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Brannan United Chinese Association of Brooklyn,,371469112,5000,DFTA,125,003,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Miller Department of Parks and Recreation,Parks Family Day,136400434,-2000,DPR,846,006,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Miller Department of Transportation,Bike Helmet Giveaway in District 27,136400434,2000,DOT,841,011,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"Gjonaj Albanian-American Community Association, Inc.",AACA Engagement,272600106,-55000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Gjonaj Department of Youth and Community Development,,136400434,55000,DYCD,260,005,*,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Albanian-American Community Association, Inc.",,272600106,-75000,DYCD,260,312,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Department of Youth and Community Development,,136400434,75000,DYCD,260,312,*,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Ulrich Department of Parks and Recreation,Addabbo Playground,136400434,-5000,DPR,846,006,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Ulrich OH Bulldogs, Inc.",,814706158,5000,DYCD,260,312,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Holden Queens Legal Services Corporation,Legal Services,132605604,-5000,DSS/HRA,069,107,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Holden CHAZAQ Organization USA, Inc.",,462148352,2500,DYCD,260,312,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Holden Queens Borough Public Library,,136400434,2500,QBPL,039,001,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Koo Taiwanese American Council of Greater New York, Inc.",,371549859,-5000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Flushing Jewish Community Council, Inc.",ESL/Civics Instruction to Koo Immigrants,112669559,4000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Koo Wildcat Service Corporation,,132725423,1000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Cumbo Walt Whitman Houses Tenant Association, Inc.",,112843920,-7000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Cumbo Walt Whitman Houses Tenant Association, Inc.",,112843920,7000,HPD,806,012,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Rodriguez Dyckman Resident Association,,133202305,-5000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Rodriguez New York City Housing Authority,Dyckman Resident Association,136400434,5000,HPD,806,012,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Torres New York Botanical Garden,Bronx-Senior Appreciation Day,131693134,-20000,DCLA,126,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Torres Destination Tomorrow, Inc.",Bronx Trans Collective,800259180,-20000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Groundswell Community Mural Project, Inc.",School Public Artmaking Torres Program - Bronx,113427213,-20000,DCLA,126,003,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Fordham Road District Management Association, Inc.",Program/Events on Torres Fordham Road,260117797,-14000,SBS,801,002,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Torres Midori Foundation, Inc.",Public School 70X & Public School 85X,133682472,-10000,DCLA,126,003,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Participatory Budgeting Project, Inc.",Participating Budgeting in Schools & Torres Districts,453858268,-5000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Torres St. Barnabas Hospital,Mind-Body Program,131740122,-5000,DHMH,816,113,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Torres Catholic Charities Community Services, Archdiocese of New York",,135562185,45000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Torres Bronx Parent Housing Network, Inc.",,134100758,49000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"Diaz Soundview Resident Council, Inc.",,464294251,-5000,DHMH,816,122,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Diaz New York City Housing Authority,Soundview Senior Center,136400434,5000,HPD,806,012,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"East River Development Alliance, Inc.",Worker Cooperative Business Richards Development Program,861096987,-10000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Richards Queens Borough Public Library,Rosedale - District 31,136400434,5000,QBPL,039,001,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Richards 113th Precinct Community Council Board, Inc.",,113218377,5000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Richards Department of Parks and Recreation,Parks Department,136400434,-5000,DPR,846,006,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Richards Business Outreach Center Network, Inc.",,113306111,5000,DYCD,801,002,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"Jewish Community Council of Greater Coney Island, Inc.",Marlboro Senior Treyger Center,112665181,-8000,DFTA,125,003,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Jewish Community Council of Greater Coney Island, Inc.",Southern Treyger Brooklyn COAD,112665181,8000,DFTA,125,003,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"Kallos Tank, Ltd., The",,010798319,-5000,DCLA,126,010,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Kallos Tank, Ltd., The",,010798319,5000,DCLA,126,003,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"Cornegy Brooklyn Ballet, Inc.",,020569320,-5000,DCLA,126,022,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Cornegy Brooklyn Ballet, Inc.",,020569320,5000,DCLA,126,003,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Brannan Friends of Historic New Utrecht,Historic Education and Cultural Events,113407140,-2500,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Brannan Friends of Historic New Utrecht,Historic Education and Cultural Events,113407104,2500,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,"Richards We Care New York, Inc.",Helping Less Fortunate Residents in Need,462357985,-5000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Richards Community Voices Heard, Inc.",,133901997,5000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Staten Island Economic Development Corporation,,133706442,-100000,SBS,801,002,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Staten Island Economic Development Corporation,,133706442,100000,DOT,841,011,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Cornegy Bailey's Cafe,As Quiet As It's Kept,200221451,-5000,DYCD,260,005,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Cornegy Bailey's Cafe,As Quiet As It's Kept,200221451,5000,DCLA,126,003,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Cornegy Housing Court Answers, Inc.",,133317188,-5000,HPD,806,009,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Cornegy Bridge Street Development Corporation,,113250772,5000,DYCD,260,312,,**
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Cornegy Brooklyn Queens Land Trust,,611441052,-5000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Cornegy Bridge Street Development Corporation,,113250772,5000,DYCD,260,005,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Cornegy New York City Housing Authority,,136400434,-10000,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,New York City Housing Authority,Tompkins Houses Resident Community Cornegy Outreach Program,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,New York City Housing Authority,Stuyvesant Gardens I Residents Cornegy Association,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,New York City Housing Authority,Stuyvesant Gardens II Residents Cornegy Association,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Cornegy New York City Housing Authority,Albany 1 & 2,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Cornegy Interfaith Medical Center,,112626155,-9000,DHMH,816,113,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Cornegy New York City Housing Authority,Marcy-Greene Committee,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Cornegy New York City Housing Authority,Marcy Houses Tenants Association,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,"Cornegy Brooklyn Arts Council, Inc.",,237072915,4000,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,rescind,,,Cornegy Interfaith Medical Center,,112626155,-9000,DHMH,816,113,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,New York City Housing Authority,Bedford Stuyvesant Residents Cornegy Association,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Cornegy New York City Housing Authority,303 Vernon Tenants Association,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Cornegy New York City Housing Authority,Roosevelt Tenants Association,136400434,2500,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Cornegy New York City Housing Authority,Marcy-Greene Committee,136400434,750,HPD,806,012,,
2,2018-08-08,Local Initiatives - Fiscal 2019,2019,designate,,,Cornegy New York City Housing Authority,Marcy Houses Tenants Association,136400434,750,HPD,806,012,,
