resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,Organization Conduit EIN Vacca Neighborhood Initiatives Development Corporation (NIDC),,133110811,-60000,HPD,,,.00) 806 009,**
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,Vacca Neighborhood Initiatives Development Corporation (NIDC),,133110811,60000,DYCD,,,.00 260 312,**
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,"Greenfield Young Israel Senior Services, Inc.",,134136312,-6000,DFTA,,,.00) 125 003,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,Greenfield National Council of Young Israel,Young Israel Programs,030381957,6000,DFTA,,,.00 125 003,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,"Matteo Art Lab, Inc.",,132977495,-1500,DCLA,,,.00) 126 003,**
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Art Lab, Inc. ** Island, Inc.",,132977495,1500,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,Matteo Grasmere And Cameron Lakes Bluebelt Conservancy,,452493342,-2000,DPR,,,.00) 846 006,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Grasmere And Cameron Lakes Bluebelt Conservancy Island, Inc.",,452493342,2000,DPR,,,.00 846 006 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,"Matteo 122nd Precinct Community Council, Inc.",,133371153,-2000,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo 122nd Precinct Community Council, Inc. Island, Inc.",,133371153,2000,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,"Matteo Italian Club of Staten Island, Inc.",,133428736,-2000,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Italian Club of Staten Island, Inc. Island, Inc.",,133428736,2000,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,Matteo Joe Gheraldi Playwright Theater,,550862258,-1000,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Joe Gheraldi Playwright Theater Island, Inc.",,550862258,1000,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,"Matteo Midland Beach Alliance, Inc.",,463262606,-2000,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Midland Beach Alliance, Inc. Island, Inc.",,463262606,2000,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,Matteo Richmond Choral Society,,132921818,-1500,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Richmond Choral Society Island, Inc.",,132921818,1500,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,Matteo Staten Island Baseball Old-timers Association,,134033266,-2500,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Staten Island Baseball Old-timers Association Island, Inc.",,134033266,2500,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,Matteo Staten Island Employment Education Consortium,,133097367,-4000,DYCD,,,.00) 260 005,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,designate,,,"Jewish Community Center of Staten Matteo Staten Island Employment Education Consortium Island, Inc.",,133097367,4000,DYCD,,,.00 260 005 13-5562256,
3,2016-09-14,Local Initiatives - Fiscal 2017,2017,rescind,,,"Matteo Travis Fourth of July Celebration Committee, Inc., The",,133586505,-3500,DYCD,,,.00) 260 005,
