member,organization,program,ein,amount,purpose
The,"requested funds will directly support school-based events hosted by the Student Health Ambassadors. An example of past events include a health carnival, advocacy day, and a student led campaign on the dangers of substance use and abuse. Perkins Children's Aid Society, The",Dunlevy Milbank Center,135562191,10000,Funding to support Meals and Educational Support for Youths at Dunlevy Milbank Center.
Levin,"Children's Aid Society, The",Foster Youth Shadow Day,135562191,4000,To support the Foster Youth Shadow Day.
Rose,"Children's Aid Society, The",Goodhue Center - After-School & Summer Programs,135562191,10000,"Funds will support the administrative, staffing and operational costs associated with the organization’s after-school and summer programming at The Goodhue Center, New Brighton neighborhood of Staten Island."
Rodriguez,"Children's Arts & Science Workshops, Inc.",,132752494,5000,Funding to support the Young Women's Leadership initiatives in Council District 10.
Rivera,"Chinese American Planning Council, Inc.",,136202692,8000,Funds will support CPC's Project Reach and other programs and operations. Page 169 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brannan,"Chinese American Planning Council, Inc.",After-School Program @ Public School 170K,136202692,10000,Funding to support CPC's After-School Program at Public School 170K.
Brannan,"Chinese American Planning Council, Inc.",After-School Program @ Public School 176K,136202692,10000,Funding to support CPC's After-School Program at Public School 176K.
Chin,"Chinese American Planning Council, Inc.",Chung Pak Daycare - Early Childhood Programs,136202692,5000,To support Chung Pak Daycare's early childhood programs and cultural enrichment trips.
Koo,"Chinese American Planning Council, Inc.",Lois C. Lee Early Childhood Center & SACC at Public School 20Q,136202692,5000,"To support programming for participants of CPC SACC at Public School 20Q., along with behavioral and emotional programs for children at the Lois C. Lee Early Childhood Center."
Dromm,"Chinese American Planning Council, Inc.",Project Reach,136202692,5000,"To fund anti-discrimination clinics challenging bullying and bias discrimination for students, educators/service providers, and parents/guardians."
Koo,"Chinese American Planning Council, Inc.",Project Reach,136202692,5000,"To support Project Reach youth programming, which includes crisis intervention and support, anti-discrimination and anti-bullying trainings and technical assistance for schools in Council District 20."
Treyger,"Chinese American Planning Council, Inc.",Public School 97K,136202692,7000,"Funds will be used for dance, music and recreational activity classes for the After- School program at P.S. 97K."
Koo,"Chinese American Planning Council, Inc.",Queens Special Needs,136202692,5000,"To support recreational and educational programming for individuals with developmental disabilities, as well as support programs for their families and caregivers in a linguistically and culturally sensitive setting."
Chin,"Church Street School for Music and Art, Inc.",Teen Program,133693660,5000,"To support 72 Teen Program for teens that provides a collaborative, safe after-school environment to work with teaching artists, concerts, drop-in classes, and workshops."
Reynoso,"Churches United for Fair Housing, Inc.",,264698161,5000,To support a local youth sports program.
Ayala,"Citizen Schools, Inc.",Catalyst Program,043259160,10000,"To provide funding to support Citizen Schools' Catalyst program, which fosters project- based STEM education in classrooms."
Levine,"Citizen Schools, Inc.",Expanded Learning Day Services,043259160,5000,"To support the expanded learning day services at Council District 7 schools, including virtual programming."
Ampry-Samuel,"CITYarts, Inc.",A Bridge to Peace,132766701,10000,Funds will be used to support Young Minds Build Bridges - Pieces for Peace programming.
Gibson,"Claremont Neighborhood Centers, Inc.",Afterschool & Summer Program - Council District 16,136016450,10000,"Funding to support expenses related to Afterschool & Summer program in Council District 16, including cultural excursions and trips. Funds will support the cost of transportation and admissions."
Johnson,Class Size Matters,,202169746,7500,"Funding to support operating expenses including consumable supplies, printing costs, utilities, and other programming costs."
Levin,Class Size Matters,,202169746,2500,To fund general operating expenses to help with data analysis and public outreach around public education issues.
Rosenthal,Class Size Matters,,202169746,5000,Funds support creation of outreach material and information on education matters in public schools.
Brannan,"Club A-Elita, Inc.",,815218002,1000,Funds will be used to support the Online Talent Festival Contest for Youth.
Treyger,"Club A-Elita, Inc.",,815218002,4500,Funds will be used to support the Online Talent Festival Contest for Youth. Page 170 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Reynoso,Coalition for Hispanic Family Services,Public School 123K,133546023,5000,To support the Arts and Literacy After School program at P.S. 123K Suydam.
Maisel,"CodyCares for Kids, Inc.",,542167738,5000,To provide supplies and materials needed for CodyCares programs and activities.
Ampry-Samuel,"CodyCares for Kids, Inc.",Programs & Teen Hall Meetings,542167738,5000,"To provide supplies and materials needed for Cody Cares programs, activities and teen hall meetings."
Grodenchik,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",,112508369,5000,Funding to support programs for local youth and schools.
Chin,"Committee for Hispanic Children and Families, Inc., The",,112622003,4000,For general operating support for CHCF's Early Care Institute.
Reynoso,"Committee for Hispanic Children and Families, Inc., The",Council District 34,112622003,7500,Funds to support CHCF’s youth development programs at Council District 34 High Schools and the Early Care and Education Institute.
Cabrera,"Committee for Hispanic Children and Families, Inc., The",Public School / Middle School 279X,112622003,15000,"Funding to support youth development programs at P.S. /M.S. 279X: After School program, Teen Pregnancy Prevention program, and Family/Parent Education on child development, First Aid and CPR."
Riley,"Community Board Athletic Leadership League, Inc.",,461603415,10000,Funds will be used to support sports programming and general operations in Council District 12.
Gibson,"Community Board Athletic Leadership League, Inc.",C-BALL Program - Council District 16,461603415,5000,"Funding will go toward C-BALL live, free basketball clinics, healthy breakfast and smoothies, youth radio show, afterschool program, peace dinner, and operational expenses for the Council District 16 community."
Levine,"Community League of the Heights, Inc.",After-School Program - Public School 4M (06M004),132564241,7500,To fund the afterschool program at P.S. 4M.
Miller,"Community Youth Care Services, Inc.",,770695007,10000,"Funding will support homework assistance, performing arts, engineering/technology, and aquatics instruction."
Levin,"Comunilife, Inc.",,133530299,4000,"To support maintaining services (academic support, wellness activities, creative art therapies) for at-risk Latina teens in the Bronx and Brooklyn."
Rodriguez,"Comunilife, Inc.",,133530299,5000,To support expenses of Life is Precious program in Council District 10.
Diaz,"Comunilife, Inc.",Life is Precious - Council District 18,133530299,10000,Funding is to support the Life is Precious program.
Reynoso,"Comunilife, Inc.",Life is Precious - Council District 34,133530299,5000,"Funding to provide academic support, wellness activities, and creative arts therapies for Latina teens, in the Life is Precious™ program."
Gibson,"Comunilife, Inc.",Life is Precious Program - Council District 16,133530299,10000,"Funds will help maintain services for Council District 16 at-risk Latina teens in the Bronx Life is Precious program, with education mental health services and raising awareness."
Perkins,"Comunilife, Inc.",Life is Precious Suicide Prevention Program,133530299,10000,Funding to support Life is Precious Suicide Prevention Program.
Yeger,"Congregation Kehilas Belz USA, Inc.",,113143733,20000,To provide funding support for youth programs.
Menchaca,"Cora, Inc.",Youth Arts Programming,113639921,40000,To support costs associated with programming and offering classes in satellite spaces in the Red Hook community.
Feliz,Coro New York Leadership Center,Participatory Budgeting & Youth Fellowship Programming,133571610,5000,Funds wills support education of youth in Council District 15 on local government and participatory budgeting. Page 171 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Eugene,"Council For Unity, Inc.",,112880221,12000,"Funds will support gang violence, youth violence, bias and bullying prevention services through workshops in schools and for communities and other operating expense."
Treyger,"Council For Unity, Inc.",,112880221,5000,"Funding to provide anti-violence, anti-bias, anti-bullying prevention, and conflict resolution programming for youth in Council District 47. CD48 Council of Peoples Organization, Inc."
,"Funding to provide anti-violence, anti-bias, anti-bullying prevention, and conflict resolution programming for youth in Council District 47. CD48 Council of Peoples Organization, Inc.",,753046891,2500,Funds to cover costs for afterschool youth empowerment program.
Eugene,"Council of Peoples Organization, Inc.",,753046891,6000,Funds will support Youth Empowerment Program includes after-school and summer programs that assist both immigrant and second generation intermediate and high school students in Brooklyn.
Gibson,"Counseling In Schools, Inc.",Council District 16,133637647,5000,Funding will support ongoing counseling efforts and restorative practices within schools in Council District 16.
Cabrera,"Crenulated Company, Ltd., The d/b/a New Settlement Apartments",Young Adult Opportunity Initiative,141719016,15000,"Funding to support NSA's Young Adult Opportunity Initiative, which serves disconnected and at-risk youth with high school equivalency prep, one-to-one advising, group work, job readiness, job placement."
Eugene,"Crown Heights Youth Collective, Inc.",,112506422,5000,To support mentoring and development services for youth.
Vallone,"Dac Athletic Club, Inc.",Youth Program,116080807,12500,"Funding will cover costs of space rental, insurance, equipment and various operating costs."
Levine,Dance Project of Washington Heights,After-School Dance Outreach,471583227,5000,"To fund after school, virtual programming, and the summer dance camp for Council District 7 youth."
Vallone,Dancing Dreams,,260797411,5000,"Funding will be used to support expenses related to weekly classes, year-end performance, and the Dancing Dreams Leadership program."
Cabrera,"Davidson Community Center, Inc.",,237010206,15000,"Funding will support DCC's after-school program, providing academic and physical activities for children in grades 1-5 in an after-school environment."
Gibson,"Davidson Community Center, Inc.",After-School Program - Council District 16,237010206,10000,Funding will be used toward the DCC after-school program which serves elementary school students in Council District 16.
Gibson,Department of Youth and Community Development,,136400434,5000,Funding will support youth programs.
Gjonaj,Department of Youth and Community Development,,136400434,80000,To provide funding support for youth programs.
Louis,Department of Youth and Community Development,,136400434,9000,Funding will support youth programs.
Yeger,Department of Youth and Community Development,,136400434,11500,Funds will be used for youth programming and services in the 44th Council District.
Holden,"Detective Rafael Ramos Foundation, The",,475466069,5000,Funds to be used to support assistance services for children and families including purchasing materials and supplies.
Ampry-Samuel,"Digital Girl, Inc.",,472288307,10000,"Funding to support Introduction to Computer Science programs, Afterschool and Summer Enrichment STEM programs."
Cumbo,"Digital Girl, Inc.",After School & Summer Enrichment,472288307,5000,"Funding to support free coding, science, and math classes to children through the after- school and Summer Enrichment program."
Cornegy,"Digital Girl, Inc.",Council District 36,472288307,10000,Funding to support free coding classes and computer science classes for youth in Council District 36.
Barron,"Digital Girl, Inc.",Council District 42,472288307,5000,Funding to support operating expense costs for educational enrichment programming in Council District 42. Page 172 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Cornegy,"Digital Girl, Inc.",MYBASE,472288307,11000,"Funding to support the MYBASE program; providing youth with civic engagement, workforce development and service learning opportunities."
Louis,Ditmas Park Youth Group,,262442377,7000,"Funds will support Ditmas Park Youth Group programs in Council District 45, as well as operational costs, staffing, refreshments and rent."
Rodriguez,"Dominican Writers Assoc., Inc.",,831980577,5000,Funds will be used to support general programming expenses of the Dominican Writers Association.
Johnson,Door,"A Center of Alternatives, Inc., The",136127348,5000,Funding to support Runaway and Homeless Youth programs and services.
Ayala,Door,"A Center of Alternatives, Inc., The - Bronx Youth Center",136127348,10000,To provide funding for ESOL classes at The Door's Bronx Youth Center.
Louis,"Dr. Theodore A. Atlas Foundation, Inc.",,134012789,12000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating youth programs including learning centers, and sport youth programs such as basketball, and mentoring. As well as, incentive programs."
Rose,"Dr. Theodore A. Atlas Foundation, Inc.",,134012789,5000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating youth programs including learning centers, and sport youth programs such as basketball, and mentoring. As well as, incentive programs."
Dromm,"Drag Queen Story Hour NYC, Ltd.",,822613408,5000,To fund children's reading series featuring drag queens reading picture books to children in libraries and other settings in Council District 25 and to fund supporting media.
Kallos,"Drag Queen Story Hour NYC, Ltd.",,822613408,10000,"To support a program for children that raises awareness of gender diversity, promotes self-acceptance, and builds empathy through a literary experience noticed through Council District 5 monthly newsletter and website."
Lander,"Drag Queen Story Hour NYC, Ltd.",,822613408,5000,"Funding to make our popular and educational DQSH program accessible to a wider range of children across the city. By presenting DQSH in other languages, we are able to bring a program to children that is both gender expansive and culturally diverse."
Powers,"Drag Queen Story Hour NYC, Ltd.",,822613408,7000,Funding will support operating costs for Drag Queen Story Hour readings in Council District 4.
Rivera,"Drag Queen Story Hour NYC, Ltd.",Council District 2,822613408,5000,Funds will support Drag Queen Story Hour programs in Council District 2.
Gibson,"DreamYard Project, Inc.",Community Art Center - Council District 16,133759661,5000,
The,"funds will support Community Art Center programming in Council District 16, including supplies, outreach and awareness and general expenses. Vallone Dwarf-Giraffe Athletic League of Whitestone, Inc.",Youth Sports Program,112523053,15000,"Funding will be utilized to purchase uniforms, trophies and equipment for the basketball program as well as expenses for events."
Brannan,"Dyker Heights Athletic Association, Inc.",Youth Athletics,113422707,10000,"Funding to support operational expenses associated with softball and baseball leagues. CD48 Dynamic Youth Community, Inc."
,"Funding to support operational expenses associated with softball and baseball leagues. CD48 Dynamic Youth Community, Inc.",,112503506,5000,Funding to support operating costs for youth intern program components of substance abuse intervention. Page 173 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Perkins,"Eagle Academy Foundation, Inc.",Post-Secondary Success Initiative (PSSI) Program,201532382,7500,To support Eagle Academy Harlem PSSI program.
Rose,"Eagle Academy Foundation, Inc.",Reaching Young Men through Supplemental Education (RYSE),201532382,10000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating school programs and academic remediation programs."
Chin,Earth Matter NY,Heritage Farm Beds,270625845,5000,To support zero waste training and maintenance and family friendly program around Heritage Farm Beds.
Lander,"East Flatbush Village, Inc.","EFV E.N.O.U.G.H. (Educating, Neighborhoods, Organizing, Under-served, Grassroots- organizing and Heal",800612019,3500,"Funding to support EFV E.N.O.U.G.H. (Educating, Neighborhoods, Organizing, Under- served, Grassroots-organizing and Health-awareness) Initiative."
Barron,"East New York Kidspower, Inc.",Council District 42,113308030,30000,"Funding to support operating expense costs for community youth football programming in Council District 42. CD22 East River Development Alliance, Inc. - College Access Program"
,"Funding to support operating expense costs for community youth football programming in Council District 42. CD22 East River Development Alliance, Inc.",College Access Program,861096987,6500,"Funding will be used to support job training, financial counseling, and college access programs. CD22 East River Development Alliance, Inc. - College Readiness Program"
,"Funding will be used to support job training, financial counseling, and college access programs. CD22 East River Development Alliance, Inc.",College Readiness Program,861096987,17000,"Funding will be used to defray the costs of the College Readiness program, which will provide career workshops, mentoring programs, and financial counseling for at-risk youth."
Moya,"East River Development Alliance, Inc.",Urban Upbound - College & Career Access Program,861096987,25000,To support Urban Upbound’s College and Career Access Program in Council District 21.
Matteo,"East Shore Little League, Inc.",,510237392,5000,Funds will be used for equipment and utilities.
Matteo,"Eden II School for Autistic Children, Inc.",,132872916,5000,Funds will be used for general operating expenses for the early Childhood program.
Rose,"Eden II School for Autistic Children, Inc.",Autism Awareness,132872916,5000,Funds will support wraparound services for autistic children in after-school and summer programs and during school closings.
Borelli,"Eden II School for Autistic Children, Inc.",Early Childhood Program,132872916,15000,Funding will support Eden II community programs.
Brooks-Powers,"Edeyouth, Inc.",,272935350,5000,Funding to support the Youth employment readiness program.
Louis,"Edeyouth, Inc.",,272935350,7000,"Funds will allow EDEYOUTH to provide services that empower youth to achieve academic success, while promoting a healthy and safe community."
Brooks-Powers,"Edge School of the Arts Dance Legacy, Inc.",,823426582,5000,Arts programming that supports social and emotional development.
Ayala,Edible Schoolyard New York,,271237249,5000,To provide funding to support Council District 8 schools with developing a school wide culture of health and wellness.
Powers,"Educational Alliance, Inc., The",Daddy & Me Swimming Program - 14th Street Y,135562210,10000,"Funding will support the 14th Street Y's Daddy & Me program, a free swim course that serves families in the Educational Alliance Head Start program, as well as other programs at the 14th Street Y."
Cabrera,"Educators for Student Success Association, Inc.",,814449558,5000,Funding to support programming in Council District 14 to help prepare eligible students for the Specialized High School Admissions Test (SHSAT).
Levin,"El Puente de Williamsburg, Inc.",Dropout Prevention Program - Council District 33,112614265,3500,To support the Dropout Prevention Program for students in Council District 33.
Reynoso,"El Puente de Williamsburg, Inc.",Scholars Program,112614265,26500,"To support the El Puente Scholars program, providing opportunities to develop valuable interpersonal, leadership and professional skills. Page 174 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Rose,"Empowerment Zone, Inc.",Empower Girls SI Program,142009368,10000,"Funding will cover administrative, staffing and operational cost in the administration of the Empower Girls SI program."
Louis,"Entertainers for Education Alliance, Inc.",,432115174,7000,Funds will support leadership skills development seminars.
Cumbo,"Entertainers for Education Alliance, Inc.",I Will Graduate Program,432115174,6500,"Funding to support I Will Graduate Program including music production, journalism, photography, marching band, and college-career readiness workshops, etc."
Dromm,"Everyone Reading, Inc.",Tutoring,132755541,5000,"To fund tutoring, information and referral services, and support group for individuals struggling to read, and professional development for parents, teachers and schools."
Cabrera,Exalt Youth,Core Internship Program - Council District 14,205540955,10000,"Funding will support Exalt’s Core Internship Program model, which combines a rigorous, proprietary curriculum and career development opportunities for court- involved youth ages 15-19."
Lander,"Extreme Kids and Crew, Inc.",,352392415,4500,Funding to support programming for disabled children and families.
Menchaca,"Extreme Kids and Crew, Inc.",Red Hook After-School & Summer Camp,352392415,10000,Funding to support operational & programmatic costs of after-school and summer camp programs for families who have children with disabilities.
Gibson,Family Life Academy Charter School,Council District 16,134170389,5000,"Funding to go support the creation of educational home kits for supplies to be sent to families to supplement remote distance learning during this school year (toolkits with rulers, math manipulatives, paper, etc.) in support of our families in CD16."
Cumbo,"Family Life Development Center, Inc.","Healthy Living, Tutoring, Mentoring, & Counseling",311741545,5000,Funding to support a summer day camp and youth services.
Rosenthal,"FamilyKind, Ltd.",,454636528,5000,Funding to support educational and supportive services for families transitioning through divorce.
Rivera,"Father's Heart Ministries, The",,223495873,5000,Funds will support Father's Heart Ministries youth and hunger prevention programs.
Levine,"Figure Skating in Harlem, Inc.",I Can Excel (ICE) After-School Program & Summer Dreams Camp,133945168,5000,Funding to support general operating expenses related to the afterschool and summer camp programs.
Perkins,"Figure Skating in Harlem, Inc.",I Can Excel Sports and Education Enrichment Program,133945168,5000,To support I Can Excel Sports and Education Enrichment Program.
Cumbo,"First Baptist Church of Crown Heights, Inc.",Hospitality Committee,112033058,4000,"Funding to support ongoing outreach services for the youth through educational conferences on college admissions, financial aid, college life, career opportunities, and more."
Brannan,"First Chernomorets USA, Inc.",,113586786,2500,Funds to support the after school youth soccer program.
Adams,First Faith Baptist Church,,022916843,10000,"Funding will support college preparation and financial literacy workshops, a moving up ceremony, consumable supplies and transportation for college campus visits."
Miller,First Faith Baptist Church,College Preparation Programming,022916843,15000,"Funding will support college preparation programming including books, consumable supplies and transportation for college campus visits."
Brooks-Powers,First Faith Baptist Church,You Can Go To College Program,022916843,5000,Funding to support You Can Go To College programming and activities. Page 175 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Louis,"Flanbwayan Haitian Literacy Project, Inc.",,270974276,5000,Funds will support the Need-Assessment program which assesses ELL students' best fit schools and assists students and families in the high school enrollment process.
Maisel,Flatbush Park Jewish Center,Youth Programs,111969900,5000,"To support youth programming including boys and girls recreational sports clinics and leagues. CD48 Flatbush Shomrim Safety Patrol, Inc."
,"To support youth programming including boys and girls recreational sports clinics and leagues. CD48 Flatbush Shomrim Safety Patrol, Inc.",,203244567,5000,"To assist at risk teens, assist with counseling, locate runaways and special needs missing children."
Eugene,"Flatbush Youth Association, Inc.",,113287922,5000,Funds will support Basketball Training related programming and services.
Moya,"Flushing Meadow Soap Box Derby, Inc.",,112737828,15000,"Funding to support STEM programming for children, including costs associated with supplies, car kits and storage."
Louis,"For The Better, Inc.",,852956154,5000,Funds will support For The Better Health Program.
Cabrera,"Fordham Soccer Academy, Inc.",,821745516,5000,Funding to support programming expenses of youth athletics.
Lander,Fort Hamilton Hockey Corporation,,562629871,5000,"Funding to support rink maintenance, equipment, supplies, and/or jerseys."
Rodriguez,"Fresh Youth Initiatives, Inc.",,133723207,5000,To cover programming expenses of the Council District 10 Fresh Youth initiatives.
Borelli,"Friends of Alice Austen House, Inc.",Council District 51,133248928,5000,Funding will support to bring education program to students in Council District 51.
Van Bramer,"Friends of Gantry Plaza State Park, Inc.",LIC Landing - Youth Programming,473613599,5000,Funding to support free programming for children at LIC Landing.
Koo,"Friends of Pack and Troop 253, Inc.",,813355590,5000,"To support weekly meetings and outdoor activities, and STEAM programming."
Lander,Friends of the New York Transit Museum,,113299408,3500,Funding to support educational programs offered during out-of-school time for children.
Levin,Friends of the New York Transit Museum,,113299408,3000,"To produce and promote family programs for children and caregivers, offered free with Museum admissions."
Ampry-Samuel,"Fulton Art Fair, Inc.",,113386595,5000,Funds will support youth arts programming in the 41st Council District.
Rose,"Fund for the City of New York, Inc.",Staten Island Justice Center - Youth Impact,132612524,5000,"Funds will support the administrative, staffing and operational costs associated with running The Staten Island Youth Justice Center."
Brooks-Powers,"Fund for the City of New York, Inc.",nnual Far Rockaway Youth Summit & Youth Committee,132612524,7000,"Funding to support costs associated with Annual Far Rockaway Youth Summit, the leadership development program and the Youth Committee. CD22 Fund for the City of New York, Inc. - Scholars of the Zone"
,"Funding to support costs associated with Annual Far Rockaway Youth Summit, the leadership development program and the Youth Committee. CD22 Fund for the City of New York, Inc.",Scholars of the Zone,132612524,10000,Funds will be used for support staff for the Scholars of the Zone program which provides programming for local youth.
Rose,"Fund for the City of New York, Inc.",Staten Island Justice Center: Youth Wellness Initiative,132612524,5000,"Funds will support the administrative, staffing and operational costs associated with running The Staten Island Youth Justice Center."
Riley,Game Over Hicks Family Foundation,,853070939,10000,Funds to be used to support the Valley Park Basketball Invitational.
Kallos,"Generation Citizen, Inc.",,272039522,1000,To support youth civic participation programs.
Levin,"Generation Citizen, Inc.",,272039522,3000,To support in-class civic participation programs.
Dromm,"Generation Citizen, Inc.",Civics Education,272039522,5000,To support the partnering of college students with high and middle school classroom teachers to lead a 20-session in-school action civics course.
Feliz,"Generation Citizen, Inc.",Council District 15,272039522,10000,Funds will support civics education in schools within Council District 15. Page 176 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
D. Diaz,"George Walker, Jr. Community Coalition, Inc., The",,113341395,50000,"Funds will be used to support youth court, literacy and college readiness programs."
Johnson,"Getting Out and Staying Out, Inc.",,061711370,5000,Funding to support the distribution of MetroCards for court-involved young men who are completing GOSO’s job readiness curriculum.
Powers,"Getting Out and Staying Out, Inc.",Career Development for Court-Involved Youth,061711370,6000,Funding will support GOSO's career development services for court-involved youth.
Levin,"Getting Out and Staying Out, Inc.",Job Readiness Programming,061711370,4500,Funding to support GOSO's job readiness programming.
Kallos,"Girl Scout Council of Greater New York, Inc.",,131624014,1000,"To expand the Series programs to reach more NYC girls and to continue Troop-Building efforts in City Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Koo,"Girl Scout Council of Greater New York, Inc.",,131624014,5000,"Funds to support Girl Scout programming, troop building, and access programming for scouts in Council District 20."
Ulrich,"Girl Scout Council of Greater New York, Inc.",,131624014,5000,"Funds will be used to provide engagement series programming workshops to educate on skills such as leadership, science and math."
Van Bramer,"Girl Scout Council of Greater New York, Inc.",,131624014,5000,Funding to offer programs and to continue Troop-Building efforts city-wide.
Gjonaj,"Girl Scout Council of Greater New York, Inc.",Council District 13,131624014,10000,Funding to support expenses associated with starting a new Girl Scout troop in Council District 13. To be equally distributed amongst all the troops in Council District 13.
Miller,"Girl Scout Council of Greater New York, Inc.",Council District 27,131624014,5000,Funding will support troop building efforts in Council District 27.
Holden,"Girl Scout Council of Greater New York, Inc.",Council District 30,131624014,5000,Funds to be used to support Girl Scout Troops in Council District 30.
Brooks-Powers,"Girl Scout Council of Greater New York, Inc.",Troop 4475 - Public School/ Middle School 183Q (27Q183),131624014,5000,Funding to support programming and activities for Troop 4475 - Public School/ Middle School 183Q (27Q183).
Johnson,"Girl Scout Council of Greater New York, Inc.",Troop 6000,131624014,6000,Funding to support operating and programming expenses of Troop 6000; a troop which is made up entirely of girls living in the New York City shelter system.
Cumbo,"Girl Vow, Inc.",Mentoring & Life Skills for Former Juvenile Justice Participants,474062257,5000,"Funding to support mentoring, life skills training, and advocacy on behalf of disadvantaged girls in the foster care and juvenile justice system."
Cornegy,"Girls for Gender Equity, Inc.",,043697166,5000,Funding to support the STARS-CGE programming.
Louis,"Girls for Gender Equity, Inc.",,043697166,2500,"Funds to support GGE youth organizing, advocacy and training programs to bolster systemic change, self-determination and healthy living."
Cumbo,"Girls for Gender Equity, Inc.",NYC Young Women’s Initiative,043697166,5000,Funding to support programmatic services consistent to NYC Young Women's Initiative's Report to elevate today's girls to tomorrow's leaders.
Lander,"Girls for Gender Equity, Inc.",Young Women’s Initiative,043697166,5500,"Funding to institutionalize the Young Women’s Initiative, coordinate program strategies with partner organizations who receive YWI funding and liaison directly with the NYC Council Women’s Caucus and Commission on Gender Equity."
Brannan,"Giving Alternative Learners Uplifting Opportunities, Inc.",Council District 43,050615968,5000,Funds for GallopNYC Therapeutic Riding Program for residents of Council District 43. Page 177 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Lander,"Giving Alternative Learners Uplifting Opportunities, Inc.",GallopNYC,050615968,5000,Funding to provide therapeutic riding for low-income children with disabilities making the benefits of the program widely available.
Grodenchik,"Glen Oaks Little League, Inc.",,521733828,6000,Funding to support expenses for sports programming.
Louis,"Global Kids, Inc.",,133629485,5000,"Funds to support GK organizing, advocacy and training programs for systemic change, self-determination and healthy living."
Rivera,"Global Kids, Inc.",,133629485,3500,Funds will support Global Kids' programs and operations.
Powers,"Global Kids, Inc.",Girl Hack - High School of Art and Design,133629485,5000,Funding will support Girl Hack programming at High School of Art and Design.
Koo,"Glow Community Center, Inc.",,611882235,5000,To support a Lunar New Year festival for children and families.
Koo,"Glow Foundation, Inc.",,810734906,5000,"To support youth-related programming, including out of school time STEM programming, for residents of Council District 20."
Rosenthal,Goddard Riverside Community Center,Youth Programs - Bernie Wohla & Lincoln Square Neighborhood Centers,131893908,40000,Funding to support after-school programming at Goddard Riverside's Bernie Wohl and Lincoln Square Neighborhood Center.
Menchaca,Good Shepherd Services,After-School Program - Public School 15K (15K015) & Miccio Center Programs,135598710,15000,Funding to support enhancement of programming of Beacon Community Centers at P.S. 15K (offering youth and family services throughout the year) and Miccio Cornerstone programs (offering year-round activities for residents of local NYCHA developments).
Cornegy,Good Shepherd Services,Boys & Girls High School,135598710,5000,"Funding to Support Boys & Girls High School, Men in Progress, and Women on the Move College Preparatory."
Rivera,Good Shepherd Services,Euphrasian Residence & Marian Hall,135598710,5000,Funds will support the programs and operations at the 17th Street Euphrasian Residence and Marian Hall.
Treyger,Good Shepherd Services,Lincoln High School YABC,135598710,10000,Funding will help provide individual and group counseling at the Lincoln High School Young Adult Borough Center.
Ayala,Good Shepherd Services,The McLaughlin East Harlem Residence,135598710,5000,"To provide funding to supplement services offered to run-away, homeless, and disconnected youth at The McLaughlin East Harlem Residence."
Reynoso,"Grand Street Settlement, Inc.",,135562230,10000,"To support training and curriculum for GSS staff in restorative justice practices for special needs students at Lyons Community School, as well as to fund a community event centered on restorative justice."
Rivera,"Grand Street Settlement, Inc.",,135562230,7500,Funds will support Grand Street Settlement's early education programs in Council District 2.
Chin,"Grand Street Settlement, Inc.",Beacon Community Center,135562230,5000,To support college and career prep for Lower East Side students utilizing Beacon Community Center.
Treyger,"Gravesend Athletic Association, Inc.",,113019763,10000,"To support youth softball, baseball, and basketball programs, including funds for operation of the program fields and equipment and general operating expenses."
Borelli,"Great Kills Little League, Inc.",,136197291,10000,Funding will be used for baseball and softball programs and support for them.
Matteo,"Great Kills Little League, Inc.",,136197291,5000,"Funds will be used for field maintenance, marketing, supplies, uniforms and equipment. Page 178 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Koo,"Greater Flushing Community Council, Inc.",Macedonia Child Development Center,237006635,9000,"To support the Macedonia Child Development Center, classroom supplies, programmatic costs, office supplies, and other operational costs."
Holden,"Greater Ridgewood Historical Society, Inc.",,112409274,5000,"Funds to be used for historical programs, school programs, tours, presentations, crafts, festivals and lectures."
Borelli,Green Technology Club Corporation,Solar Car Team,454840606,2500,Funds will be used to support Solar Car Team programming (a STEM program competition).
Matteo,Green Technology Club Corporation,Solar Car Team,454840606,2500,Funds will be used to support Solar Car Team programming (a STEM program competition).
Johnson,"Greenwich House, Inc.",Music Programs,135562204,15000,Funding to support Greenwich House's music programs.
