member,organization,program,ein,amount,purpose
Treyger,Our Lady of Grace Roman Catholic Church,Widows Support Group,111694947,5000,Funds will be used to support the operating expenses of programming/services and events for the Widows Support Group.
Johnson,"Penn South Social Services, Inc.",,133413349,15500,"Funding to support programming/activities including educational and exercise classes such as “Music and You”, and “Indoor Gardening”, programs for seniors who are not able to work in a traditional outdoor garden to learn about plants and flowers."
Levin,"Pesach Tikvah Hope Development, Inc.",,112642641,5000,To support Pesach Tikvah Holocaust Services. Page 19 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Holden,"Peter Cardella Senior Citizen Center, Inc.",,112328536,30000,"Funding to support the lunch program, entitlement and benefit case assistance, info/referral services, education, recreation, health promotion and socialization programs."
Reynoso,"Peter Cardella Senior Citizen Center, Inc.",,112328536,11000,"To support operation, maintenance and programming at multi-service senior center facility."
Reynoso,"Peter Cardella Senior Citizen Center, Inc.",Meals on Wheels,112328536,11000,"To support, operate and maintain a meals on wheels program serving Queens Community Districts 2 and 5."
Salamanca,"Phipps Neighborhoods, Inc.",La Casa de Felicidad,132707665,10000,Funding to support programming and activities for La Casa de Felicidad Senior program.
Rivera,"Phipps Neighborhoods, Inc.",Phipps NORC,132707665,10000,Funds will support the Phipps NORC's programs and operations.
Feliz,"Phipps Neighborhoods, Inc.",West Farms,132707665,25000,Funds will support senior services at the Phipps West Farms site.
Levin,"Polish and Slavic Center, Inc.",Extended Social Services Program,112285970,4500,"To support ESSP, which offers information, help and assistance in obtaining benefits such as SSA, SSI, Veterans Benefits, PA, Medicare Part A, B, C, D, and unemployment benefits."
Levin,"Polish and Slavic Center, Inc.",Krakus Senior Center,112285970,5200,To support education and recreational activities at the Krakus Senior Center.
Gibson,"Presbyterian Senior Services, Inc.",Highbridge Senior Center - Council District 16,131981482,15000,"Funding to support senior programming, activities and services at The PSS Highbridge Center including congregate meals, classes/workshops, and related supplies and materials in Council District 16."
Salamanca,"Presbyterian Senior Services, Inc.",Jackson & Davidson Senior Centers,131981482,10000,Funding to support senior services at PSS Jackson and Davidson Centers.
Levine,"Presbyterian Senior Services, Inc.",Manhattanville Senior Center,131981482,10000,To provide senior programming at Manhattanville Senior Center.
Feliz,"Presbyterian Senior Services, Inc.",Parkside Senior Center,131981482,10000,Funds will support recreational activities and educational resources at the Parkside Senior Center.
Gjonaj,"Preston Center of Compassion, Inc.",,571180937,20000,Funding will be used to support staff salaries for seniors related programming and services.
Cumbo,"Q Kingdom Ministries, Inc.",Senior Programming,113201956,4000,Funding to support district based health conscious programming for the senior population.
Gennaro,"Queens Community House, Inc.",Pomonok Senior Club,112375583,5000,
The,"funds received will be used to cover the cost of food/refreshments for the weekly gathering to expand networking opportunities for seniors. Funds will be applied to the purchase of supplies and transportation. Dromm Queens Community House, Inc.",Queens Center for Gay Seniors,112375583,15000,"To support Queens Center for Gay Senior's counseling, benefits review, support groups, and various educational and recreational programs for LGBT older adults."
Van Bramer,"Queens Community House, Inc.",Queens Center for Gay Seniors,112375583,5000,Funds will be used to support the Queens Center for Gay Seniors.
Koslowitz,"Queens Community House, Inc.",Supportive Senior Programming,112375583,11000,"Funding to support educational and recreational activities including exercise, dance, nutrition and lecture classes/workshops; to also provide health screenings, fall prevention, and technology programs."
Adams,"Queens Interagency Council on the Aging, Inc.",,112744700,5000,"Funds will support programmatic costs and events, including monthly forums and town halls. Page 20 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Vallone,"Queens Interagency Council on the Aging, Inc.",,112744700,10000,"Funding to support operating expenses of programs, services and forums for seniors."
Koslowitz,"Queens Interagency Council on the Aging, Inc.",Monthly Senior Center,112744700,5000,"Funding to support monthly programming throughout the year at Queens Borough Hall regarding senior specific topics including accessible transportation, food and housing, protecting senior services and affordable healthcare."
Gennaro,"Queens Jewish Community Council, Inc.",,237172152,24000,Funding to support senior programming including intervention and immigrant services.
Ulrich,"Queens Jewish Community Council, Inc.",,237172152,5000,"Funds will be used to provide senior services, meals-on-wheels, senior programming and immigration services."
Dromm,"Queens Jewish Community Council, Inc.",Senior Meals,237172152,2500,To continue senior services and to combat hunger through its meals-on-wheels program and food pantry.
Vallone,"Queens Jewish Community Council, Inc.",Senior Services,237172152,5000,"Funds will be used to continue services to seniors that include meals-on-wheels, cultural programming, legal services, and entitlement assistance."
Dromm,Queens Legal Services Corporation,Elder Abuse,132605604,8000,"To fund outreach to seniors to raise awareness about domestic violence and development of trainings and materials on abuse, as well as on financial issues."
Ulrich,"Queensboro Council for Social Welfare, Inc.",Health & Safety Program,111817497,11000,Funds will be used for Health and Safety programs in the home and in the community.
Grodenchik,"Queensboro Council for Social Welfare, Inc.",Professional Development Programs,111817497,5000,"To help cover costs of community trainings/programming and professional development programs in Bayside, Bellerose, Douglaston, Floral Park, and Little Neck."
Holden,Rabbi Israel Meyer HaKohen Rabbinical Seminary of America,Middle Village Adult Center,111752021,30000,Funds to be used for operating expenses of programs and services at the Middle Village Adult Center.
Koslowitz,Rabbi Israel Meyer HaKohen Rabbinical Seminary of America,Middle Village Adult Center,111752021,3000,Funding to support general operation expenses of programming / services at Middle Village Adult Center.
Diaz,"Regional Aid for Interim Needs, Inc.",,136213586,10000,"To support senior activities, case assistance, congregate meals, educational resources and nutritional activities."
Cabrera,"Regional Aid for Interim Needs, Inc.",Bailey Neighborhood Senior Center,136213586,35000,
The,"funds for the R.A.I.N. Bailey Neighborhood Senior Center will be used for supplies, senior activities, senior trips and utilities. Riley Regional Aid for Interim Needs, Inc.",Boston East Neighborhood Senior Center,136213586,22000,Funds to be used to operate the R.A.I.N Boston East Neighborhood Senior Center.
Gjonaj,"Regional Aid for Interim Needs, Inc.",Boston Road Neighborhood Senior Center,136213586,10000,
The,"funds will be used to support the operating expenses of the Senior Center and its programming and activities. Riley Regional Aid for Interim Needs, Inc.",Boston Secor Senior Center,136213586,22000,Funds to be used for the R.A.I.N Boston Secor Neighborhood Senior Center.
Riley,"Regional Aid for Interim Needs, Inc.",Eastchester Neighborhood Senior Center,136213586,22000,Funds to be used for the R.A.I.N Eastchester Neighborhood Senior Center.
Riley,"Regional Aid for Interim Needs, Inc.",Gunhill Neighborhood Senior Center,136213586,22000,Funds to be used to operate the R.A.I.N Gunhill Neighborhood Senior Center. Page 21 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Rodriguez,"Regional Aid for Interim Needs, Inc.",Inwood R.A.I.N,136213586,10000,
The,"funds will be used to support the operating expenses of the Inwood Senior Center in Council District 10 and its programming and activities. Gjonaj Regional Aid for Interim Needs, Inc.",Middletown Neighborhood Senior Center,136213586,10000,
The,"funds will be used to support the operating expenses of the Senior Center and its programming and activities. Feliz Regional Aid for Interim Needs, Inc.",Mt. Carmel Neighborhood Senior Center,136213586,10000,Funds will support the operating expenses of the Mt. Carmel Senior Center.
Cabrera,"Regional Aid for Interim Needs, Inc.",Tolentine Neighborhood Senior Center,136213586,40000,
The,"funds for the R.A.I.N. Tolentine Neighborhood Senior Center will be used for daily operations, supplies, senior programming and trips. Riley Retirees of Dreiser Loop, Inc.",,010677804,22000,"Funds to be used to support workshops, forums, and maintain a passenger van. In addition funds are used for rent, utilities and insurance for the van and room."
Reynoso,"Riseboro Community Partnership, Inc.",Borinquen Plaza Senior Center,112453853,9250,To support programming for seniors at Borinquen Plaza Senior Center.
Ampry-Samuel,"Riseboro Community Partnership, Inc.",Breevort Senior Club,112453853,5000,To support programming for seniors at the RiseBoro Breevort Senior Club.
D. Diaz,"Riseboro Community Partnership, Inc.",Hope Gardens Service Center,112453853,14125,Funds will be used for Hope Gardens Service Center.
D. Diaz,"Riseboro Community Partnership, Inc.",RiseBoro Senior Center,112453853,14000,Funds will be used to support RiseBoro Senior Center.
Reynoso,"Riseboro Community Partnership, Inc.",Roundtable Senior Center,112453853,9250,To support programming for seniors at Roundtable Senior Center.
Ampry-Samuel,"Riseboro Community Partnership, Inc.",Saratoga Square Senior Center,112453853,5000,To support programming for seniors at Saratoga Square Senior Center.
Cornegy,"Riseboro Community Partnership, Inc.",Stuyvesant Gardens Senior Club,112453853,5000,"Funds will be used to enhance a variety of health and wellness, educational/recreational, and technology activities, including supplies for programming at Stuyvesant Gardens Senior Club."
Dinowitz,"Riverdale Senior Services, Inc.",,237357997,40000,"Funding to support the expansion of senior services, including additional programming and transportation to and from the center."
Levine,"Riverstone Senior Life Services, Inc.",Riverstone Memory Center,133355074,27000,To provide funding support for program expenses at the Memory Center.
Rodriguez,"Riverstone Senior Life Services, Inc.",Riverstone Supports Immigrants,133355074,10000,To help cover expenses related to Council District 10 Riverstone Supports Immigrants through Senior Center program.
Adams,"Rochdale Village Social Services, Inc.",Rochdale Village Senior Center,113397470,50000,"Funds will support educational, recreational and nutritional programs for seniors attending the center."
Koo,Roman Catholic Church of St. Kevin,Senior Club,111666886,5000,To support programming and activities for the St. Kevins Senior Club.
Vallone,"Roman Catholic Church of St. Mel, The",St. Mel Leisure Club,111646313,5000,Funding will help support the St. Mel Leisure Club Community Program and operations.
Kallos,"Roosevelt Island Disabled Association, Inc.",,133251193,5000,"Funding is used to support transportation costs, holiday meals, events and other social outings throughout the year in addition to ADA training meetings. Page 22 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Brannan,"Salvation Army, The",Bensonhurst Senior Center - Star Lake Camp Trip,135562351,5000,Funding to support the Salvation Army's Bensonhurst Senior Center Star Lake Camp Trip.
Van Bramer,"Samaritan Daytop Village, Inc.",Woodside Senior Center,112635374,36000,"To support initiatives such as: healthy initiatives, yoga training, physical fitness, senior trips and to supplement members dietary needs."
Vallone,"Samuel Field YM & YWHA, Inc.",Clearview Assistance Program,113071518,10000,Funding will help support the Clearview Assistance program and its various programs and services.
Vallone,"Samuel Field YM & YWHA, Inc.",North Flushing Senior Programs,113071518,5000,"Funding to support general operational expenses, programs and services related to running the North Flushing Senior Center."
Vallone,"Samuel Field YM & YWHA, Inc.",Senior Transportation,113071518,15000,
The,"program will provide seniors over the age of sixty who reside in the greater Clearview, Whitestone, Le Harve, Bay Terrace, and Flushing Communities with dedicated transportation service. Johnson Say Ah!, Inc.",,208663409,7500,Funds to train staff and volunteers at senior centers in Council District 3.
Brannan,"SBH Community Service Network, Inc.",,237406410,6500,Funds will be used to provide Mental Health Services for Vulnerable Populations.
Yeger,"SBH Community Service Network, Inc.",,237406410,18000,Funds will be used to support case assistance services provided to individuals 60 years of age and older.
Treyger,"SBH Community Service Network, Inc.",Case Assistance to Older Adults,237406410,20000,"Funds will be used to for case assistance services provided to individuals 60 years of age and up, and operating expenses."
Ayala,"Search and Care, Inc.",,237444790,5000,General Operating Support for Case Management and Support Services.
Kallos,"Search and Care, Inc.",,237444790,10000,"To provide comprehensive fee-free care management services for vulnerable older men and women living in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Holden,"Selfhelp Community Services, Inc.",,131624178,30000,Funds to be used to support services and programming at the senior center as well as transportation services for medical appointments.
Vallone,"Selfhelp Community Services, Inc.",Alzheimers Resource Program (SHARP),131624178,10000,"This funding will support the operation of programs offered such as adult day care, SHARP and transportation for clients."
Koo,"Selfhelp Community Services, Inc.",Benjamin Rosenthal-Prince Street Innovative Senior Center,131624178,19000,"To fund programming at the Benjamin Rosenthal-Prince Street Senior Center, including technology education classes, social and health classes, and, transportation for seniors."
Levine,"Selfhelp Community Services, Inc.",Net Case Management Program,131624178,5000,Funding to support operational expenses associated with providing senior programs and services for Council District 7 residents.
Dromm,"Selfhelp Community Services, Inc.",Northridge/Brulene/Southridge,131624178,9500,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance. CD22 Selfhelp Community Services, Inc. - Queensview NORC"
,"To maintain staffing to assist senior clients, to assist with transportation, and to provide case management and assistance. CD22 Selfhelp Community Services, Inc.",Queensview NORC,131624178,10000,Funds will be used to defray the cost of office management and programming at the Queensview NORC.
Brannan,"Selfhelp Community Services, Inc.",Safety Net Case Management Program,131624178,5000,Funding to support the Selfhelp Safety Net Case Management Program.
Koslowitz,"Selfhelp Community Services, Inc.",Selfhelp on Austin Street,131624178,41000,"Funding to provide staff support for Painting / Drawing classes, Arts and Crafts, ESL Classes, Technology Classes and Health / Wellness classes. Funding will also support supplies for educational and recreational programming. Page 23 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Vallone,"Selfhelp Community Services, Inc.",Virtual Senior Center,131624178,10000,"Funds will be used for transportation services, and the virtual senior center program."
Lander,"Senior Citizens League of Flatbush, Inc.",,112347331,5000,Support education and wellness programs for seniors.
Kallos,"Service Program for Older People (SPOP), Inc.",,132947616,1000,"To support the delivery of mental health care to older adults residing in Council District 5 Services include evaluations, psychotherapy, medication management, specialized substance abuse counseling and integrated physical and behavioral health care."
Powers,"Service Program for Older People (SPOP), Inc.",Council District 4,132947616,5000,"Funding will support mental health counseling for seniors at satellite clinics in Council District 4, as well as for seniors who are homebound."
Rosenthal,"Service Program for Older People (SPOP), Inc.",Mental Health Home Visits,132947616,12000,Funds support mental health care visits for seniors in Council District 6.
Perkins,"Service Program for Older People (SPOP), Inc.",Mental Health Services,132947616,15000,Mental Health Services for Vulnerable and GLBT Older Adults who reside within Council District 9.
Levine,"Service Program for Older People (SPOP), Inc.",Satellite Clinics - Riverstone & Red Oak Senior Centers,132947616,5500,To support the satellite clinics at Riverstone and Red Oak Senior Centers.
Johnson,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,7500,"Funding to support the SAGE Center; providing access to services, benefits counseling, legal and financial planning, educational offerings, health and wellness programs, support groups and congregate meals."
Lander,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,7000,"Funding to defray costs of providing counselling, programming and /or meals for seniors."
Powers,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",,132947657,5000,"Funding will support services at The SAGE Center, including employment assistance, legal and financial planning, cultural and educational programs, health and wellness programs, benefit counseling, cancer support groups, and congregate meals."
Feliz,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",Bronx,132947657,10000,Funds will support the operations of SAGE-Bronx.
Perkins,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",Council District 9,132947657,8000,Senior Services for LGBT older adult Community in Council District 9.
Gibson,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",SAGE Center Bronx,132947657,5000,Funds will support services for LGBT older adults offered at the SAGE Center Bronx.
Levine,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",The SAGE Center - Harlem,132947657,5000,Funding for programming conducted through flagship SAGE Center and the SAGE Center in Harlem.
Grodenchik,"Services Now for Adult Persons (SNAP), Inc.",,112591783,63250,"To help support case management, meals, programming, and other related senior services."
Miller,"Services Now for Adult Persons (SNAP), Inc.",Brookville Center,112591783,10000,"Funding will enable the continuation and enhancement of SNAP's broad array of services for seniors at the Brookville center. Services include case management, meals- on-wheels, caregiver support, and transportation/escort."
Brooks-Powers,"Services Now for Adult Persons (SNAP), Inc.",Brookville Neighborhood Senior Center,112591783,20000,Funding to support costs associated with programming & services at Brookville Center. Page 24 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brooks-Powers,"Services Now for Adult Persons (SNAP), Inc.",Brookville Neighborhood Senior Center,112591783,20000,Funding to support costs associated with Brookville Neighborhood Senior Center Services.
Levine,"SHARE: Self-Help for Women with Breast or Ovarian Cancer, Inc.",Senior Outreach & Support Initiative,133131914,5000,To fund outreach and support services for seniors at risk of ovarian and breast cancers in Council District 7.
Koo,South Asian Council for Social Services,Senior Support Services,113632920,19000,"To assist with operational costs for senior-related programming, including case management, meals, technical assistance, and other culturally relevant recreational activities."
Vallone,South Asian Council for Social Services,Senior Support Services,113632920,5000,"Funding will support operational costs, programs and services for SACSS."
Borelli,South Shore Artists Foundation,Senior Programs - Council District 51,842895424,5000,Funding will support arts programming for seniors in Council District 51.
Reynoso,Southside United Housing Development Fund Corporation,David Santiago Senior Center,112268359,30000,"To support Senior Wellness programs, and general social services for seniors. Funding will be allocated for staffing support, office technology and materials, and office infrastructure."
Levin,Spanish Speaking Elderly Council,RAICES,112730462,11300,"To provide senior citizens 60 and older with hot lunches, educational and recreational activities, and comprehensive case management services and staff support. CD22 Spanish Speaking Elderly Council - RAICES - Astoria Senior Center"
,"To provide senior citizens 60 and older with hot lunches, educational and recreational activities, and comprehensive case management services and staff support. CD22 Spanish Speaking Elderly Council",RAICES - Astoria Senior Center,112730462,7000,Funds will be used to defray the operating costs at the RAICES Astoria Neighborhood Senior Center.
Menchaca,Spanish Speaking Elderly Council,RAICES - Red Hook Senior Center,112730462,10000,Funding to support operational and programming expenses of senior services.
Barron,"Spring Creek Senior Partners, Inc.",Council District 42,743158439,7000,Funding to support operating expense costs for seniors services programming.
Yeger,St. Athanasius Golden Age Club,,111639837,18000,Requested funds will be used to support the weekly meetings and various activities for seniors of St. Athanasius Golden Age Club.
Ulrich,St. Camillus Golden Age,,111674392,5000,"Funds will support the Golden Age Club, including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Levin,St. Francis College,Senior Programming,111635105,9000,"To support St. Francis College’s For Seniors program that provides free activities, including Tai Chi, Pilates, yoga, swimming, creative writing classes, introductory course to Computers and use of the internet, lecture series, and free first run movies."
Eugene,St. Gabriel's Episcopal Church,,112463892,22000,"Funds will support 2 Hot meals daily, (congregate meals daily) Arts/craft, health management, in-home telephone reassurance, physical health/exercise, senior center case assistance, education, technology, nutrition ed, senior center information."
Treyger,"St. Mary's Roman Catholic Church at Bensonhurst, Kings County, NY",Happy-Go-Lucky Club,111631816,5000,"Funding will support the Happy Go Lucky Club, and senior services, events, and trips."
Reynoso,St. Nick's Alliance Corporation,GREC,510192170,7500,"To support Leadership, recreational, and educational activities for seniors in East Williamsburg. Page 25 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Salamanca,St. Vincent de Paul Residence,ArchCare at San Vicente de Paul Residence,133598842,25000,Funding will be used to provide senior services at St. Vicente de Paul Residence.
Ulrich,St. Virgilius Golden Age,,111672796,5000,"Funds will support the Golden Age Club's programs for seniors including hosting meetings, special events, senior peer counseling, community updates and information on senior services."
Powers,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services,132572034,10000,Funding will support senior services at the Stanley Isaacs Neighborhood Center.
Kallos,"Stanley M. Isaacs Neighborhood Center, Inc.",Senior Services - Council District 5,132572034,26500,"To fund senior services in support of wellness, nutrition, and fitness activities including the cost of instructors and supplies, publicly noticed through Council District 5 monthly newsletter and website."
Matteo,"Staten Island Center for Independent Living, Inc.",,133266398,12000,"Funds will be used for transportation to and from center to seniors in the program for peer support groups, summer trips, recreational programs, the recreational pool program."
Matteo,"Staten Island Community Services Friendship Clubs, Inc.",Arrochar & New Dorp Center Friendship Club,132778244,35000,"Funds will be used for recreation, education, transportation, health promotion programs at Arrochar and New Dorp Center Friendship Club."
Borelli,"Staten Island Community Services Friendship Clubs, Inc.",Great Kills Friendship Club Senior Services,132778244,20000,Funding to support programming and services @ Great Kills Friendship Club.
Borelli,"Staten Island Community Services Friendship Clubs, Inc.",Mt. Loretto Friendship Club Senior Services,132778244,20000,Funding to support programming and services.
Powers,"Stein Senior Center, Inc.",,237378342,15000,Funding will support senior services at the Stein Senior Center.
Rivera,"Stein Senior Center, Inc.",,237378342,15000,Funds will support Stein Senior Center's programs and operations.
Rosenthal,"Strycker's Bay Neighborhood Council, Inc.",Senior Breakfast,131943516,5000,Funds support services and activities related to the Senior Breakfast program.
Rodriguez,"Sukkahwood, Inc.",Senior Services,822630901,10000,"Funding to support operational expenses in District 10 associated with cultural events and activities including outreach/promotions, facility/space costs and artists costs for seniors."
Dromm,"Sunnyside Community Services, Inc.",Senior Center,510189327,6500,"To fund an integrated continuum of senior services, which include senior center, case assistance and management, social adult day services, caregivers program, health programs, and visiting program."
Brannan,"Sunset Park Health Council, Inc.",Bay Ridge on the Move,202508411,5000,
The,"requested funds will help support the Bay Ridge on the Move (BROM) transportation program. Koo Taiwan Center, Inc.",Taiwanese American Senior Center,112857501,19000,"To fund program-related expenses for the senior center, including class materials, office supplies, utilities, and printing expenses."
Cornegy,Tell Every Amazing Lady About Ovarian Cancer Foundation,,264417161,5000,Funds will be used to provide Senior Outreach and resources in Council District 36.
Ayala,Terence Cardinal Cooke Health Care Center,Music Therapy,133007801,5000,"Funding will support holistic health care that promotes physical, social and emotional well-being for nursing home residents."
Ayala,"Union Settlement Association, Inc.",Senior Centers,131632530,20000,To fund programs and initiatives related to the health of seniors in Council District 8.
Brannan,United Chinese Association of Brooklyn,,371469112,10000,Fund will be used to provide social services to seniors. Page 26 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Rivera,"United Jewish Council of the East Side, Inc.",Lillian Wald Senior Center,132735378,20000,Funds will support UJC's programs and operations at Lillian Wald Senior Center.
Lander,"United Jewish Organizations of Williamsburg, Inc.",,112728233,7000,"To help senior citizens apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, emergency food vouchers, legal assistance, housing services and other vital benefits & entitlements."
Levin,"United Jewish Organizations of Williamsburg, Inc.",,112728233,9500,"To assist low income individuals to apply and obtain public benefits including food stamps, SSI, Medicare, Medicaid, Social Security, health insurance, Section 8, emergency food vouchers & packages, and legal assistance."
Menchaca,"United Senior Citizens Center of Sunset Park, Inc.",Senior Support Services,112358277,10000,Funding for operational and programming expenses specifically to make repairs to floors and kitchen equipment.
Brooks-Powers,"Vets, Inc.",,272280570,5000,Funding to support Technology training and education for veteran community.
Ampry-Samuel,"Victory Music and Dance Company, Inc.",Senior Program - Council District 41,472167056,5000,Funds will support the cost associated with senior programming in Council District 41.
Matteo,"Vietnam Veterans of America, Thomas J. Tori Chapter 421",,061252230,9000,"Funds will be used for monthly meetings, operating expenses, maintenance of the park, educational program and annual meetings."
Cornegy,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding to support training, services and outreach for older persons who are blind."
Grodenchik,VISIONS/Services for the Blind and Visually Impaired,,131624210,4000,To support efforts to provide education on eye disease and blindness prevention.
Johnson,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding to support a Benefits Enrollment Facilitator; aiding enrollment in Medicaid and other Government Sponsored Health Insurance programs, and help clients resolve problems related to benefits and health insurance coverage."
Powers,VISIONS/Services for the Blind and Visually Impaired,,131624210,5000,"Funding will support VISIONS multi-lingual vision education and outreach programs for blind and visually impaired seniors, which includes community outreach, vision rehabilitation, mobility training and social and professional support."
Gjonaj,VISIONS/Services for the Blind and Visually Impaired,Council District 13,131624210,5000,"Funding to support VISIONS training, services and outreach. Targeted for older persons who are blind or multiply disabled in Council District 13."
Rose,VISIONS/Services for the Blind and Visually Impaired,Outreach & Support - Seniors,131624210,5000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with providing services for older persons who are blind, including workshops, rehabilitation support, meals, and other services as needed."
Rivera,"Visiting Neighbors, Inc.",,237379098,5000,Funds will support Visiting Neighbors programs and operation.
Johnson,"Vocal Ease, Inc.",,371469320,3000,Funding to support general operating expenses including staff support.
Kallos,"Vocal Ease, Inc.",,371469320,5000,"To fund the production of on-site cabaret-style performances for senior citizens at hospitals, nursing homes, senior centers and senior residences in Council District 5 with at least 1 month's notice to the general public."
Rosenthal,"Vocal Ease, Inc.",Senior Center Musical Programs,371469320,3500,Funds support performances in Council District 6 senior centers. Page 27 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Perkins,"Volunteers of Legal Service, Inc.",Council District 9,133234630,5000,Funding to support Legal Services for the Elderly programming in Council District 9.
Ayala,"Volunteers of Legal Service, Inc.",Elderly Project,133234630,5000,To provide funding to support the VOLS Elderly Project.
Rodriguez,Washington Heights Community Services,STAR Senior Center,132792876,10000,Funds to be used for programming that benefits seniors in Council District 10.
Rodriguez,Washington Heights-Inwood Preservation and Restoration Corporation,Senior Center - Council District 10,132944830,10000,To help cover expenses related to the Senior services program in Council District 10.
Barron,"Wayside Out-Reach Development (WORD), Inc.",Boulevard Houses Senior Center,113528680,15600,Funding to support operating expense costs for general senior activity programming at Boulevard Houses Senior Center.
Ampry-Samuel,"Wayside Out-Reach Development (WORD), Inc.",Mt. Ararat Senior Center,113528680,10000,Funds to support the programming and activities at Mt. Ararat Senior Center.
Barron,"Wayside Out-Reach Development (WORD), Inc.",Rosetta Gaston Senior Center,113528680,16000,Funding to support operating expense costs for senior programming at Rosetta Gaston Senior Center.
Ampry-Samuel,"Wayside Out-Reach Development (WORD), Inc.",Tilden Neighborhood Senior Center,113528680,10000,Funds to support the programming and activities at Tilden Senior Center.
Cornegy,"Wayside Out-Reach Development (WORD), Inc.",Tompkins Park Senior Center,113528680,5000,Funding to support operating expenses and transportation for Tompkins Park Senior Center.
Ampry-Samuel,"Wayside Out-Reach Development (WORD), Inc.",Van Dyke II Neighborhood Senior Center,113528680,10000,Funds to support the programming and activities at Van Dyke II Senior Center.
Ayala,"West Side Federation for Senior and Supportive Housing, Inc.",Millbrook Gardens,132926433,5000,To support Senior Services at Millbrook Gardens.
Levine,"West Side Federation for Senior and Supportive Housing, Inc.",Red Oak Senior Center,132926433,12500,"Funding to support programming, technology and staff at Red Oak Senior Center."
Van Bramer,"Woodside on the Move, Inc.",Senior Programming,112435565,10000,Funding to support senior programming.
Cornegy,Yemeni American Merchants Association,Adult Literacy and Civic Programming for Older Adults,823539502,8500,"Funding to support ESOL, GED, and civic classes for adult immigration clients who are working toward becoming naturalized citizens."
Koslowitz,"Young Israel Programs, Inc.",Young Israel of Forest Hills Senior League,030381957,50000,"Funding will allow for general program expansion by providing support for rent, utilities, communication, food, supplies and other general operation and program related expenses."
Yeger,"Young Israel Programs, Inc.",Young Israel of Midwood,030381957,6000,Funds will be used to offset operational costs at the Young Israel of Midwood campus.
Gennaro,"Young Israel Programs, Inc.",Young Israel of Queens Valley,030381957,10000,"Funding to support programming including recreation, health promotion, nutrition education and meals. Funding will be used to assist occupancy and utilities expenses, and programming such as education classes in Computer Technology and Arts & Crafts. CD48 Young Israel Programs, Inc. - Young Israel Senior Center - Ocean Avenue Brooklyn"
,"Funding to support programming including recreation, health promotion, nutrition education and meals. Funding will be used to assist occupancy and utilities expenses, and programming such as education classes in Computer Technology and Arts & Crafts. CD48 Young Israel Programs, Inc.",Young Israel Senior Center - Ocean Avenue Brooklyn,030381957,5500,Funding to support operating expenses for Young Israel Senior Services located at 1694 Ocean Avenue.
Dinowitz,Young Men & Young Women's Hebrew Association of the Bronx dba Riverdale YM/YWHA,,131740507,10000,To continue with social programming for seniors. Page 28 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Rodriguez,Young Men's and Young Women's Hebrew Association of Washington Heights and Inwood,Center for Adults Living Well @ the Y,131635308,10000,"Funding would be used to enhance cultural arts programs at the Center for Adults Living Well @ the Y (The Center) in District 10, an Innovative Senior Center funded by DFTA."
Cornegy,Young Men's Christian Association of Greater New York,Bedford Stuyvesant - Seniors Empire State Games,131624228,5000,Funding to support operating expenses associated with older adult from Bedford- Stuyvesant YMCA participating in the Empire State Senior Games including transport and refreshments.
Cornegy,Young Men's Christian Association of Greater New York,Bedford Stuyvesant YMCA - Senior Programs,131624228,5000,"Funding to support operating expenses and programming associated with the health and wellness of older adults at the Bedford Stuyvesant YMCA, such as, but not limited to: group exercise classes, social connectivity workshops and wellness workshops."
