member,organization,program,ein,amount,purpose
Chin,"God's Love We Deliver, Inc.",,133366846,5000,Funding will support provision of home-delivered meals to chronically ill people in Council District 1 and city-wide.
Gibson,"God's Love We Deliver, Inc.",Home-Delivered Meals - Council District 16,133366846,6000,"Funds will be used to support the provision of home-delivered meals to seriously ill people, their children (to age 18) and their senior caregivers in Council District 16."
Ulrich,Golden Age Club of Nativity,,057509019,5000,"Funds will support the operating expenses of the Golden Age Club, including programming and/or services for seniors."
Rivera,"Grand Street Settlement, Inc.",,135562230,20000,Funds will support Grand Street Settlement's senior programs in Council District 2.
Chin,"Grand Street Settlement, Inc.",Grand Street Coalition of Seniors,135562230,6000,"Funding will support multi-lingual senior programming, classes, and excursions."
Gibson,"Grandparents Around the World Productions, Inc.",Senior Programs - Council District 16,203463651,5000,Funds will support monthly Senior Forums and programming at The Bronx Museum of
The,Arts and throughout Council District 16. Page 10 Appendix A: Aging Discretionary Council Member Legal Name of Organization,"Program Name Tax ID Amount Purpose of Funds Chin Greenwich House, Inc. - Independence Plaza Senior Center",135562204,8000,Funding will support delivery of health and wellness programs at Independence Plaza Senior Center.
Chin,"Greenwich House, Inc.",Senior Center - Center on the Square,135562204,8000,"Funding will support purchase of nutritious meals, health and wellness classes and cultural programming at Center on the Square Senior Center."
Cumbo,"GRIOT Circle, Inc.",Health & Wellness,113364328,8000,"Funds will support GRIOT’s core programs, including their Buddy 2 Buddy peer caregiver program for LGBTQ elders of color."
Menchaca,"GRIOT Circle, Inc.",Senior Center Programming,113364328,10000,To support core programming including Buddy 2 Buddy Peer Caregiver Support Program; and to provide health and wellness activities.
Louis,"Haitian Centers Council, Inc.",FITBK LIVE,112648501,5000,Funds will be used to support Senior fitness and Health Services in Council District 45.
Ampry-Samuel,"Haitian Centers Council, Inc.",FITBK LIVE - Council District 41,112648501,10000,Funds will be used to support FITBK in senior centers in Council District 41.
Chin,"Hamilton-Madison House, Inc.",Social Adult Day Program,135562412,25000,Funding will support HMH Social Adult Day Program.
Vallone,"HANAC, Inc.",Angelo Petromelis College Point Senior Center,112290832,20000,
The,"funds will help to support operational costs, activities/programming for seniors at the Angelo Petromelis Senior Center. CD22 HANAC, Inc.",Douris Tower,112290832,22000,Funds will be used to defray operating expenses of George Douris Tower.
Van Bramer,"HANAC, Inc.",Ravenswood Senior Center,112290832,6500,
The,"funding will be used to provide health and wellness, social events, and defray operating costs at Ravenswood Senior Center. CD22 HANAC, Inc.",Senior Services,112290832,6000,"Funds will be used to support the Extended Services Program, which provides free senior casework in Council District 22."
Rodriguez,"HANAC, Inc.",St. Spyridon,112290832,10000,To help cover expenses for The Hellenic Senior Program at St. Spyridon.
Perkins,"Harlem Advocates for Seniors, Inc.",Annual Chat & Chew Senior Outreach Event,811966114,10000,Funding to support Annual Harlem Chat and Chew and St. Phillips Senior House Programs.
Levine,"Harlem Advocates for Seniors, Inc.",Education/Information Workshops & Activity Program for Older Adults - 3333 Broadway,811966114,7500,"Education, fitness, and information programs at 3333 Broadway."
Johnson,"Hartley House, Inc.",,131656652,25000,"Funding to support HOPE programming and services, providing a comprehensive range of services for seniors to ensure that they can live out lives with dignity in own homes."
Kallos,"Health Advocates for Older People, Inc.",Healthy Aging Program,134165807,5000,"To fund the Healthy Aging Program which promotes maintenance of physical and mental health for elderly residing in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Levine,"Hebrew Tabernacle of Washington Heights, Inc.",Active Seniors Connection,130831470,5000,To fund senior programs and services.
Rodriguez,"Hebrew Tabernacle of Washington Heights, Inc.",Senior Programming - Council District 10,130831470,10000,To cover expenses related to Senior Support programming in Council District 10.
Levin,"Heights and Hills, Inc.",,237237927,17000,To provide in-home case management services.
Lander,"Heights and Hills, Inc.",Case Management,237237927,9500,Funding to support Case Management services which are further enhanced through Volunteer programming. Page 11 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Cumbo,"Heights and Hills, Inc.",Case Management Support,237237927,10000,Funding for volunteer programs in support of ongoing in-home case management for homebound seniors.
Lander,"Heights and Hills, Inc.",Park Slope Center for Successful Aging,237237927,10000,"Funding supports arts and cultural programs, education, recreation, technology classes, health promotion and general operations of the center."
Cornegy,"Heights and Hills, Inc.",Senior Transportation - Council District 36,237237927,5000,Requested funds will be used to support our Senior Citizen Transportation Program which provides both individual and group trips for frail elderly transporting them to medical and essential non-medical services and appointments.
Levin,"Heights Hill Mental Health Service, SBPC, Community Advisory Board, Inc.",Rainbow Heights Club,112785605,5000,To support the Rainbow Heights Club Meal Program.
Lander,Helen Keller Services,,111630807,5000,Funding to support education and wellness programs for seniors.
Cumbo,Helen Keller Services,Adaptive Living Program,111630807,6000,"Funding to support visually-impaired populations who experience low self-esteem, social isolation, feelings of depression, and low levels of social interaction due to new or worsening vision loss."
Levin,Helen Keller Services,Adaptive Living Program,111630807,4000,To support the free Adaptive Living Program (ALP) for visually impaired seniors.
Rivera,Henry Street Settlement,Henry Street Senior Center,131562242,15000,Funds will support the Henry Street Senior Center.
Chin,Henry Street Settlement,Senior Center - Lower East Side,131562242,8000,"Funding will support multilingual staff, lunches, wellness programs, and COVID-19 safe programming at the Henry Street Settlement center in the Lower East Side."
Koo,"Hindu Temple Society of North America, The",Senior Center,237071891,10000,"To fund senior programming, including health and fitness programs, seminars, social activities, special lectures, educational programs, and cultural programs."
Miller,Hollis Presbyterian Church,,111631786,10000,"Funding will support recreational activities, social engagement, educational and referral services for seniors."
Yeger,"Homecrest Community Services, Inc.",,113373115,3500,"Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion. CD48 Homecrest Community Services, Inc. - Homecrest Senior Center"
,"Funding to provide educational and recreational services for seniors, access and translation (Chinese-English) services, case assistance, community workshops, health and wellness promotion. CD48 Homecrest Community Services, Inc.",Homecrest Senior Center,113373115,5000,"Funding to support operational expenses of educational, recreational and social services programming for seniors Homecrest Senior Center."
Brannan,"Homecrest Community Services, Inc.",Senior Programming,113373115,3500,Funding will support the Homecrest Community Services' Senior Center Program.
Gibson,"Hope of Israel Senior Citizens Center, Inc.",Council District 16,132749857,7000,Funding to support recreational activities and programming at the Hope of Israel Senior Citizens center in Council District 16.
Salamanca,"Housing Options and Geriatric Association Resources, Inc.",Senior Case Assistance program & Golden Age Clubhouse,133887707,25000,To support the Senior Case Assistance Program/Golden Age Clubhouse for low income seniors in Council District 17.
Gennaro,"India Home, Inc.",,208747291,40000,"Funding will provide halal lunch, exercise, physical therapy, and yoga sessions for seniors to keep them healthy and active. Page 12 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Miller,"India Home, Inc.",,208747291,10000,"Funds will support culturally competent senior programming, home delivered meals & groceries, wellness check-up calls, virtual health and wellness activities, educational seminars, civic engagement, etc."
Dromm,"India Home, Inc.",Senior Programs,208747291,8000,"To provide congregate nutrition, support staff salaries, and fund senior program materials."
Gibson,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Arturo Schomburg Senior Center - Council District 16,132987263,15000,Funds will be used to cover the cost of running recreational activities at the IPR/HE Arturo Schomburg Senior Center in Council District 16.
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Betances Senior Center,132987263,10000,"To provide funding for health and fitness workshops, cultural events and activities, as well as critical case assistance to seniors and families at Betances Senior Center."
Diaz,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Bronx River Senior Center,132987263,19000,"To provide services to seniors, including educational and recreational activities, cultural events, case assistance, and assistance with entitlements and other benefits at Bronx River Senior Centers."
Ayala,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Carver Senior Center,132987263,10000,Access to Critical Services for Seniors at Carver Senior Center.
Dromm,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",Elmhurst/Jackson Heights Senior Center,132987263,3500,"To fund Elmhurst/Jackson Heights Senior Center’s educational and recreational programs and activities, as well as case assistance to center seniors and their caregivers."
Diaz,"Institute for the Puerto Rican/Hispanic Elderly, Inc.",James Monroe Senior Center,132987263,19000,"To provide services to seniors, including educational and recreational activities, cultural events, case assistance, and assistance with entitlements and other benefits at James Monroe Senior Centers."
Van Bramer,"Jacob A. Riis Neighborhood Settlement, The",Queensbridge/Riis Neighborhood Senior Center,111729398,21300,Funding to support Queensbridge/Riis Neighborhood Senior Center.
Powers,"James Lenox House Association, Inc.",Geriatric Nurse,131624148,5000,Funding will support a Registered Nurse geriatrician who services residents two evenings weekly.
Chin,"Japanese American Social Services, Inc.",,133093059,5000,"Funding will provide social services, counseling, programming for Senior Assurance Call Program."
Rosenthal,"JBI International, Inc.",Free Audio Books,131683279,5000,Funds support free audio books for visually impaired seniors.
Maisel,"JBI International, Inc.","Recapturing Reading for Visually Impaired, Blind, and Physically Handicapped Seniors",131683279,2500,"Funding to support JBI services including a library for the blind, visually impaired and reading disabled. Funding for this program will be used to serve visually handicapped senior citizens in New York City."
Brooks-Powers,Jewish Association for Services for the Aged (JASA),,132620896,10000,Funding to support initial operational costs of a new senior technology helpline. CD48 Jewish Association for Services for the Aged (JASA) - Brighton
Manhattan,Beach Senior Center,,132620896,6000,Funding to support various programming and activities MB Senior Center.
Reynoso,Jewish Association for Services for the Aged (JASA),Bushwick/Hylan NORC,132620896,11000,To support programming for seniors at Bushwick/Hylan NORC SSP.
Rosenthal,Jewish Association for Services for the Aged (JASA),Care Assistance Program,132620896,5000,Funds support the Care Assistance Program. Page 13 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Perkins,Jewish Association for Services for the Aged (JASA),Case Assistance/ Case Management Program - Council District 9,132620896,12500,One Stop at JASA Case Assistance/ Case Management Program Support for Persons in the 9th Council District.
Rosenthal,Jewish Association for Services for the Aged (JASA),Club 76,132620896,5000,Funds support senior programming at Club 76.
Treyger,Jewish Association for Services for the Aged (JASA),Coney Island Active Aging (CIAA) NORC - SSP,132620896,8000,"Funding will be used to support case management, group outings, exercise classes, printing and program supplies and operating expenses at the CIAA NORC."
Reynoso,Jewish Association for Services for the Aged (JASA),Cooper Park Senior Center,132620896,5000,To support programming for seniors at Cooper Park Senior Center.
Grodenchik,Jewish Association for Services for the Aged (JASA),Holliswood Senior Center,132620896,6000,"Funding to support senior programming, events, and activities in Holliswood Senior Center."
Johnson,Jewish Association for Services for the Aged (JASA),Institute for Senior Action (IFSA),132620896,5000,"Funding to support JASA's Institute for Senior Action (IFSA), which provides advocacy workshops."
Treyger,Jewish Association for Services for the Aged (JASA),JASA Luna Park Senior Center,132620896,5000,"Funding to support cultural activities, physical fitness, lectures of interest, transportation, catered meals, and operating expenses at the Luna Park Center."
Treyger,Jewish Association for Services for the Aged (JASA),JASA Scheuer House Coney Island Senior Center,132620896,8000,"Funding for physical fitness, cultural programming, lectures of interest, social activities, transportation, and general operating expenses at JASA Scheuer House of Coney Island."
Ayala,Jewish Association for Services for the Aged (JASA),JASA/1199 NORC,132620896,5000,"To provide funding for JASA's health-related programming, which addresses chronic diseases, nutrition, and weight management. CD48 Jewish Association for Services for the Aged (JASA) - Luna Park Senior Center"
,"To provide funding for JASA's health-related programming, which addresses chronic diseases, nutrition, and weight management. CD48 Jewish Association for Services for the Aged (JASA)",Luna Park Senior Center,132620896,6000,"Funding to support various programming, activities and services at the Luna Park Senior Center."
Diaz,Jewish Association for Services for the Aged (JASA),Mechler Hall Senior Center,132620896,15000,Funding to support general operating expenses of programming and activities at JASA Mechler Hall Senior Center.
Ulrich,Jewish Association for Services for the Aged (JASA),Rockaway Park Senior Center,132620896,10000,Funds will be used to support programming and services as well as operational expenses of Rockaway Park Senior Center.
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Roy Reuther Senior Center,132620896,10000,"Funding to support Roy Reuther Senior Center programming & services including senior transportation, various classes, technology upgrades and general operating expenses."
Brooks-Powers,Jewish Association for Services for the Aged (JASA),Roy Reuther Senior Center,132620896,15000,"Funding to support Roy Reuther Senior Center including general operating costs, teachers/lecturers for classes/workshops and transportation for seniors. CD48 Jewish Association for Services for the Aged (JASA) - Scheuer House"
,"Funding to support Roy Reuther Senior Center including general operating costs, teachers/lecturers for classes/workshops and transportation for seniors. CD48 Jewish Association for Services for the Aged (JASA)",Scheuer House,132620896,6000,"Funding to support health/exercise programs, senior outings, supplies and operating costs at Scheuer House Brighton 6 Tenants Association. CD48 Jewish Association for Services for the Aged (JASA) - Senior Alliance Senior Center"
,"Funding to support health/exercise programs, senior outings, supplies and operating costs at Scheuer House Brighton 6 Tenants Association. CD48 Jewish Association for Services for the Aged (JASA)",Senior Alliance Senior Center,132620896,6000,"Funding to support various programming, activities and services at Senior Alliance Senior Center. CD48 Jewish Association for Services for the Aged (JASA) - Shorefront Senior Center"
,"Funding to support various programming, activities and services at Senior Alliance Senior Center. CD48 Jewish Association for Services for the Aged (JASA)",Shorefront Senior Center,132620896,5500,"Funding to support various programming, activities and services at Shorefront Senior Center. Page 14 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Rosenthal,Jewish Association for Services for the Aged (JASA),St Martin's NORC,132620896,3500,Funds support programming at the St. Martin's NORC.
Barron,Jewish Association for Services for the Aged (JASA),Starrett City Senior Center,132620896,8000,Funding to support operating expense costs for senior programming at Starrett City Senior Center. CD48 Jewish Association for Services for the Aged (JASA) - Trump United Senior Center
,Funding to support operating expense costs for senior programming at Starrett City Senior Center. CD48 Jewish Association for Services for the Aged (JASA),Trump United Senior Center,132620896,5500,"Funding to support various programming, activities and services at JASA/Trump United."
Dinowitz,Jewish Association for Services for the Aged (JASA),Van Cortlandt Senior Center,132620896,20000,Continue and expand senior programming and site improvements at the Van Cortlandt Senior Center.
Treyger,Jewish Association for Services for the Aged (JASA),Warbasse Cares NORC - SSP,132620896,8000,"Funds will support educational/recreational activities, health/exercise programs, group outings, and general operating expenses at Warbasse Cares."
Reynoso,Jewish Association for Services for the Aged (JASA),Williamsburg Senior Center,132620896,11000,To support programming for seniors at Williamsburg Senior Center.
Dromm,"Jewish Center of Jackson Heights, Inc.",Senior Programs,111681124,22000,"To provide concerts, lectures, educational activities, classes, and cultural performances for local seniors, as well as supporting costs for operating expenses and staff support."
Matteo,"Jewish Community Center of Staten Island, Inc.",Bea Victor Senior Olympics,135562256,5000,"Funding will support various events of BVSO including golf, darts, pocket pool, bridge, bowling, and miniature golf."
Rose,"Jewish Community Center of Staten Island, Inc.",Bea Victor Senior Olympics (BVSO),135562256,5000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with operating the Bea Victor Senior Olympics."
Matteo,"Jewish Community Center of Staten Island, Inc.",Innovative Senior Center,135562256,6000,Funding to support programming and activities of the Innovative Senior Center.
Rose,"Jewish Community Center of Staten Island, Inc.",Outreach Coordinator @ Stapleton Senior Center,135562256,25000,"Funds will be utilized to help cover the administrative, operational and staffing costs associated with outreach coordinator of the Stapleton Sr. Center."
Borelli,"Jewish Community Center of Staten Island, Inc.",Senior Olympics,135562256,5000,Funds will support Senior Olympics.
Treyger,"Jewish Community Council of Greater Coney Island, Inc.",Haber Senior Center,112665181,8000,"Funds will be used to support the Haber Senior Center's Healthy Aging services which include health promotion, educational and recreational activities including exercise, music, chorus, knitting, library, and ESL computer classes. CD48 Jewish Community Council of Greater Coney Island, Inc. - Homecare Program"
,"Funds will be used to support the Haber Senior Center's Healthy Aging services which include health promotion, educational and recreational activities including exercise, music, chorus, knitting, library, and ESL computer classes. CD48 Jewish Community Council of Greater Coney Island, Inc.",Homecare Program,112665181,25000,"Funding to support the expenses related to Senior Citizen Homecare programming and Services. CD48 Jewish Community Council of Greater Coney Island, Inc. - Jay Harama Senior Center"
,"Funding to support the expenses related to Senior Citizen Homecare programming and Services. CD48 Jewish Community Council of Greater Coney Island, Inc.",Jay Harama Senior Center,112665181,5000,"Funding to support various programming, activities and services at Jay Harama Senior Center. CD48 Jewish Community Council of Greater Coney Island, Inc. - Meals Program"
,"Funding to support various programming, activities and services at Jay Harama Senior Center. CD48 Jewish Community Council of Greater Coney Island, Inc.",Meals Program,112665181,5000,"Funds to support seniors in need services, food pantry and home delivered meals program."
Brannan,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation,112665181,5000,Funding to support Senior Citizen Transportation for residents of Council District 43. Page 15 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Cornegy,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation,112665181,5000,Requested funds will be used to support our Senior Citizen Transportation Program which provides both individual and group trips for frail elderly transporting them to medical and essential non-medical services and appointments.
Louis,"Jewish Community Council of Greater Coney Island, Inc.",Senior Citizen Transportation Program - Council District 45,112665181,3000,Funds will be used to support Senior Transportation programming in Council District 45.
Levine,Jewish Home Lifecare Manhattan,The Geriatrics Career Development Initiative (GCD),131624033,5000,To fund senior programs to promote healthy lifestyles and build communities.
Diaz,Kips Bay Boys & Girls Club,Castle Hill Senior Center,131623850,22000,"Funding to support the senior program that provides meals, case management, exercise, arts & crafts, cultural events, education and nutrition classes at Castle Hill Senior Center."
Rose,"Korean American Senior Citizens Association of New York, Inc.",Senior Empowerment,133959398,5000,Funding to support seniors who will receive a case management and referrals to community resources and follow-ups.
Koo,"Korean American Senior Citizens Society of Greater New York, Inc.",,112455396,5000,To support Korean American senior case assistance and senior programming for residents in Council District 20.
Koo,"Korean Community Services of Metropolitan New York, Inc.",Flushing Neighborhood Senior Center,237348989,14000,"To fund programmatic and operation costs of the congregate meals, case assistance, education and recreation, and other senior programming for residents in Council District 20."
Vallone,"Korean Community Services of Metropolitan New York, Inc.",Social Service Program,237348989,10000,Funding will support expenses for various programs and services offered by KCS.
Reynoso,"La Nueva Esperanza, Inc.",,204393724,5000,To provide services to seniors suffering with substance abuse and/or HIV/AIDS.
Kallos,"Lenox Hill Neighborhood House, Inc.",,131628180,17500,"To support the East Side Case Management Consortium, the Center at Lenox Hill Neighborhood House and the Support Our Seniors programing, publicly noticed through Council District 5 monthly newsletter and website."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Center at Saint Peter's Church,131628180,15000,"Funding will support the Senior Center at Saint Peter's Church, which serves seniors annually with diverse meal, intellectual, health and social programs."
Powers,"Lenox Hill Neighborhood House, Inc.",Senior Transportation,131628180,5000,Funding will support transportation for seniors to programs at the Center.
Matteo,"Lifestyles for the Disabled, Inc.",,133740011,8000,"Funds will used to support the seniors by providing meals, movie nights, and art classes to seniors across Staten Island throughout the year."
Borelli,"Lifestyles for the Disabled, Inc.",Horticulture Program,133740011,12500,Funding to support remarkable horticulture program.
Rose,"Lifestyles for the Disabled, Inc.",Lifestyles Radio Program 10th Anniversary Celebration,133740011,5000,"Funds for this program would be used to supply equipment and software in photography, videography, radio, journalism, graphic arts, and furniture to house the equipment in an accessible and safe manner."
Rose,"Lifestyles for the Disabled, Inc.",Seniors Programs,133740011,5000,"Funds will cover administrative, operational and staffing costs in relation to hosting cabaret style dinners, movie nights, and art classes for seniors."
Rosenthal,"Lincoln House Outreach, Inc.",NORC,133668207,5000,Funds support the LHO NORC activities.
Cumbo,"Local Development Corporation of Crown Heights, Inc.",Senior Programming,112890302,4000,"Funding for educational programming for seniors, to include computer literacy classes. Page 16 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Holden,"Maspeth Town Hall, Inc.",,237259702,15000,This funding will support district based senior services.
Holden,"Maspeth Town Hall, Inc.",Seniors Programs,237259702,5000,"Funds to be used for staff support, programming, activities and trips for seniors."
Lander,"Medicare Rights Center, Inc.",,133505372,3500,Operational expenses associated with Medicare town hall enrollment and outreach events/programming.
Powers,"Medicare Rights Center, Inc.",Council District 4,133505372,5000,Funding will support community presentations in Council District 4 about how to access and enroll in Medicare programs.
Johnson,"Medicare Rights Center, Inc.",Education & Enrollment Town Hall - Council District 3,133505372,5000,Funding to support a Medicare Education and Enrollment Town Hall in Council District 3.
Brannan,"Medicare Rights Center, Inc.",Medicare Education & Enrollment Town Hall,133505372,5000,To fund Medicare Education and Enrollment Town Hall in Council District 43; educating hundreds of constituents on state and federal Medicare-related benefits.
Grodenchik,"Medicare Rights Center, Inc.",Medicare Enrollment & Outreach,133505372,5500,To fund Town Hall Enrollment and Outreach Day in Council District 23.
Rosenthal,"Medicare Rights Center, Inc.",Medicare Enrollment Information Events,133505372,5000,Funds support Medicare enrollment information events and enrollment support.
Ulrich,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Crisis Mitigation Services,132738818,15000,Funds will be used to provide crisis mitigation services.
Ulrich,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Metropair Program,132738818,2500,Funds will be used to support Met Council's Metropair program.
Borelli,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Senior Repair Program - South Shore,132738818,10000,Funding to senior home repair program for Council District 51 constituents.
Levine,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",Senior Services Program,132738818,7500,"To help clients secure government benefits and entitlements, including counseling, financial assistance and emergency food."
Gjonaj,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",SenioRepair,132738818,10000,"Funds will be used to provide free handy people services and home repairs, enabling low-income older adults to continue living in their homes safely and independently."
Brannan,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",SenioRepair Program,132738818,7500,Funds will be used to support SeniorRepair Program.
Dromm,"Midtown Management Group, Inc.",Nursing Home Program,133192793,5000,"To support the Senior Citizens Program, specifically Broadway music performance at a nursing home in Council District 25."
Dinowitz,"Mosholu-Montefiore Community Center, Inc.",,133622107,10000,Funding to support programming and operations of senior center.
Rodriguez,"Mosholu-Montefiore Community Center, Inc.",Marble Hill Cornerstone Program,133622107,10000,To cover expenses related to the Marble Hill Cornerstone program for seniors.
Kallos,Moving For Life,Senior Fitness - John Jay Park,465251831,7500,To support a Senior Fitness classes weekly in John Jay Park in City Council District 5 for fall and spring that introduce seniors to athletic activities in a supportive and social environment.
Yeger,"Nachas Health and Family Network, Inc.",,113067201,5000,"Funds will support a comprehensive senior program, including detailed case management sessions resulting in entitlement procurement, including client prescreening, etc. Page 17 Appendix A: Aging Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Miller,National Sorority PHI DLTA KPPA BTA OMCRN CHPT BG SSTR ED ACTN SRV CTR,Saturday Senior Program,112501517,5000,Funding will support the operation of the Saturday Senior program including meals and recreational activities.
Cornegy,"Neighborhood Housing Services of Brooklyn (Bedford- Stuyvesant) CDC, Inc.",Senior Programming,471717438,11500,"Funding to support the expenses associated with Senior programming as well as workshop supplies, outreach, postage and materials."
Dromm,"Neighborhood Housing Services of Queens CDC, Inc.",Senior Housing Assistance,471267077,5000,To fund informational programming about home ownership and senior citizens assistance programs.
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Casa Boricua Senior Center,133077047,10000,Funds will support senior activities and events at Casa Boricua Senior Center.
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Douglass Leon Senior Center,133077047,15000,Funds will support senior activities and events at Douglass Leon Senior Center.
Salamanca,"Neighborhood Self Help by Older Persons Project, Inc.",Lafayette Estates NORC,133077047,15000,Funds will support senior activities and events at Lafayette Estates NORC Supportive Services program.
Diaz,"Neighborhood Self Help by Older Persons Project, Inc.",NORC at Lafayette Estates,133077047,10000,"To provide educational, recreational and other services for senior participants of the NORC Program at Lafayette Estates in Soundview."
Feliz,"Neighborhood Self Help by Older Persons Project, Inc.",Thomas Guess Senior Center,133077047,15000,Funds will support the senior center's recreational and educational activities.
Matteo,"New York City Verrazano 10-13 Association, Inc.",,134151778,5000,"Funds will be used to support free workshops, marketing material and general operating expenses for the senior safety & security workshops."
Borelli,"New York City Verrazano 10-13 Association, Inc.",Senior Programs - Council District 51,134151778,5000,Funding to support senior programs in Council District 51.
Kallos,"New York Foundation for Senior Citizens, Inc.",,132618568,10000,"To support the Home Sharing and Respite Care Program for residents in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Perkins,"New York Foundation for Senior Citizens, Inc.",,132618568,12500,"Funding to support Home Sharing, Respite Care programming and services in Council District 9"
Rivera,"New York Foundation for Senior Citizens, Inc.",,132618568,10000,Funds will support New York Foundation for Senior Citizens programs and operations in Council District 2.
Rodriguez,"New York Foundation for Senior Citizens, Inc.",Dyckman Senior Center,132618568,10000,"Funding will be used to enhance and expand Dyckman Senior Center’s health promotion, social and recreational programs and services, including ESL, computer training, arts & crafts, exercise & dance classes, trips and volunteer member recognition parties."
Cornegy,"New York Foundation for Senior Citizens, Inc.",Home Sharing & Respite Care Program,132618568,10000,"Funding will support the operating costs for the Home Sharing / Respite Care program, which provides home care assistance to seniors."
Perkins,"New York Foundation for Senior Citizens, Inc.",Home Sharing & Respite Care Program,132618568,10000,Home Sharing and Respite Care Program for Residents of Council District 9.
Powers,"New York Foundation for Senior Citizens, Inc.",Home Sharing/Respite Care Program,132618568,5000,"Funding will support the Home Sharing/Respite Care program, which provides home care assistance to seniors in Council District 4."
Dromm,"New York Irish Center, Inc.",Senior Program,550869151,5000,"To fund communal dining and entertainment for seniors, computer training for seniors, and senior drama."
Van Bramer,"New York Irish Center, Inc.",Senior Wellness & Socialization Program,550869151,7500,
The,funding will supplement activities for seniors such as communal dining lunch to seniors and computer training for seniors. Page 18 Appendix A: Aging Discretionary Council Member Legal Name of Organization,Program Name Tax ID Amount Purpose of Funds Lander New York Memory Center,112713960,5000,"Funding to support Social Adult Dementia Day Services, Transportation, Staff and Volunteer Trainings."
Gibson,"New York Road Runners, Inc.",NYCHA Centers & Senior Centers - Council District 16,132949483,10000,"Funds will support free health and fitness programs including sneaker distributions at local NYCHA center, senior centers, and schools in Council District 16."
Brannan,"NIA Community Services Network, Inc.",,112697931,31000,"Funding to support NIA Senior Recreation, Assistance, and Support Services."
Menchaca,"NIA Community Services Network, Inc.",Senior Support Services,112697931,10000,"Funding to support operational costs, programming, referrals, information and access to benefits for seniors of Council District 38."
Borelli,"Noble Maritime Collection, The",Senior Music Program,133351673,10000,Funding will support arts programming and support for seniors in Council District 51.
Gjonaj,Northeast Bronx Association,,134131325,10000,
The,"funds are for NEBA's community outreach as well as access and information programs, as well as the administrative costs of the programs. Cornegy Older Adults Technology Services (OATS), Inc.",,550882599,10000,Funding to support free high-quality technology-based programming to older New Yorkers.
Johnson,"Older Adults Technology Services (OATS), Inc.",,550882599,5000,
The,"requested funds will be used to support core program services. Lander Older Adults Technology Services (OATS), Inc.",,550882599,7500,Funding to support Digital Literal and Technology Training for seniors.
Levin,"Older Adults Technology Services (OATS), Inc.",,550882599,3000,"To support costs for technology training workshops, classes and events."
Powers,"Older Adults Technology Services (OATS), Inc.",Council District 4,550882599,10000,Funding will support technology-based programming and training sessions to older New Yorkers in Council District 4.
Brannan,"Older Adults Technology Services (OATS), Inc.",Council District 43,550882599,4000,Funding to support Digital/Virtual Literacy and Technology Training for Older Adults in Council District 43.
Kallos,"Older Adults Technology Services (OATS), Inc.",Council District 5,550882599,15000,"To fund a free community-based programming for older adults including technology- training and certification classes, workshops & special events, where laptops and internet connections (where necessary) are brought to senior centers in Council District 5."
Levine,"Older Adults Technology Services (OATS), Inc.",Digital/Virtual Literacy & Technology Training,550882599,5000,To fund senior services and digital technology training in Council District 7.
Ayala,"Older Adults Technology Services (OATS), Inc.",Literacy & Technology - East Harlem,550882599,5000,To provide funding to support digital literacy and technology training for Bronx seniors in Council District 8.
Dromm,"Older Adults Technology Services (OATS), Inc.",Older Adult courses,550882599,5000,"To fund 10-week courses covering financial literacy, social engagement, health & wellness, and more at senior center in Council District 25."
Treyger,Our Lady of Grace Roman Catholic Church,Golden Age Club,111694947,5000,Funding to support the operating costs of programming/services and events of the Golden Age Club.
