member,organization,program,ein,amount,purpose
Menin,"Chess-in-the-Schools, Inc.",Council District 5,136119036,10500,To fund the Scholastic Tournament Program for a Chess Tournament hosted in Council District 5.
Farias,"Chess-in-the-Schools, Inc.",Girls in Chess Program - Council District 18,136119036,10000,Funding to support the Girls in Chess Program in Council District 18.
Ayala,"Chess-in-the-Schools, Inc.",Girls in Chess Program & All-Girls Chess Tournament - Council District 8,136119036,5000,"Funds will support Girls in Chess Program in Council District 8, including but not limited to, community centers, NYCHA complexes, and educational and interfaith institutions."
Williams,"Chess-in-the-Schools, Inc.",Girls in Chess Program & Tournament - Council District 27,136119036,9500,Funding will support the Girls in Chess program and tournament costs for students in Council District 27.
Stevens,"Chess-in-the-Schools, Inc.",Public Schools - Council District 16,136119036,15000,"Funds will go to cover cost of running chess programs, summer camp, tournaments, College Bound program, and Teacher Training institute for youth in all public schools in Council District 16."
Narcisse,"Chess-in-the-Schools, Inc.",School Chess Program - Council District 46,136119036,5000,Funds will be used to provide chess programming to schools and youth in Council District 46. Page 157 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Bottcher,"Chess-in-the-Schools, Inc.","School Program, Tournament Program, College Bound Program & Teacher Training Institute",136119036,5000,Funding to support chess programming and activities.
Zhuang,"Child and Youth Development Center My Way, Inc.",,462934141,5000,Funding to support Art and Dance Youth Programs in Council District 43.
Adams,"Child Center of NY, Inc., The",,111733454,20000,Funding will support Wellness Center Programming at Council District 28 schools.
Brooks-Powers,"Child Center of NY, Inc., The",Council District 31,111733454,20000,Funding to support for programmatic support for Cornerstones in Council District 31.
Schulman,"Child Center of NY, Inc., The",Home Visits & Preventive Services - Queens,111733454,10000,"To support home visits and preventive services provided to at-risk children, adolescents, and families living in Queens."
Lee,"Child Center of NY, Inc., The",Junior High School 74Q (26Q074),111733454,12000,Funds will be used to support programming at the Middle School program at Junior High School 74Q.
Menin,"Child Center of NY, Inc., The",Public School/Intermediate School 217M (02M217),111733454,11000,To support the afterschool program PS/IS 217 Roosevelt Island (02M217).
Gennaro,"Child Center of NY, Inc., The",RBI Initiative - Parsons Beacon,111733454,5000,"Funding to support RBI initiative, which will sponsor a Middle School baseball team at Parsons Beacon; and deliver the Breaking Barriers programs."
Stevens,"Children's Aid Society, The",Council District 16,135562191,5000,Funds will be used to support foster youth engagement for residents of Council District 16.
De La Rosa,"Children's Aid Society, The",Ercilia Pepin Parent Leadership Institute - Washington Heights,135562191,8000,Funds will be used to support programming of The Ercilia Pepin Parent Leadership Institute in Washington Heights.
Abreu,"Children's Aid Society, The",Frederick Douglass Center - After- School Program - Council District 7,135562191,8500,Funding to support the afterschool program at Children's Aid Frederick Douglass Center in Council District 7.
Hanks,"Children's Aid Society, The",Goodhue Center,135562191,10000,Funding will support the Goodhue Center after-school and summer programs.
De La Rosa,"Children's Aid Society, The",Public School 005M Ellen Lurie (06M005) - Washington Heights,135562191,8000,Funds will be used to support Children’s Aid Community School After-School Program at P.S. 5 Ellen Lurie in Washington Heights.
Ayala,"Children's Aid Society, The",Summer Enrichment Program - East Harlem,135562191,40000,"To provide summer enrichment program including trips, summer camps, sports clinics, arts and theater."
De La Rosa,"Children's Aid Society, The",TEENS in Action - Salomé Ureña Campus,135562191,8000,To support Children's Aid Society programming in TEENS in Action at the Salomé Ureña Campus.
De La Rosa,"Children's Arts & Science Workshops, Inc.",Young Women's Leadership (YWL) Group,132752494,8000,To support Children's Art & Science workshop's Young Women's Leadership (YWL) Group.
Joseph,"Children's Law Center, Inc., The",Children’s Voice Project - Council District 40,113392591,10000,"Funds will be used to expand the capacity of the Children’s Voice Project to support additional young people who are navigating court and further educate attorneys, judges, family members and elected officials about the needs of court-involved children."
Salaam,"Children's Village, Inc.",Operation Street Peace Program,131739945,5000,"The requested funds will support the expansion of the Operation Street Peace program, providing youth with educational, community engagement, and referral services to promote gun violence prevention and nonviolent conflict resolution. Page 158 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Ung,Chinese American Parent Association,Council District 20,113005001,10000,"Funds will provide a wide range of services including newsletters, educational forums, seminars and workshops in Council District 20."
Krishnan,"Chinese American Planning Council, Inc.",,136202692,5000,"Funds will be used to fund anti-discrimination clinics challenging bullying and bias discrimination for students, educators/service providers, and parents/guardians."
Brannan,"Chinese American Planning Council, Inc.",After-School Program - Public School 170K (20K170),136202692,10000,To support afterschool programming at Public School 170K (20K170).
Rivera,"Chinese American Planning Council, Inc.",Jacob Riis Day Care Center,136202692,5000,Funds will support day care center at Jacob Riis.
Ung,"Chinese American Planning Council, Inc.",Lois C. Lee Early Childhood Center & SACC - Public School 020Q John Bowne (25Q020),136202692,5000,"To support programming for participants of CPC SACC at Public School 20Q, along with behavioral and emotional programs for children at the Lois C. Lee Early Childhood Center."
Rivera,"Chinese American Planning Council, Inc.",Project Reach,136202692,8000,Funds will support youth programs including Project Reach.
Ung,"Chinese American Planning Council, Inc.",Project Reach - Council District 20,136202692,5000,"To support Project Reach youth programming, which includes crisis intervention and support, anti-discrimination and anti-bullying trainings and technical assistance for schools in Council District 20."
Lee,"Chinese American Planning Council, Inc.",Project Reach - Council District 23,136202692,5000,Funding will support CPC's Project Reach in Council District 23.
Ung,"Chinese American Planning Council, Inc.",Queens Special Needs,136202692,5000,"Funding will support recreational and educational programming for individuals with developmental disabilities, as well as caregiver support groups and respite for their caregivers, in a linguistically and culturally sensitive setting."
Zhuang,"Chong Lou USA Association Headquarters, Inc.",Youth Volleyball & Soccer Program - Council District 43,882288260,5000,"Funding to support Youth Volleyball and Soccer Programs including food, drink, sport uniform for students in Council District 43."
Marte,"Church Street School for Music and Art, Inc.",Music & Art Enrichment Programs,133693660,18500,To provide funding for the variety of different programming at Church Street School for Music and Art.
Gutierrez,"Churches United for Fair Housing, Inc.",Local Youth Organizing & Services - Council District 34,264698161,5000,Funding will support local youth organizing and services in Council District 34.
Hanif,Circle Up! Restorative Justice Arts,,991296105,20000,Funds to support youth restorative justice programming in Council District 39.
Brewer,Circle Up! Restorative Justice Arts,Youth Restorative Justice Fellowship,991296105,5000,Funds will support Youth Restorative Justice Fellowship at the Brandeis High School Campus on the Upper West Side.
Aviles,"City Growers, Inc.","Environmental Education, Stewardship & Career Pathway Programs",452149344,15000,"Funds to support environmental education, stewardship and career pathway programs for Youth in Council District 38."
Hudson,"City Growers, Inc.",Outdoor Education & Environmental Literacy for Youth - Council District 35,452149344,5000,"To provide environmental education, including farm workshops, to local youth in District 35."
Stevens,"Claremont Neighborhood Centers, Inc.",Afterschool & Summer Program - Council District 16,136016450,40000,"Funding to support expenses related to Afterschool & Summer program in Council District 16, including cultural excursions and trips. Funds will support the cost of transportation, admissions, and center activities. Page 159 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Krishnan,Class Size Matters,,202169746,7000,To fund general operating expenses to help with data analysis and public outreach around public education issues.
Bottcher,Class Size Matters,Council District 3,202169746,5000,"Funds will provide information & analysis about changes in budgeting, the capital plan, enrollment & other policies required by the new state law."
Gutierrez,Coalition for Hispanic Family Services,,133546023,5000,"Funding will support Youth Development and Community Programs Arts, Literacy, and Strengthening Community Projects in Council District 34."
Nurse,Coalition for Hispanic Family Services,Youth Development & Community Programming - Council District 37,133546023,15000,Funds will support youth development and community programming in Council District 37.
Salaam,"Coalition for the Homeless, Inc.",,133072967,5000,"Funds will support the distribution of backpacks and essential school supplies to children living in homeless shelters, ensuring they have the tools they need to start the school year with confidence."
Adams,"Coalition for the Homeless, Inc.",Bound for Success - Council District 28 Shelters,133072967,10000,Funds will support the Bound for Success enrichment afterschool programming.
Paladino,"College Point Parade and Festival Committee, Inc.",Youth Programs,933085457,5000,To support parade/festivals rides and treats for Halloween for College Point youth and families.
Lee,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",,112508369,5000,Funding to support programs for local youth and schools.
Lee,"Commonpoint NY, Inc.",,113071518,10000,Funding to support services for Council District 23 children with Autism Spectrum Disorder (ASD) and their families.
Paladino,"Commonpoint NY, Inc.",Middle School 158Q Marie Curie (26Q158),113071518,17500,Funding to support programs in Middle School 158Q Marie Curie (26Q158).
Paladino,"Commonpoint NY, Inc.",Services for Children with Autistic Spectrum Disorder,113071518,12500,Funding to support Children with Autistic Spectrum Disorder.
Schulman,"Commonpoint NY, Inc.",Youth Enrichment Program,113071518,23000,"Funding will be used to enhance the arts, recreation, and STEM enrichment programming for students in grades K through 5, offered through the agency's after- school and weekend programs."
Abreu,"Community League of the Heights, Inc.",Public School 4M (06M004) - Council District 7,132564241,10000,Funding to support Community League of the Heights (CLOTH) PS4 After School Program in Council District 7.
Williams,"Community Youth Care Services, Inc.",,770695007,10000,"Funding will support homework assistance, performing arts, STEM, Project based learning and summer field trips."
Gennaro,"Community-Word Project, Inc.",The Young Women's Leadership School,134114145,5000,To support school based arts residencies programming for students in Council District 24.
Rivera,"Comunilife, Inc.",Life is Precious,133530299,5000,Funds will support Life is Precious programs and operations.
Gutierrez,"Comunilife, Inc.",Life is Precious Program,133530299,5000,Funding will support Life is Precious Program (suicide prevention activities for at-risk Latina teens) in Council District 34.
De La Rosa,"Comunilife, Inc.",Life is Precious Program - Council District 10,133530299,10000,"To support Life is Precious, suicide prevention programming in Council District 10."
Stevens,"Comunilife, Inc.",Life is Precious Program - Council District 16,133530299,5000,"Funds will help maintain services for Council District 16 at-risk Latina teens in the Bronx Life is Precious program, with education mental health services and raising awareness. Page 160 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Restler,"Comunilife, Inc.",Life is Precious Program - Council District 33,133530299,5000,"To support maintaining services (academic support, wellness activities, creative art therapies) for at-risk Latina teens in Council District 33."
Brannan,"Coney Island Training the Youth of New York, Inc.",Youth Sports & Leadership Education - Council District 47,832359113,5000,To support sports and education programs for youth in Council District 47.
Felder,"Congregation Kehilas Belz USA, Inc.",,113143733,50000,Funding to be used to create flyers and programming for culturally-sensitive bilingual programs for youth.
Osse,"Cool Culture, Inc.",,161636968,5000,Funding for the Cultural Access Pass program for District 36 families.
Hudson,"Cool Culture, Inc.",CityWide Cultural Access - Council District 35,161636968,5000,"Funding to support the CityWide Cultural Access program, which provides unlimited free admission to more than 90 cultural institutions."
Bottcher,"Council For Living Music, Inc., The",Jazz Mentors Panel Discussion & Student Jam Sessions,133447662,5000,Funds will support programming and operations.
Vernikov,"Council of Peoples Organization, Inc.",,753046891,10250,"Funding for workshops for middle school and high school aged children that will focus on anti-bullying, conflict resolution, safety, mental health support and school supply giveaway."
Vernikov,"Council of Peoples Organization, Inc.",,753046891,12000,'s Youth Empowerment Program includes after-school and summer programs that assist both immigrant and second generation intermediate and high school students in Brooklyn.
Joseph,"Council of Peoples Organization, Inc.",Youth Empowerment Program - Council District 40,753046891,5000,Funds will support Youth Empowerment Program includes after-school and summer programs that assist both immigrant and second generation intermediate and high school students in Brooklyn.
Brewer,"Counseling In Schools, Inc.",Integrated Service Program,133637647,5000,Funds will support mental health and restorative services in Council District 6 schools.
Stevens,"Crenulated Company, Ltd., The d/b/a New Settlement Apartments",Youth & Community Services - Council District 16,141719016,20000,"Funding to support youth and community services in Council District 16, which serves disconnected and at risk youth with high school equivalency prep, one-to-one advising, group work, job readiness, and job placement."
Paladino,"Dac Athletic Club, Inc.",Youth Program,116080807,15000,"Funding will cover costs of space rental, insurance, equipment and various operating costs."
Sanchez,"Davidson Community Center, Inc.",After-School Program - Council District 14,237010206,25000,Funds will support after-school program in Council District 14.
Adams,Department of Youth and Community Development,,136400434,5000,"Funds will support youth sports, clinic and youth leadership in Council District 28."
Abreu,Department of Youth and Community Development,,136400434,8500,Funds will support community programming and services.
Louis,Department of Youth and Community Development,,136400434,5000,Funds will support programming and services.
Williams,"Destiny Bound, Inc.",Council District 27,843178846,10000,Funds will be used to teen programming in the 27th Council District.
Marte,"Digital Girl, Inc.",Public School 126M Jacob August Riis (02M126),472288307,5000,Funds will be used to support programming at Public School 126M.
Bottcher,Door,"A Center of Alternatives, Inc., The - Runaway and Homeless Youth (RHY) Program - Council District 3",136127348,5000,To support Runaway and Homeless Youth (RHY) program.
Marte,"Dorill Initiative, Inc.",Saturday Arts Program,824767340,13500,"To support Saturday Arts Program, a multidisciplinary arts education program. Page 161 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds"
Hanks,"Dr. Theodore A. Atlas Foundation, Inc.",Atlas Foundation Programs,134012789,25000,Funding will support foundation programs in Council District 49.
Menin,"Drag Queen Story Hour NYC, Ltd.",,822613408,10000,"To support a program for children that raises awareness of gender diversity, promotes self-acceptance, and builds empathy through a literary experience noticed through Council District 5 monthly newsletter and website."
Rivera,"Drag Queen Story Hour NYC, Ltd.",Council District 2,822613408,5000,Funds will support programs in Council District 2.
Krishnan,"Drag Queen Story Hour NYC, Ltd.",Council District 25,822613408,10000,To fund children's reading series featuring drag queens reading picture books to children in libraries and other settings in Council District 25 and to fund supporting media.
Hanif,"Drag Queen Story Hour NYC, Ltd.",Council District 39,822613408,5000,"To support educational experiences for children and teens from 3 to 18 years old in libraries, schools, museums, Open Streets, and community spaces in Council District 39."
Powers,"Drag Queen Story Hour NYC, Ltd.",Council District 4,822613408,7000,Funding will support operating costs for Drag Queen Story Hour readings in Council District 4.
Hudson,"Drag Queen Story Hour NYC, Ltd.",Programming & Readings - Council District 35,822613408,5000,Funding for Drag Story Hour programs and readings at libraries and schools in Council District 35.
Brewer,"Drag Queen Story Hour NYC, Ltd.",Storytelling Programming - Council District 6,822613408,5000,Funds will support Drag Story Hour programs and readings in Council District 6.
Paladino,"Dwarf-Giraffe Athletic League of Whitestone, Inc.",Youth Sports Program,112523053,20000,"The funds will be utilized for event expenses and to purchase uniforms, equipment, & trophies for the Fall/Winter basketball program."
Salaam,"Eagle Academy Foundation, Inc.",,201532382,5000,"To provide support in the projects aim to train the participating youth in education, jobs, financial understanding, etc."
Mealy,"Eagle Academy Foundation, Inc.",Post-Secondary Success Initiative (PSSI) - Brooklyn,201532382,10000,"Funds will support College Readiness Activities, Workforce Development, Financial Empowerment and Ecosystem programming and services."
Hanks,"Eagle Academy Foundation, Inc.",Post-Secondary Success Initiative (PSSI) & Eagles Soaring Beyond (ESB),201532382,10000,Funding will support the Post-Secondary Success Initiative and the Eagles Soaring Beyond programs in Council District 49.
Louis,"East Flatbush Village, Inc.",Council District 45,800612019,9000,"Funds will be used to offset the cost of materials, youth staffing, field trip costs and cultural center fees for EFV's after-school and summer programs."
Caban,"East River Development Alliance, Inc.","East River Development Alliance, Inc.",861096987,23500,"Funds will support College and Career access programing for Council District 22 students, including workshops, mentoring programs, and financial counseling."
Ayala,"East Side House, Inc.",Book Bag Distribution - Council District 8,131623989,5000,To support the distribution of book bags in the South Bronx part of Council District 8.
Carr,"Eden II School for Autistic Children, Inc.",Community Outings & Trips,132872916,15000,Funding would be used to cover the cost of staffing and fees associated with community outings and trips.
Carr,"Eden II School for Autistic Children, Inc.",Early Childhood Program,132872916,7500,Funds will be used for general operating expenses for the early Childhood program.
Hanks,"Eden II School for Autistic Children, Inc.",Family Support Program - Council District 49,132872916,5000,Funding will provide support to the Family Support Program in Council District 49. Page 162 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Brooks-Powers,"Edeyouth, Inc.",Council District 31,272935350,5000,Funding to support the Youth employment readiness program in Council District 31.
Louis,"Edeyouth, Inc.",Council District 45,272935350,5000,"Funds will provide services that empower youth to achieve academic success, while promoting a healthy and safe community in Council District 45."
Stevens,Edible Schoolyard New York,Edible Education - Council District 16,271237249,10000,Funds will be used to support programming and outreach to schools in Council District 16.
Ayala,Edible Schoolyard New York,Edible Education - Council District 8 Students,271237249,5000,To support Council District 8 schools with developing a school wide culture of health and wellness.
Zhuang,"Edith and Carl Marks Jewish Community House of Bensonhurst, Inc.",After School Enrichment Programs - Council District 43,111633484,20000,Funding will be used to support After School Enrichment programs in Council District 43.
Brewer,"Education Through Music, Inc.",Music Education Program,133613210,5000,Funds will support the Education Through Music partner school program in Council District 6.
Powers,"Educational Alliance, Inc., The",Daddy & Me Swimming Program - 14th Street Y,135562210,10000,"Funding will support the 14th Street Y's Daddy & Me program, a free swim course that serves families in the Educational Alliance Head Start program, as well as other programs at the 14th Street Y."
Nurse,"El Puente de Williamsburg, Inc.",Bushwick Leadership Center,112614265,20000,Funds will provide general support for El Puente's Bushwick Leadership Center.
Gutierrez,"El Puente de Williamsburg, Inc.",NYCHA South Williamsburg,112614265,5000,Funding will support programming in NYCHA Developments in South Williamsburg.
Gutierrez,"El Puente de Williamsburg, Inc.",Scholars Program,112614265,30000,"To support Scholars program, providing opportunities to develop valuable interpersonal, leadership and professional skills."
Gutierrez,"El Puente de Williamsburg, Inc.","Williamsburg, Bushwick High School Leadership Centers & Green Light District Work Integration",112614265,7500,Funding will support high-impact project-based workshops at Williamsburg HS of Art and Technology in Council District 34.
Hanks,Emma's Place,"Grief and Loss Center For Children and Families, Inc. - Grief and Loss Center for Children & Families - Council District 49",463216286,5000,Funding will support the Immediate Individual Crisis Counseling program in Council District 49.
Gutierrez,"Empowering Youth Towards Excellence, Inc.",Educational Program - Council District 34,272246317,6500,Funding will support career and college readingess programs in Council District 34.
Osse,"Entertainers for Education Alliance, Inc.",,432115174,10000,Funding for I WILL Graduate Youth programming and Back to School event.
Louis,"Entertainers for Education Alliance, Inc.",Youth Development Programs - Council District 45,432115174,10000,Funds will support and continue youth development programs with a specific focus on cultural arts in Council District 45.
Osse,Epic Village Community Development Corporation,,861340437,5000,Funding to support the Shoot Hoops Not Guns basketball program.
Osse,Exalt Youth,,205540955,10000,Funding for exalt's Core Internship Program.
Hanks,Exalt Youth,Exalt's Core Internship Program,205540955,10000,Funding to support exalt’s Core Internship Program in Council District 49.
Marte,Exalt Youth,Internship Program,205540955,10000,"Funding will support Internship Program, focused around academic progression, criminal justice avoidance, and employability."
Brooks-Powers,"Farrock Strong, Inc.",Council District 31,823177369,5000,Funding to support youth programming and enrichment in Council District 31. Page 163 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Williams,"Father's Alive In The Hood, Inc.",Council District 27,461091203,5000,Funds will be used to teen programming in the 27th Council District.
Rivera,"Father's Heart Ministries, The",Youth Program,223495873,5000,Funds will support youth and hunger prevention programs.
Louis,"Fencing in the Park, Inc.",Community Fencing Program - Council District 45,853724880,6000,"Funds to help provide community fencing program, providing pathways for NYC youth from under-served neighborhoods."
Salaam,"Figure Skating in Harlem, Inc.",,133945168,5000,Funds will help in covering operational costs that allows the organizations to help young women reach their full potential through figure skating.
Salaam,"Figure Skating in Harlem, Inc.",,133945168,7500,Funds will help in covering operational costs that allows the organizations to help young women reach their full potential through figure skating.
Hudson,"First Baptist Church of Crown Heights, Inc.",Community Outreach in Education & Jazz Vespers - Council District 35,112033058,10000,"Funding to support ongoing outreach services for the youth through educational conferences on college admissions, financial aid, college life, career opportunities, Jazz Vespers concerts, including funding for Recognition Day and more."
Vernikov,"First Chernomorets USA, Inc.",,113586786,8000,Funding for operational expenses of youth soccer league.
Williams,First Faith Baptist Church,College Preparation Programming,022916843,10000,"Funding will support college preparation programming including books, consumable supplies and transportation for college campus visits."
Adams,First Faith Baptist Church,College Program,022916843,10000,Funds will support the College Program.
Ung,"Flushing Day Care Center, Inc.",Martin L. King Memorial DCC,112196556,5000,"To support the Flushing Daycare Center's classroom supplies, programmatic costs, office supplies, and other operational costs."
Marmorato,"Forest Playground Neighborhood Association, Inc.",Pelham Parkway Houses - Council District 13,010907562,25000,"To support youth programming, anti-violence after school programming, the annual basketball tournament at Pelham Parkway Houses in Council District 13."
De La Rosa,"Fresh Youth Initiatives, Inc.",After-School Program - Council District 10,133723207,3000,To support Fresh Youth Initiatives programming in Council District 10.
Abreu,"Fresh Youth Initiatives, Inc.",Youth Initiatives - Council District 7,133723207,5250,Funding will be used to support youth programming in Council District 7.
Won,"Friends of Gantry Plaza State Park, Inc.",LIC Summer Kids Program,473613599,5000,Funding to support free programming for children at Hunter's Point South Park and Gantry Plaza State Park.
Powers,"Friends of Israel Scouts, Inc.",,133843506,5000,"Funding will support the NYC Israeli Scouts weekly programs, seminars, events and community gatherings in Council District 4."
Menin,"Friends of Israel Scouts, Inc.",Council District 5,133843506,5000,Funds will be used to support the NYC Israeli Scouts in Council District 5.
Abreu,"Friends of Israel Scouts, Inc.",Youth Programming - Council District 7,133843506,10000,Funding to support community events and youth leadership development.
Hanif,"Friends of John Jay Jaguars Athletics, Inc.",,921050124,7000,Funding to support the operations of the John Jay Jaguars.
Ung,"Friends of Pack and Troop 253, Inc.",,813355590,5000,"To support weekly meetings and outdoor activities, and STEAM programming."
Marte,"Friends of Pool, Inc.",Bluefish Program,611745367,5000,"To support the Bluefish Program, a free learn-to-swim program serving low-income youth."
Rivera,"Friends of Pool, Inc.",Swim Lessons - Council District 2,611745367,5000,Funds will support + Pool's learn to swim programs for people of all ages.
Restler,Friends of the New York Transit Museum,Student Programming - Public School 307K (13K307),113299408,5000,Funds will be used to produce and promote programs for students at Public School 307K (13K307). Page 164 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Menin,Friends of the Upper East Side Historic Districts,,133193351,15000,"To maintain and expand architectural education programs taught during the school day to public school students in Council District 5, publicly noticed through Council District 5 monthly newsletter and website."
Marte,"Fulton Market Association, Inc.",Community Youth Market Stand,812871972,6000,Funds will be used to support the establishment of a Community Youth Market Stand and the services thereafter.
Morano,"Fund for the City of New York, Inc.",Freshkills Park - Freshkills Park Alliance,132612524,17500,"Funding to be used to support the stability and growth of educational and experiential programming at Freshkills Park, delivered by the Freshkills Park Alliance."
Caban,"Fund for the City of New York, Inc.",Scholars of the Zone - Long Island City High School (30Q450),132612524,16500,"Funds will support Scholars of the Zone programming to students, primarily those who reside in NYCHA Astoria, Ravenswood and Queensbridge Houses."
Banks,"G.E.M.S., Inc.",Council District 42,844257877,10000,Funds to support programs for young women in the 42nd council district to empower and practice self-care and develop practical strategies for managing their inner well- being while fostering an authentic environment.
Ariola,"Gateway Bike & Boathouse, Inc.",,262745119,5000,Funds will be used to purchase watercraft sports equipment and accessories suitable for children and adults.
Aviles,Genspace NYC,,270947943,5000,"Funds to support Biorocket Research Internship Program and “Beyond Biorocket""."
Powers,"Getting Out and Staying Out, Inc.",,061711370,6000,Funding will support GOSO's career development services for court-involved youth.
Bottcher,"Getting Out and Staying Out, Inc.",Career Readiness - Council District 3,061711370,5000,Funds will support Career Readiness curriculum and Employment Development Programming for legal system-involved youth.
Hudson,"Getting Out and Staying Out, Inc.",Career Readiness Programming - Council District 35,061711370,7000,Funding to support job readiness curriculum and employment development programming for Black & brown justice-involved young men.
Restler,Girl Be Heard Institute,Urban Assembly Institute of Math and Science for Young Women,271848709,5000,To support after school workshops at Urban Assembly Institute of Math and Science for Young Women.
Louis,"Girl Scout Council of Greater New York, Inc.",Basketball League Program - Council District 45,131624014,5000,Funds will be used to support 6-8 week Basketball League program for Council District 45 Youth.
Marmorato,"Girl Scout Council of Greater New York, Inc.",Council District 13,131624014,5000,Funds will support Girl Scout programming and outreach in Council District 13.
Williams,"Girl Scout Council of Greater New York, Inc.",Council District 27,131624014,5000,Funding will support troop building efforts in Council District 27.
Bottcher,"Girl Scout Council of Greater New York, Inc.",Council District 3,131624014,6000,Funding to support maintaining and supporting Girl Scout troops in Council District 3.
Holden,"Girl Scout Council of Greater New York, Inc.",Council District 30,131624014,6000,Funds to be used to support Girl Scout Troops in Council District 30.
Brooks-Powers,"Girl Scout Council of Greater New York, Inc.",Council District 31,131624014,5000,"Funding will support the growth and development of girl scout troops, programming and activities in Council District 31."
Won,"Girl Scout Council of Greater New York, Inc.",Girl Scout Troop 6000,131624014,5000,"Funding for Troop 6000, a program specifically designed to serve the thousands of girls currently living in the New York City Shelter system."
Krishnan,"Girl Scout Council of Greater New York, Inc.",Troop 6000 - Council District 25,131624014,5000,To fund operating and programming expenses of Troop 6000 activities in Council District 25. Page 165 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Louis,"Girls for Gender Equity, Inc.",Council District 45,043697166,5000,"Funds to support GGE youth organizing, advocacy and training programs to bolster systemic change, self-determination and healthy living in Council District 45."
Hanif,"Girls for Gender Equity, Inc.",Young Women’s Leadership Development Initiative & Young Women’s Advisory Council,043697166,5000,Funds will support operations of Young Women’s Leadership Development Initiative and Young Women’s Advisory Council.
Hanif,"Giving Alternative Learners Uplifting Opportunities, Inc.",Council District 39,050615968,5000,To support therapeutic riding lessons in Council District 39.
Carr,"Giving Alternative Learners Uplifting Opportunities, Inc.",Council District 50,050615968,5000,To support therapeutic riding lessons in Council District 50
Osse,"Global Kids, Inc.",,133629485,5000,Funding for school based programs and services in Council District 36.
Rivera,"Global Kids, Inc.",,133629485,5000,Funds will support programs and operations.
Louis,"Global Kids, Inc.",Council District 45,133629485,5000,"Funds to support organizing, advocacy and training programs for systemic change, self- determination and healthy living in Council District 45."
Ung,"Glow Community Center, Inc.",Youth Programing - Council District 20,611882235,5000,"Funding to support the cultural youth programing including writing and art classes, cultural celebrations, and events in Council District 20."
Moya,"Goals For Life NYC, Inc. - Soccer Program",Council District 21,333137407,10000,Funds to support free soccer programming for youth ages from 5 to 18 in Queens.
Brewer,Goddard Riverside Community Center,Youth Programs,131893908,13500,Funds will support youth programming and services.
Brewer,Goddard Riverside Community Center,Youth Programs - Amsterdam Houses & Addition,131893908,5000,Funds will support Goddard Riverside Youth Programs in Amsterdam Houses and Addition.
Banks,Good Shepherd Services,Brooklyn Juvenile Justice Initiatives (Court-Involved Youth),135598710,5000,"Funds to provide community-based alternatives to detention, placement, and diversion programs for youth between the ages of 13 and 21 living in the 42nd Council District."
Banks,Good Shepherd Services,Brooklyn Scholars Charter School & J.H.S. 292K Margaret S. Douglas (19K292),135598710,5000,Funds will be used to support three after-school programs which serve over 350 participants at Brooklyn Scholars Charter School and J.H.S. 292 Margaret S. Douglas (19K292) in Council District 42.
Bottcher,Good Shepherd Services,Chelsea Foyer,135598710,10000,"Funding to support the Chelsea Foyer which provides transitional housing beds to the underserved, homeless young adult population."
Banks,Good Shepherd Services,East New York Youth Justice Programs - Council District 42,135598710,5000,Funds to support a community relations manager for the East New York Youth Justice program in the 42nd Council District.
Rivera,Good Shepherd Services,Euphrasian Residence & Marian Hall,135598710,5000,Funds will support the programs and operations at the 17th Street Euphrasian Residence and Marian Hall.
Ayala,Good Shepherd Services,McLaughlin East Harlem Residence,135598710,5000,"To provide funding to supplement services offered to run-away, homeless, and disconnected youth at The McLaughlin East Harlem Residence."
Feliz,Good Shepherd Services,Monterey Cornerstone Community Center,135598710,10000,Funds will support programming at Monterey Cornerstone Community Center.
Banks,Good Shepherd Services,Prince Joshua Avitto Community Center - Council District 42,135598710,5000,Funds to support the Brooklyn after-school program at Prince Joshua Avitto Community Center in the 42nd Council District. Page 166 Appendix C: Youth Discretionary Council Member Legal Name of Organization - Program Name Tax ID Amount Purpose of Funds
Aviles,Good Shepherd Services,Red Hook Beacon & Joseph Miccio Cornerstone Community Center,135598710,20000,To enhance youth and family development programming resources at Beacon and Miccio Center.
Gutierrez,"Grand Street Settlement, Inc.",Council District 34,135562230,5000,Funding to support youth and community development programs in Council District 34.
Zhuang,"Grand Street Settlement, Inc.",Early Childhood Program - Council District 43,135562230,5000,Funds to support early childhood program in Council District 43 (Sunset Park).
Osse,"Grand Street Settlement, Inc.",Marcy Houses,135562230,5000,Funding for supplies and equipment for afterschool programming at Marcy Houses.
