resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
5,2009-10-28,LocalInitiatives,,rescind,,,FiscalConduit/Sponsoring Member Organization EINNumber Agency Amount Agy# U/A Organization FiscalConduitEIN * Mitchell ChristChurchofNewBrighton,,135598851,-2000,DYCD,,,.00) 260 005,
5,2009-10-28,LocalInitiatives,,designate,,,Mitchell ChristChurchofNewBrighton,,135596851,2000,DYCD,,,.00 260 005,
5,2009-10-28,LocalInitiatives,,rescind,,,"Brewer ParentsofPublicSchool9,Inc.",,134106823,-3500,DYCD,,,.00) 260 312 *,
5,2009-10-28,LocalInitiatives,,designate,,,Brewer AmericanComposersOrchestra,,132838450,3500,DYCD,,,.00 260 312 *,
5,2009-10-28,LocalInitiatives,,rescind,,,"Mitchell StatenIslandMinorityCivicAssociation,Inc.",,134053773,-7500,DYCD,,,.00) 260 312,
5,2009-10-28,LocalInitiatives,,designate,,,"Mitchell DaughtersofAfrica,Inc.",,134175519,7500,DYCD,,,.00 260 312 *,
5,2009-10-28,LocalInitiatives,,rescind,,,"Crowley FederazioneItalo-AmericanadiBrooklynandQueens,Inc.",,113044143,-8000,DYCD,,,".00) 260 312 MaspethTownHall,Inc. 23-7259702 *",
5,2009-10-28,LocalInitiatives,,rescind,,,"Crowley FederazioneItalo-AmericanadiBrooklynandQueens,Inc. MaspethTownHall,Inc.",,113044143,-1500,DYCD,,,.00) 260 312 23-7259702 *,
5,2009-10-28,LocalInitiatives,,designate,,,"Crowley FederazioneItalo-AmericanadiBrooklynandQueens,Inc.",,113044143,8000,DYCD,,,.00 260 312 *,
5,2009-10-28,LocalInitiatives,,designate,,,"Crowley FederazioneItalo-AmericanadiBrooklynandQueens,Inc.",,113044143,1500,DYCD,,,.00 260 312 *,
5,2009-10-28,LocalInitiatives,,rescind,,,"Crowley AsianAmericanConsultingServices,Inc.",,133652716,-1000,DYCD,,,.00) 260 005,
5,2009-10-28,LocalInitiatives,,designate,,,"Crowley AsianAmericanConsultingServices,Inc.",,133652716,1000,DYCD,,,.00 260 312,
5,2009-10-28,LocalInitiatives,,rescind,,,"Viverito UnionSettlementAssociation,Inc.",,131632530,-5500,DYCD,,,.00) 260 005,
5,2009-10-28,LocalInitiatives,,designate,,,Viverito EastHarlemPreservation,,261523871,5500,DYCD,,,.00 260 005 *,
5,2009-10-28,LocalInitiatives,,rescind,,,"Comrie BenevolentTaxProfessionalServices,Inc.",,721587022,-5000,DSBS,,,.00) 801 002 *,
5,2009-10-28,LocalInitiatives,,designate,,,"Comrie BenevolentTaxProfessionalServices,Inc.",,721587022,5000,DYCD,,,.00 260 005 *,
5,2009-10-28,LocalInitiatives,,rescind,,,Ignizio JosephVerdinoFieldofDreamsFoundation,,743245939,-10000,DYCD,,,.00) 260 312,
5,2009-10-28,LocalInitiatives,,designate,,,Ignizio EdenIISchoolforAutisticChildren,,132872916,10000,DOHMH,,,.00 816 121 *,
5,2009-10-28,LocalInitiatives,,rescind,,,"Martinez VocationalFoundation,Inc.",,131878246,-50000,DYCD,,,.00) 260 005,
5,2009-10-28,LocalInitiatives,,rescind,,,"Mendez VocationalFoundation,Inc.",,131878246,-2000,DYCD,,,.00) 260 312,
5,2009-10-28,LocalInitiatives,,designate,,,"Martinez WaytoWork,The",,131878246,50000,DYCD,,,.00 260 005,
5,2009-10-28,LocalInitiatives,,designate,,,"Mendez WaytoWork,The",,131878246,2000,DYCD,,,.00 260 312,
5,2009-10-28,LocalInitiatives,,rescind,,,"NationalFoundationforTeachingEntrepreneurshipto Dickens HandicappedandDisadvantagedYouth,Inc.",,133408731,-3500,DYCD,,,.00) 260 312,
5,2009-10-28,LocalInitiatives,,designate,,,Dickens NetworkforTeachingEntrepreneurship,,133408731,3500,DYCD,,,.00 260 312,
5,2009-10-28,LocalInitiatives,,rescind,,,Ignizio StatenIslandIntegratedServiceCenterDOEDistrict31,,136400434,-10000,DOE,,,.00) 040 402,
5,2009-10-28,LocalInitiatives,,designate,,,Ignizio PublicSchool 3R,,136400434,10000,DOE,,,.00 040 402,
5,2009-10-28,AgingDiscretionary,,rescind,,,"FiscalConduit/Sponsoring Member Organization EINNumber Agency Amount Agy# U/A Organization FiscalConduitEIN * Gentile CatholicCharitiesNeighborhoodServices,Inc. St.Rosalia-ReginaPacisNeighborhoodImprovement",,112047151,-2000,DFTA,,,.00) 125 003,
5,2009-10-28,AgingDiscretionary,,designate,,,"Gentile Association,Inc.",,112697931,2000,DFTA,,,.00 125 003,
5,2009-10-28,YouthDiscretionary,,rescind,,,FiscalConduit/Sponsoring Member Organization EINNumber Agency Amount Agy# U/A Organization FiscalConduitEIN * Brewer AmericanComposersOrchestra,,132838450,-3500,DYCD,,,.00) 260 312 *,
5,2009-10-28,YouthDiscretionary,,designate,,,"Brewer ParentsofPublicSchool9,Inc.",,134106823,3500,DYCD,,,.00 260 312 *,
5,2009-10-28,YouthDiscretionary,,rescind,,,"Crowley FederazioneItalo-AmericanadiBrooklynandQueens,Inc.",,113044143,-2000,DYCD,,,".00) 260 312 MaspethTownHall,Inc. 23-7259702 *",
5,2009-10-28,YouthDiscretionary,,designate,,,"Crowley FederazioneItalo-AmericanadiBrooklynandQueens,Inc.",,113044143,2000,DYCD,,,.00 260 312 *,
5,2009-10-28,YouthDiscretionary,,rescind,,,Mitchell NewYorkCenterforInterpersonalDevelopment,,237085239,-7500,DYCD,,,.00) 260 312,
5,2009-10-28,YouthDiscretionary,,designate,,,NewYorkCenterforInterpersonal Mitchell RisingStarsBasketballProgram,,208873360,7500,DYCD,,,.00 260 312 Development 23-7085239 *,
5,2009-10-28,YouthDiscretionary,,rescind,,,"Mendez VocationalFoundation,Inc. Mendez WaytoWork,The 13-1878246",,131878246,-1500,DYCD,,,.00) 260 312,
5,2009-10-28,YouthDiscretionary,,rescind,,,"CouncilofJewishOrganizationsof Stewart RegionalCouncilforDevelopmentofTrouin,The",,510454540,-5000,DYCD,,,".00) 260 312 Flatbush,Inc. 11-2864728 *",
5,2009-10-28,YouthDiscretionary,,designate,,,"Stewart CouncilofJewishOrganizationsofFlatbush,Inc.",,112864728,5000,DYCD,,,.00 260 312,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,Member Organization EINNumber Agency Amount Agy# U/A * Comrie KerriEdgeChildrensDanceEnsemble-IntermediateSchool59Q,,113264549,-20000,DYCD,,,.00) 260 312 *,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,Comrie ReversingtheProjections-IntermediateSchool59Q,,753260289,20000,DYCD,,,.00 260 312 *,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Arroyo BronxDanceTheater,Inc.-SouthBronxSchoolforIntlCultures&theArts",,111773636,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"BronxDanceTheater,Inc.-PublicSchool25BilingualSchool Arroyo",,111773636,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Palma BronxDanceTheater,Inc.-IntermediateSchool131XAlbertEinstein",,111773636,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Palma BronxDanceTheater,Inc.-PublicSchool107X",,111773636,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Vacca BronxDanceTheater,Inc.-PublicSchool105X",,111773636,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"Arroyo BronxDanceTheater,Inc.-SouthBronxSchoolforIntlCultures&theArts",,132999528,20000,DCA,,,.00 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"Arroyo BronxDanceTheater,Inc.-PublicSchool25BilingualSchool",,132999528,20000,DCA,,,.00 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"Palma BronxDanceTheater,Inc.-IntermediateSchool131XAlbertEinstein",,132999528,20000,DCA,,,.00 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"Palma BronxDanceTheater,Inc.-PublicSchool107X",,132999528,20000,DCA,,,.00 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"Vacca BronxDanceTheater,Inc.-PublicSchool105X",,132999528,20000,DCA,,,.00 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Arroyo BronxDanceTheater,Inc.-SouthBronxSchoolforIntlCultures&theArts",,132999528,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"LearningThroughanExpandedArtsProgram,Inc.-SouthBronxSchoolforInternational Arroyo CulturesandtheArts",,131624087,20000,DCA,,,.00 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Recchia AmericanBallroomTheaterCompany,Inc.-PublicSchool90K",,222542960,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,Recchia MarquisStudios-PublicSchool90K,,133047206,20000,DCA,,,.00 126 003 *,
5,2009-10-28,Cultural After School Adventure (CASA),,rescind,,,"Lappin NationalDanceInstitute,Inc.-PublicSchool158M",,132890779,-20000,DCA,,,.00) 126 003,
5,2009-10-28,Cultural After School Adventure (CASA),,designate,,,"Lappin New42ndStreet,Inc.,The-PublicSchool158M",,133584032,20000,DCA,,,.00 126 003,
5,2009-10-28,Immigrant Opportunities Initiative (IOI),,rescind,,,"Borough Organization EINNumber Agency Amount Agy# U/A * Brooklyn CaribbeanWomen'sHealthAssociation,Inc.",,113323168,-30000,DYCD,,,.00) 260 005 *,
5,2009-10-28,Immigrant Opportunities Initiative (IOI),,designate,,,Brooklyn NewYorkLegalAssistanceGroup,,133505428,30000,DYCD,,,.00 260 005,
5,2009-10-28,Dropout Prevention and Intervention,,rescind,,,"Organization EINNumber Agency Amount Agy# U/A * VocationalFoundation,Inc.",,131878246,-100000,DOE,,,.00) 040 454,
5,2009-10-28,Dropout Prevention and Intervention,,designate,,,"WaytoWork,The",,131878246,100000,DOE,,,.00 040 454,
5,2009-10-28,MWBE Leadership Associations,,designate,,,"Organization EINNumber Agency Amount Agy# U/A * ACCIONU.S.A,Inc.",,043219159,75000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,"AsianWomeninBusiness,Inc.",,133842867,75000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,"NewBronxChamberofCommerce,The",,311443165,50000,DSBS,,,.00 801 005 *,
5,2009-10-28,MWBE Leadership Associations,,designate,,,BrooklynEconomicDevelopmentCorporation,,112510289,50000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,"HarlemBusinessAlliance,Inc.",,133591350,50000,DSBS,,,.00 801 005 *,
5,2009-10-28,MWBE Leadership Associations,,designate,,,"NewYorkWomen'sChamberofCommerce,Inc.",,141845651,100000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,NewYorkStateChapterofNationalAssociationofMinorityContractors,,113454539,75000,DSBS,,,.00 801 005 *,
5,2009-10-28,MWBE Leadership Associations,,designate,,,QueensEconomicDevelopmentCorporation,,112436149,50000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,SouthBronxOverallEconomicDevelopmentCorporation,,132736022,75000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,WestBrightonCommunityLocalDevelopmentCorporation,,133046424,50000,DSBS,,,.00 801 005,
5,2009-10-28,MWBE Leadership Associations,,designate,,,"WomenBuildersCouncil,Inc.",,270111010,50000,DSBS,,,.00 801 005 *,
5,2009-10-28,MWBE Leadership Associations,,designate,,,DSBSManagement,,136400434,100000,DSBS,,,.00 801 005,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,"Organization EINNumber Agency Amount Agy# U/A * ACCIONU.S.A,Inc.",,043219159,75000,DSBS,,,.00 801 002,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,AsianAmericansforEquality,,133187792,75000,DSBS,,,.00 801 002,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,BronxOverallEconomicDevelopmentCorporation,,133079387,75000,DSBS,,,.00 801 002 *,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,"BusinessOutreachCenterNetwork,Inc.",,113306111,120000,DSBS,,,.00 801 002,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,"CaribbeanAmericanChamberofCommerceandIndustry,Inc.",,112903423,72000,DSBS,,,.00 801 002,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,"HarlemBusinessAlliance,Inc.",,133591350,50000,DSBS,,,.00 801 002 *,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,JamaicaBusinessResourceCenter,,113306944,100000,DSBS,,,.00 801 002 *,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,QueensEconomicDevelopmentCorporation,,112436149,50000,DSBS,,,.00 801 002,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,St.NicholasNeighborhoodPreservationCorporation,,510192170,75000,DSBS,,,.00 801 002,
5,2009-10-28,Small Business and Job Development / Financial Literacy,,designate,,,"StatenIslandChamberofCommerceFoundation,Inc.",,134069282,50000,DSBS,,,.00 801 002,
5,2009-10-28,Food Pantries-HRA,,designate,,,"Organization EINNumber Agency Amount Agy# U/A * FoodBankforNewYorkCity,The",,133179546,100000,DSS,,,.00 069 105,
5,2009-10-28,Food Pantries-HRA,,designate,,,"NewYorkCityCoalitionAgainstHunger,Inc.",,133471350,100000,DSS,,,.00 069 105,
5,2009-10-28,Food Pantries,,designate,,,Organization EINNumber Agency Amount Agy# U/A * CoalitionfortheHomeless,,133072967,100000,DYCD,,,.00 260 005,
5,2009-10-28,National Foundation for Teaching Entrepreneurship,,rescind,,,"Organization EINNumber Agency Amount Agy# U/A * NationalFoundationforTeachingEntrepreneurshiptoHandicappedandDisadvantagedYouth,Inc.",,133408731,-110000,DOE,,,.00) 040 454,
5,2009-10-28,National Foundation for Teaching Entrepreneurship,,designate,,,NetworkforTeachingEntrepreneurship,,133408731,110000,DOE,,,.00 040 454,
6,2009-11-16,LocalInitiatives,,rescind,,,FiscalConduit/Sponsoring Member Organization EINNumber Agency Amount Agy# U/A Organization FiscalConduitEIN * Recchia StatenIslandChildren'sMuseum,,112697931,-4000,DCA,,,.00) 126 003 *,
6,2009-11-16,LocalInitiatives,,designate,,,"Recchia StatenIslandChildren'sMuseum CC-Felder,",,237379930,4000,DCA,,,.00 126 003,
6,2009-11-16,LocalInitiatives,,rescind,,,"Fidler,Weprin, DeBlasio OHELChildren'sHomeandFamilyServices CC-Felder,",,116978704,-200000,DOHMH,,,.00) 816 114,
6,2009-11-16,LocalInitiatives,,designate,,,"Fidler,Weprin, DeBlasio OHELChildren'sHomeandFamilyServices CC-Felder,",,116078704,200000,DOHMH,,,.00 816 114,
6,2009-11-16,LocalInitiatives,,rescind,,,"Fidler,Weprin GuardiansoftheSick-OurPlace CC-Felder,",,116003433,-65000,DYCD,,,.00) 260 005,
6,2009-11-16,LocalInitiatives,,designate,,,"Fidler,Weprin GuardiansoftheSick-OurPlace",,116003433,65000,DYCD,,,.00 260 312,
6,2009-11-16,LocalInitiatives,,rescind,,,"Mealy QidaMaWiHaYeLeSeLaSeSupremeRegalLodge,Inc.",,743197131,-5000,DYCD,,,.00) 260 005 *,
6,2009-11-16,LocalInitiatives,,designate,,,"Mealy CrownHeightsYouthCollective,Inc.",,112506422,5000,DYCD,,,.00 260 312,
6,2009-11-16,YouthDiscretionary,,rescind,,,"FiscalConduit/Sponsoring Member Organization EINNumber Agency Amount Agy# U/A Organization FiscalConduitEIN * Eugene BrooklynArtsCouncil,Inc.",,237072915,-5000,DYCD,,,.00) 260 312,
6,2009-11-16,YouthDiscretionary,,rescind,,,"Eugene FamilyRenaissance,Inc.",,113190985,-5000,DYCD,,,.00) 260 312 *,
6,2009-11-16,YouthDiscretionary,,designate,,,"Eugene MadisonSquareBoys&GirlsClub,Inc.",,135596792,1000,DYCD,,,.00 260 312 *,
6,2009-11-16,YouthDiscretionary,,designate,,,Eugene FlatbushDevelopmentCorporation,,510188251,2000,DYCD,,,.00 260 312,
6,2009-11-16,YouthDiscretionary,,designate,,,Eugene FriendsUnitedYouthCenter,,113584429,1000,DYCD,,,.00 260 312 *,
6,2009-11-16,YouthDiscretionary,,designate,,,"Eugene IfetayoCulturalArtsAcademy,Inc.",,113027538,1000,DYCD,,,.00 260 312,
