Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
GOVERNMENT OFFICIALS,CUNY Technical Apprenticeship Program,CUNY,373,CUNY Technical Apprenticeship Program,,"“CUNY Technical Apprenticeship Program” — a GOVERNMENT OFFICIALS discretionary initiative administered by CUNY. FY2017 adopted: $50,000.",0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Callen Lorde Health Center,DOHMH,374,Callen Lorde Health Center,,"“Callen Lorde Health Center” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $500,000.",0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Cancer Initiative,DOHMH,375,Cancer Initiative,,"“Cancer Initiative” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $1,525,000.",0,0,1525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Cancer Services,DOHMH,376,Cancer Services,,"“Cancer Services” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $599,500.",0,0,0,0,0,0,0,0,599500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Child Health and Wellness,DOHMH,377,Child Health and Wellness,,"“Child Health and Wellness” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $646,000.",0,0,0,0,0,0,0,0,646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,City Council Merit-Based Scholarships,Multiple agencies,378,City Council Merit-Based Scholarships,,"“City Council Merit-Based Scholarships” — a GOVERNMENT OFFICIALS discretionary initiative administered by Multiple agencies. FY2017 adopted: $15,375,000.",0,0,0,0,15375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Clerk City Clerk PS Enhancement,Unspecified agency,379,Clerk City Clerk PS Enhancement,,"“Clerk City Clerk PS Enhancement” — a GOVERNMENT OFFICIALS discretionary initiative administered by Unspecified agency. FY2015 adopted: $150,000.",150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Creative Arts Team,CUNY,380,Creative Arts Team,,"“Creative Arts Team” — a GOVERNMENT OFFICIALS discretionary initiative administered by CUNY. FY2017 adopted: $400,000.",0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,End the Epidemic,DOHMH,381,End the Epidemic,,"“End the Epidemic” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $3,900,000.",0,0,3900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Ending the Epidemic,DOHMH,382,Ending the Epidemic,,"“Ending the Epidemic” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $6,945,000.",0,0,0,0,0,0,0,0,6945000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Family Planning,DOHMH,383,Family Planning,,"“Family Planning” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $350,000.",0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,HIV Prevention & Literacy - Seniors,DOHMH,384,HIV Prevention & Literacy - Seniors,,"“HIV Prevention & Literacy - Seniors” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $400,000.",0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,HIV Prevention - Behavioral Interventions,DOHMH,385,HIV Prevention - Behavioral Interventions,,"“HIV Prevention - Behavioral Interventions” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $2,716,000.",0,0,2716000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,HIV/AIDS Communities of Color,DOHMH,386,HIV/AIDS Communities of Color,,"“HIV/AIDS Communities of Color” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $1,225,000.",0,0,1225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,HIV/AIDS Faith Based,DOHMH,387,HIV/AIDS Faith Based,,"“HIV/AIDS Faith Based” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $1,131,000.",0,0,0,0,0,0,0,0,1131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,HIV/AIDS Faith Based Initiative,DOHMH,388,HIV/AIDS Faith Based Initiative,,"“HIV/AIDS Faith Based Initiative” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $1,500,000.",0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,"Healthy Women, Healthy Future – DOULA Services",DOHMH,389,"Healthy Women, Healthy Future – DOULA Services",,"“Healthy Women, Healthy Future – DOULA Services” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $300,000.",0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Hepatitis B/C,DOHMH,390,Hepatitis B/C,,"“Hepatitis B/C” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $975,000.",0,0,975000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Infant Mortality Reduction,DOHMH,391,Infant Mortality Reduction,,"“Infant Mortality Reduction” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $2,500,000.",0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Injection Drug Users Health Alliance (IDUHA),DOHMH,392,Injection Drug Users Health Alliance (IDUHA),,"“Injection Drug Users Health Alliance (IDUHA)” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $1,000,000.",0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Joseph S. Murphy Institute Center for Worker Education,CUNY,393,Joseph S. Murphy Institute Center for Worker Education,,"“Joseph S. Murphy Institute Center for Worker Education” — a GOVERNMENT OFFICIALS discretionary initiative administered by CUNY. FY2017 adopted: $300,000.",0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Maternal and Child Health Services,DOHMH,394,Maternal and Child Health Services,,"“Maternal and Child Health Services” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $1,692,818.",0,0,0,0,0,0,0,0,1692818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,NYU – Mobile Dental Van,DOHMH,395,NYU – Mobile Dental Van,,"“NYU – Mobile Dental Van” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $268,000.",0,0,268000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Obesity Prevention,DOHMH,396,Obesity Prevention,,"“Obesity Prevention” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2016 adopted: $1,300,000.",0,0,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Reproductive & Sexual Health Services,DOHMH,397,Reproductive & Sexual Health Services,,"“Reproductive & Sexual Health Services” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $344,788.",0,0,0,0,0,0,0,0,344788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOVERNMENT OFFICIALS,Viral Hepatitis Prevention,DOHMH,398,Viral Hepatitis Prevention,,"“Viral Hepatitis Prevention” — a GOVERNMENT OFFICIALS discretionary initiative administered by DOHMH. FY2019 adopted: $1,923,658.",0,0,0,0,0,0,0,0,1923658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Access Health,DHMH,399,Access Health,,"“Access Health” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $3,000,000.",0,0,0,0,0,0,0,0,0,0,3000000,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Beating Hearts,DHMH,400,Beating Hearts,,"“Beating Hearts” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $350,000.",0,0,0,0,0,0,0,0,0,0,350000,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,CUNY Research Institutes,CUNY,401,CUNY Research Institutes,,"“CUNY Research Institutes” — a Government Officials discretionary initiative administered by CUNY. FY2018 adopted: $2,140,000.",0,0,0,0,0,0,2140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Cancer Services,DHMH,402,Cancer Services,,"“Cancer Services” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $599,500.",0,0,0,0,0,0,0,0,0,0,599500,599500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Child Health and Wellness,DHMH,403,Child Health and Wellness,,"“Child Health and Wellness” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $646,000.",0,0,0,0,0,0,0,0,0,0,646000,646000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,City Council Merit-Based Scholarships,Multiple agencies,404,City Council Merit-Based Scholarships,,"“City Council Merit-Based Scholarships” — a Government Officials discretionary initiative administered by Multiple agencies. FY2018 adopted: $14,924,669.",0,0,0,0,0,0,14924669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Creative Arts Team,CUNY,405,Creative Arts Team,,"“Creative Arts Team” — a Government Officials discretionary initiative administered by CUNY. FY2018 adopted: $400,000.",0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Ending the Epidemic,DHMH,406,Ending the Epidemic,,"“Ending the Epidemic” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $7,735,000.",0,0,0,0,0,0,0,0,0,0,7735000,7161200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,HIV/AIDS Faith Based,DHMH,407,HIV/AIDS Faith Based,,"“HIV/AIDS Faith Based” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $1,131,000.",0,0,0,0,0,0,0,0,0,0,1131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Maternal and Child Health Services,DHMH,408,Maternal and Child Health Services,,"“Maternal and Child Health Services” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $2,192,818.",0,0,0,0,0,0,0,0,0,0,2192818,1631117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Murphy Institute for Worker Education,CUNY,409,Murphy Institute for Worker Education,,"“Murphy Institute for Worker Education” — a Government Officials discretionary initiative administered by CUNY. FY2018 adopted: $940,000.",0,0,0,0,0,0,940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Public Health Funding Backfill,DHMH,410,Public Health Funding Backfill,,"“Public Health Funding Backfill” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $6,000,000.",0,0,0,0,0,0,0,0,0,0,6000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Remediation Programs,CUNY,411,Remediation Programs,,"“Remediation Programs” — a Government Officials discretionary initiative administered by CUNY. FY2018 adopted: $2,000,000.",0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Reproductive and Sexual Health Services,DHMH,412,Reproductive and Sexual Health Services,,"“Reproductive and Sexual Health Services” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $594,788.",0,0,0,0,0,0,0,0,0,0,594788,344788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government Officials,Viral Hepatitis Prevention,DHMH,413,Viral Hepatitis Prevention,,"“Viral Hepatitis Prevention” — a Government Officials discretionary initiative administered by DHMH. FY2020 adopted: $1,923,658.",0,0,0,0,0,0,0,0,0,0,1923658,1923658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Abortion Access Fund,DHMH,414,Abortion Access Fund,,"“Abortion Access Fund” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $850,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,0,850000,0,850000,0,0,0
HEALTH SERVICES,Access Health,DOHMH,415,Access Health,,"“Access Health” — a HEALTH SERVICES discretionary initiative administered by DOHMH. FY2024 adopted: $3,620,210.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3699179,0,3620210,0,0,0,0,0,0,0
HEALTH SERVICES,Access Health Initiative,DHMH,416,Access Health Initiative,,"“Access Health Initiative” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $3,620,210.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3620210,0,3620210,0,0,0
HEALTH SERVICES,CUNY Child Care,CUNY,417,CUNY Child Care,,"“CUNY Child Care” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2019 adopted: $600,000.",0,0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,CUNY Research Institutes,CUNY,418,CUNY Research Institutes,,"“CUNY Research Institutes” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2019 adopted: $3,170,000.",0,0,0,0,0,0,0,0,3170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,CUNY Technical Apprenticeship Program,CUNY,419,CUNY Technical Apprenticeship Program,,"“CUNY Technical Apprenticeship Program” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $50,000.",0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Cancer Services,DHMH,420,Cancer Services,,"“Cancer Services” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $743,908.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743908,0,743908,743908,743908,743908,743908,743908,0,0
HEALTH SERVICES,Center for Puerto Rican Studies,CUNY,421,Center for Puerto Rican Studies,,"“Center for Puerto Rican Studies” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $970,000.",0,0,970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Child Health and Wellness,DHMH,422,Child Health and Wellness,,"“Child Health and Wellness” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2025 adopted: $664,719.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664719,664719,664719,364719,664719,664719,0,0,0,0
HEALTH SERVICES,Children and Families in NYC Homeless System,DHS,423,Children and Families in NYC Homeless System,,"“Children and Families in NYC Homeless System” — a HEALTH SERVICES discretionary initiative administered by DHS. FY2017 adopted: $1,000,000.",0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,City Council Merit-Based Scholarships,CUNY,424,City Council Merit-Based Scholarships,,"“City Council Merit-Based Scholarships” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $17,000,000.",0,0,17000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,City Council Merit-Based Scholarships – Fashion Institute of Technology (FIT),CUNY,425,City Council Merit-Based Scholarships – Fashion Institute of Technology (FIT),,"“City Council Merit-Based Scholarships – Fashion Institute of Technology (FIT)” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $375,000.",0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Creative Arts Team,CUNY,426,Creative Arts Team,,"“Creative Arts Team” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2019 adopted: $400,000.",0,0,372000,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,"DHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",Unspecified agency,427,"DHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",,"“DHMH, DSS/HRA, CUNY, H+H Ending the Epidemic” — a HEALTH SERVICES discretionary initiative administered by Unspecified agency. FY2025 adopted: $9,373,342.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373342,0,0,0,0,0
HEALTH SERVICES,"DOHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",Unspecified agency,428,"DOHMH, DSS/HRA, CUNY, H+H Ending the Epidemic",,"“DOHMH, DSS/HRA, CUNY, H+H Ending the Epidemic” — a HEALTH SERVICES discretionary initiative administered by Unspecified agency. FY2024 adopted: $9,373,342.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9373342,0,0,0,0,0,0,0
HEALTH SERVICES,Dominican Studies institute,CUNY,429,Dominican Studies institute,,"“Dominican Studies institute” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $970,000.",0,0,970000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Ending the Epidemic,DOHMH,430,Ending the Epidemic,,"“Ending the Epidemic” — a HEALTH SERVICES discretionary initiative administered by DOHMH. FY2023 adopted: $9,553,030.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9553030,9098092,0,0,0,0,0,0,0,0
HEALTH SERVICES,HIV/AIDS Faith Based,DOHMH,431,HIV/AIDS Faith Based,,"“HIV/AIDS Faith Based” — a HEALTH SERVICES discretionary initiative administered by DOHMH. FY2024 adopted: $1,966,311.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077320,0,1966311,1827147,0,0,0,0,0,0
HEALTH SERVICES,HIV/AIDS Faith and Community Based Initiative (formerly HIV/AIDS Faith Based Initiative),DHMH,432,HIV/AIDS Faith and Community Based Initiative (formerly HIV/AIDS Faith Based Initiative),,"“HIV/AIDS Faith and Community Based Initiative (formerly HIV/AIDS Faith Based Initiative)” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2025 adopted: $1,966,311.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966311,0,0,0,0,0
HEALTH SERVICES,HIV/AIDS Pathways to Care (Formerly Ending the Epidemic and HIV/AIDS Faith Community Based Initiative),Multiple agencies,433,HIV/AIDS Pathways to Care (Formerly Ending the Epidemic and HIV/AIDS Faith Community Based Initiative),,"“HIV/AIDS Pathways to Care (Formerly Ending the Epidemic and HIV/AIDS Faith Community Based Initiative)” — a HEALTH SERVICES discretionary initiative administered by Multiple agencies. FY2026 adopted: $11,339,653.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11339653,0,0,0
HEALTH SERVICES,Healthy Beginnings (Formerly Child Health and Wellness and Maternal and Child Health Services),DHMH,434,Healthy Beginnings (Formerly Child Health and Wellness and Maternal and Child Health Services),,"“Healthy Beginnings (Formerly Child Health and Wellness and Maternal and Child Health Services)” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $4,393,244.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393244,0,0,0
HEALTH SERVICES,Homeless Prevention Fund,HRA,435,Homeless Prevention Fund,,"“Homeless Prevention Fund” — a HEALTH SERVICES discretionary initiative administered by HRA. FY2017 adopted: $820,000.",0,0,0,0,820000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Joseph S. Murphy Institute for Worker Education,CUNY,436,Joseph S. Murphy Institute for Worker Education,,"“Joseph S. Murphy Institute for Worker Education” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2019 adopted: $1,000,000.",0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,MCCAP Initiative,DHMH,437,MCCAP Initiative,,"“MCCAP Initiative” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $2,014,114.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014114,1014114,2014114,1014114,0,0
HEALTH SERVICES,Managed Care Consumer Assistance Program,DOHMH,438,Managed Care Consumer Assistance Program,,"“Managed Care Consumer Assistance Program” — a HEALTH SERVICES discretionary initiative administered by DOHMH. FY2024 adopted: $953,787.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014114,1014114,953787,953787,0,0,0,0,0,0
HEALTH SERVICES,Maternal and Child Health Services,DHMH,439,Maternal and Child Health Services,,"“Maternal and Child Health Services” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2025 adopted: $3,728,525.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3728525,0,3728525,3728525,3728525,3728525,0,0,0,0
HEALTH SERVICES,Murphy Institute Center for Worker Education,CUNY,440,Murphy Institute Center for Worker Education,,"“Murphy Institute Center for Worker Education” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $100,000.",0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,New York City Food Policy Center at Hunter College,CUNY,441,New York City Food Policy Center at Hunter College,,"“New York City Food Policy Center at Hunter College” — a HEALTH SERVICES discretionary initiative administered by CUNY. FY2016 adopted: $200,000.",0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Peter F. Vallone Academic Scholarship,Multiple agencies,442,Peter F. Vallone Academic Scholarship,,"“Peter F. Vallone Academic Scholarship” — a HEALTH SERVICES discretionary initiative administered by Multiple agencies. FY2019 adopted: $14,924,669.",0,0,0,0,0,0,0,0,14924669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEALTH SERVICES,Reproductive & Sexual Health Services,DHMH,443,Reproductive & Sexual Health Services,,"“Reproductive & Sexual Health Services” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $654,423.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554423,0,554423,0,554423,0,654423,0,0,0
HEALTH SERVICES,Viral Hepatitis Prevention,DHMH,444,Viral Hepatitis Prevention,,"“Viral Hepatitis Prevention” — a HEALTH SERVICES discretionary initiative administered by DHMH. FY2026 adopted: $2,247,454.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366107,2366107,2247454,1688726,2247454,2158190,2247454,2247454,0,0
HIGHER EDUCATION INITIATIVES,Anti-Eviction and Housing Court Resources,HPD/HRA,445,Anti-Eviction and Housing Court Resources,,"“Anti-Eviction and Housing Court Resources” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by HPD/HRA. FY2017 adopted: $5,650,000.",0,0,0,0,5650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY Childcare Expansion,CUNY,446,CUNY Childcare Expansion,,"“CUNY Childcare Expansion” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2026 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,0,600000,0,600000,0,600000,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY Diversity Incubator,CUNY,447,CUNY Diversity Incubator,,"“CUNY Diversity Incubator” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2024 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY Public Service Training Corps,CUNY,448,CUNY Public Service Training Corps,,"“CUNY Public Service Training Corps” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2026 adopted: $2,400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY Research Institute,CUNY,449,CUNY Research Institute,,"“CUNY Research Institute” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2026 adopted: $5,500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,5500000,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY Research Institutes,CUNY,450,CUNY Research Institutes,,"“CUNY Research Institutes” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2024 adopted: $4,500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,4500000,4500000,0,0,0,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY School of Labor and Urban Studies,CUNY,451,CUNY School of Labor and Urban Studies,,"“CUNY School of Labor and Urban Studies” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2025 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY School of Labor and Urban Studies (SLU),CUNY,452,CUNY School of Labor and Urban Studies (SLU),,"“CUNY School of Labor and Urban Studies (SLU)” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2026 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,0,1200000,0,0,0,1200000,0,0,0
HIGHER EDUCATION INITIATIVES,CUNY Social Work Fellows,CUNY,453,CUNY Social Work Fellows,,"“CUNY Social Work Fellows” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2026 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,2000000,0,0,0
HIGHER EDUCATION INITIATIVES,Care Workers for Our Future,CUNY,454,Care Workers for Our Future,,"“Care Workers for Our Future” — a HIGHER EDUCATION INITIATIVES discretionary initiative administered by CUNY. FY2026 adopted: $400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,0,400000,0,400000,0,0,0
