member,organization,program,ein,amount,purpose
Stevens,"AIMHigh Empowerment Institute, Inc.",Gun Violence Prevention Taskforce,813143733,5000,Funds will support engagement of Council District 16 youth in the Gun Violence Prevention Taskforce.
Abreu,Ali Forney Center,,300104507,6000,Funding to support Ali Forney Center services for LGBTQ homeless youth in Council District 7.
Bottcher,Ali Forney Center,,300104507,7000,"Funding to support maintaining AFC's 24-hour, year-round Drop-In Center."
Jordan,Ali Forney Center,Harlem Love,300104507,25000,"Funds will be used to LGBTQ programming/services including workshops to support healthy relationships, support group in Council District 9."
Marte,Ali Forney Center,LGBTQ Homeless Youth - Council District 1,300104507,5000,Funding will support program and services for homeless LGBTQ Youth in Council District 1.
Sanchez,Ali Forney Center,LGBTQ Homeless Youth - Council District 14,300104507,5000,Funds will be used to support wraparound services and drop in office services for LGBTQ youth.
Nurse,Ali Forney Center,LGBTQ Homeless Youth Services - Council District 37,300104507,10000,"Funds will support AFC's LGTBQ Homeless Youth Services in Council District 37, including critical food, shelter and clothing, expanded mental health services, and job training and skills development. Cabán Ali Forney Center - Services for LGBTQ Homeless Youth - Council District 22"
,"Funds will support AFC's LGTBQ Homeless Youth Services in Council District 37, including critical food, shelter and clothing, expanded mental health services, and job training and skills development. Cabán Ali Forney Center",Services for LGBTQ Homeless Youth - Council District 22,300104507,10000,Funding will support the wraparound services provided at the Emergency Housing site located in Council District 22.
Lee,"Alley Pond Environmental Center, Inc.",,112405466,18000,To fund environmental education programs.
Ung,"Alley Pond Environmental Center, Inc.",Environmental Education,112405466,5000,To support programming costs for environmental education for students and residents of Council District 20.
De La Rosa,Amber Charter School,Healthy Scholars Program - About U,134119814,5000,Funds will be used to support programming of their Healthy Scholars program.
Paladino,"American Debate League, Inc.",Council District 19,471624385,5000,"Funding will support the Youth Speech, Debate, and Leadership programs in Council District 19."
Brewer,"American Debate League, Inc.","Youth Speech, Debate, & Leadership Program",471624385,2000,"Funds will be used to support Youth Speech, Debate, & Leadership Program."
Narcisse,"American Debate League, Inc.","Youth Speech, Debate, & Leadership Program",471624385,3000,"Funds will be used to provide youth speech, debate, leadership programs and activities throughout the school year and summer in the Council District."
Lee,"American Martyrs Roman Catholic Church, Inc.",Athletic Programs,111816736,9000,To help support facilities costs for athletic programs.
Vernikov,"Amudim Community Resources, Inc.",,470984801,17250,Funding to support crisis intervention & management services for at risk youth.
Yeger,"Amudim Community Resources, Inc.",,470984801,6000,"Funds will be used for crisis intervention and management of issues relating to drugs, mental health, domestic violence, at-risk youth, and sexual abuse."
Kagan,"Apna Brooklyn Community Center, Inc.",Youth Services,820706930,5000,"Funds will be used for social, recreational and sports activities for children from ages 5- 18."
Mealy,"Approaching Storm Marching Band, The",Council District 41,204507213,25000,"Funds will provide 1-on-1 and classroom instruction on the history, curriculum, culture and traditions of Historical Black Colleges and Universities."
De La Rosa,"Armory Foundation, The","College Prep, City Track, Little Feet & Tiny Feet Athletic Programs",133680286,15000,"To support programming of the College prep for Middle and High School Students. Also to support programming for City Track, Little Feet and Tiny feet. Page 155 Appendix C: Youth Discretionary Ossé Asase Yaa Cultural Arts Foundation"
,"To support programming of the College prep for Middle and High School Students. Also to support programming for City Track, Little Feet and Tiny feet. Page 155 Appendix C: Youth Discretionary Ossé Asase Yaa Cultural Arts Foundation",,352381871,10000,Funding for School of the Arts program and their youth summer employment initiative.
Lee,"Asian-American Coalition for Children and Families, Inc.",,133682471,7500,Funding to support expense related to programming and services for disadvantaged youth.
Ung,"Asian-American Coalition for Children and Families, Inc.",Asian American Student Advocacy Program,133682471,5000,"To fund the participation of Council District 20 students in the Asian American Student Advocacy Program (ASAP), a youth leadership program that promotes college and career readiness among immigrant students and ELLs."
Marte,"Asian-American Coalition for Children and Families, Inc.",Asian American Student Advocacy Project (ASAP),133682471,5000,Funds will be used to support programs and services associated with the Asian American Student Advocacy Project (ASAP).
Schulman,"Asian-American Coalition for Children and Families, Inc.",Asian American Student Advocacy Project (ASAP),133682471,5000,"To support Asian American Student Advocacy Project (ASAP), providing youth leadership programming and services."
Brooks-Powers,"ATLED, Inc.",Council District 31,133550709,2000,"Funding to support the purchase more outdoor play equipment for the children, classroom supplies and furniture, and Smart boards in Council District 31."
Lee,"Autism Society Habilitation Organization, Inc.",,474857582,5000,Funding to support general and operating expenses.
Salamanca,"Banana Kelly Community Improvement Association, Inc.",Youth Education Program - Council District 17,132934000,20000,Funding to support the Youth Educational Program (YEP).
Abreu,Bank Street College of Education,Liberty LEADS @ Bank Street College,135562167,5000,To support program costs of the Liberty LEADS program for Council District 7 students.
Brooks-Powers,"Battalion Pentecostal Assembly, Inc.","Royal Rangers, Daughters of Purpose & Youth Ignition",364391337,9000,"Funds are to be used for program support in Council District 31, regarding STEM education and financial literacy."
Paladino,Bayside Little League,Youth Sports Program,521234764,7500,Funding will be used for purchasing and upgrading equipment as well as operating costs.
Hanif,"BCT Brooklyn Children's Theatre, Inc.",Council District 39,452906089,5000,Funding to support operating costs of Community-Based Summer programming.
Menin,"Beat the Streets Wrestling, Inc.",Roosevelt Island,204343247,5000,To fund youth wrestling programs at Roosevelt Island facility. Ossé Bedstuy Sluggers Baseball League
,To fund youth wrestling programs at Roosevelt Island facility. Ossé Bedstuy Sluggers Baseball League,,465241276,7500,"Funding for uniforms, training equipment, and facilities the org's little league."
Hudson,"Bella Abzug Leadership Institute, Inc.",Journey to Leadership,300280807,5000,"Funding to support leadership development and debate training programs for girls and young women, 13-21 years old, the majority of whom are young women of color."
Narcisse,Bergen Basin Community Development Corporation d/b/a Millennium Development,Neighborhood Youth Services,113199040,80000,"Funding to provide youth & family services including comprehensive after school programming at three local elementary schools, PS 276K & PS 279K in Canarsie and PS 222K in Marine Park."
Kagan,Bergen Basin Community Development Corporation d/b/a Millennium Development,Youth programs - Council District 47,113199040,5000,"Funds will be used for back to school programs, youth related activities for the National Night Out."
Gennaro,Beth Gavriel Bukharian Congregation,,113336257,5000,"Funding to support the expenses associated with youth programming including arts/crafts, music, literature activities, and sports."
Schulman,Beth Gavriel Bukharian Congregation,After-School Programs - Council District 29,113336257,30000,Funds will support an after-school program that helps kids with homework and extracurricular activities in Council District 29. Page 156 Appendix C: Youth Discretionary
Schulman,Beth Gavriel Bukharian Congregation,Youth Programming,113336257,15000,"Funding to support the operating expenses associated with after school programs and activities including arts & crafts, music, drama, literature, sports, homework help, general recreation and fun."
Restler,"Beyond Boxing, Inc.",Education & Training - Council District 33,464347474,5000,"Beyond Boxing classroom/curricular instruction and boxing training for justice-involved youth. Ossé Big Apple Leadership Academy for the Arts, Inc. - Council District 36"
,"Beyond Boxing classroom/curricular instruction and boxing training for justice-involved youth. Ossé Big Apple Leadership Academy for the Arts, Inc.",Council District 36,842688048,5000,Funds will be used to support youth programming and services within Council District 36.
Bottcher,"Big Brothers Big Sisters of New York City, Inc.",,135600383,4500,"Funds to support Community-Based Mentoring, Workplace Mentoring, Professional Opportunity Days/STARS Group Mentoring, College & Career Success Programs"
Hanks,"Big Brothers Big Sisters of New York City, Inc.",,135600383,5000,Funds will support mentoring and youth development programs in Council District 49.
Powers,"Big Brothers Big Sisters of New York City, Inc.",,135600383,5000,Funding will support mentorship programming for bigs and littles in Council District 4.
Rivera,"Big Brothers Big Sisters of New York City, Inc.",,135600383,1500,Funds will support Big Brothers Big Sisters programs and operations.
Riley,"Big Brothers Big Sisters of New York City, Inc.",Council District 12,135600383,5000,Funds will be used to support programming and operations in Council District 12.
Narcisse,"Big Brothers Big Sisters of New York City, Inc.",Council District 46,135600383,5000,Funding to support the provision of mentoring and youth development programs in Council District 46.
Farias,"Big Brothers Big Sisters of New York City, Inc.",Mentoring & Development,135600383,10000,"Funds will support youth with mentoring and development programming and services in Council District 18 in conjunction with Council Member and, including but not limited to, community centers, NYCHA complexes, and educational and interfaith institutions."
Restler,"Billion Oyster Project, Inc.",Council District 33,272918478,5000,"To support activities of the Billion Oyster Project School Network in Council District 33. Avilés Billion Oyster Project, Inc. - School Network - Council District 38"
,"To support activities of the Billion Oyster Project School Network in Council District 33. Avilés Billion Oyster Project, Inc.",School Network - Council District 38,272918478,25000,"To support Council District 38 schools participating in BOP, and support ongoing professional development and field support for participating teachers."
Marte,"BioBus, Inc.",Council District 1,262092282,5000,To provide an interactive science education program throughout District 1 by means of a mobile lab outside schools.
Brewer,"BioBus, Inc.",Education Programs,262092282,5000,Funds will support Interactive science education programs in schools.
Mealy,"Bk Patriots Youth Organization, Inc.",Council District 41,832273363,25000,Funds will provide youth programming and services within Council District 41.
Nurse,"BK ROT, Inc.",Youth Programming & Workshops,473925112,25000,"Funds will provide support for BK Rot's ongoing youth jobs and programming, including food scrap hauling, expanding partner gardens, increasing infrastructure for organics processing, and hosting waste educational workshops."
Holden,"Blau Weiss Gottschee, Inc.",,116074351,8000,Funds to be used for operating expenses for soccer pre-academy and youth sporting programs including the cost of gym and field rentals.
Ariola,Blessed Trinity Roman Catholic Church,Youth Sports Program,262885471,25000,Funds will be used to support Blessed Trinity's Youth Sports program.
Abreu,Bloomingdale School of Music,,132562192,5000,Funding to support the operating expenses associated of Project Bridge and Music Access Project programming for Council District 7 students. Page 157 Appendix C: Youth Discretionary
Brewer,Bloomingdale School of Music,Training Program,132562192,5000,Funds will support student training program.
Joseph,Bonnie Boys Club,,116075963,11000,"Funding to support the Baseball program, including the purchase of equipment and general operational expenses."
Nurse,Bonnie Boys Club,,116075963,5000,"Funds will support recruitment, outreach, and general program development for sports services for Council District 37 youth."
Louis,Bonnie Boys Club,Council District 45,116075963,4000,Funding will be used to support a year-long youth baseball program as well as a mentorship program that works to provide counseling and aid student athletes in the college admissions process in Council District 45.
Lee,"Bowne House Historical Society, Inc., The",,116111192,3000,To support educational programming at Bowne House.
Ung,"Bowne House Historical Society, Inc., The",Archives Digitization Online Project,116111192,5000,To support digitization of the Bowne House’s archives and educational programming for schools and residents of Council District 20.
Ariola,Boy Scouts of America,Greater New York Council,131624015,5000,Funds will be used for scouting programs and purchasing equipment.
Holden,Boy Scouts of America,Greater New York Council,131624015,5000,Funds to be used to support Boy and Cub Scout in Council District 30 and to purchase materials and supplies for scout troops.
Velazquez,Boy Scouts of America,Greater New York Council,131624015,10000,Funding to support scouting programs in Council District 13
Farias,Boy Scouts of America,Greater New York Council - Council District 18,131624015,5000,"Funding will be used to carry out character-building education and enrichment programs to youth ages 5-18 in Council District 18 in partnership/including but not limited to, community centers, NYCHA complexes, and educational and interfaith institutions."
Paladino,Boy Scouts of America,Greater New York Council - Council District 19,131624015,7500,"Funding will be used to carry out character building cub scout, scouts BSA, and exploring programs-in Council District 19."
Gennaro,Boy Scouts of America,Greater New York Council - Council District 24,131624015,5000,"Funding will be used to carry out character-building Cub Scout, Boy Scout, and Exploring programs, to youth ages 6-20 in the Council District 24."
Joseph,Boy Scouts of America,Greater New York Council - Council District 40,131624015,7000,"Funding will be used to carry out character-building education and enrichment programs to youth ages 5-20 in Council District 40, including staff support, local program events, and program resources."
Menin,Boy Scouts of America,Greater New York Council - Council District 5,131624015,5000,Funds will be used to support scouting in Council District 5.
Ung,Boy Scouts of America,Greater New York Council - NYC Scouting & Exploring,131624015,5000,"Funding to carry out Scouting programs, including youth development and character- building programs for youth in Council District 20."
Hanks,Boy Scouts of America,Greater New York Council - Scouting & Exploring,131624015,5000,Funds will be used to carry out character-building education and enrichment programs to youth ages 5-18 in Council District 49.
Adams,"Boys & Girls Club of Metro Queens, Inc.",,111966067,15000,Funds will support after-school and summer programming to youth at the Club.
Ariola,"Boys & Girls Club of Metro Queens, Inc.",,111966067,40000,Funds will be used to support after school programs.
Schulman,"Boys & Girls Club of Metro Queens, Inc.",Afterschool & Summer Program,111966067,5000,To provides after-school and summer programming to youth ages 5-18 in under resourced neighborhoods in Council District 29 and Queens.
Abreu,"Boys and Girls Club of Harlem, Inc.",,133102951,15000,Funding to support the Project Learn program in Council District 7.
Ayala,"Boys Club of New York, Inc., The",Sports Club,135591750,5000,To support the athletic programming of the Sports Club.
Riley,"Bracketville Books Youth Education and Sports, Inc.",Council District 12,872575993,10000,To provide athletic and educational programming for children in Council District 12. Ossé Bridge Street Development Corporation
,To provide athletic and educational programming for children in Council District 12. Ossé Bridge Street Development Corporation,,113250772,27250,Funding for the MYBASE program and implementation of a Youth Advisory Council in Council District 36. Page 158 Appendix C: Youth Discretionary
Nurse,"Bridge the Gap Youth, Inc.",Perimeter Sports Leagues,471393536,5000,Funds will support community youth athletics programming for Council District 37 youth.
Barron,"Bridge the Gap Youth, Inc.",Perimeter Sports Leagues - Council District 42,471393536,10000,Funding to support operating expense costs for community youth athletics programming in Council District 42.
Lee,"Broadway League, Inc., The",,130951470,7000,"Funding will be used for students to watch streamed Broadway and West End productions from classrooms, home environments, or in person. Also, make Broadway more accessible to students and encourage career opportunities in the industry."
Paladino,"Broadway League, Inc., The",Broadway Bridges,130951470,7500,Funding will support the Broadway Bridges Program.
Powers,"Broadway League, Inc., The",Broadway Bridges,130951470,5000,"Funding will support Broadway Bridges, which gives tenth graders tickets to Broadway shows."
Farias,Bronx Community Cable Programming Corporation,,133545233,5000,Funds will support BronxNet Youth Arts and Media program for Council District 18 youth.
Velazquez,"Bronx House, Inc.",,131739935,75000,"Funding will be used for the Tween / Teen Center recreational dance, music, art and social programming and college readiness and college tour educational programming."
Hanif,"Brooklyn Arts Exchange, Inc.",,113071458,10000,Funding to support free and low-cost access to the arts for children.
Hudson,"Brooklyn Arts Exchange, Inc.",BAX Equity & Access Youth Initiatives,113071458,5000,"To support equity and arts access youth initiatives in Council District 35, including after- school classes and young artist mentoring services. Gutiérrez Brooklyn Ballers Sports, Youth and Educational Corporation"
,"To support equity and arts access youth initiatives in Council District 35, including after- school classes and young artist mentoring services. Gutiérrez Brooklyn Ballers Sports, Youth and Educational Corporation",,651209020,30000,"To support youth basketball, character education, and general administration."
Nurse,"Brooklyn Ballers Sports, Youth and Educational Corporation",Fire & Ice Basketball League & Youth Mentorship Programs,651209020,20000,"Funds will support sports and childhood development services including basketball programming, mentorship, and educational and literacy programming for Council District 37 youth."
Restler,"Brooklyn Boatworks, Inc.","Building Skills, Building Community - Council District 33",271509754,2000,"Funds will be used to support the purchase of educational tools and supplies, and classroom instructors for after-school programming in Council District 33."
Hudson,"Brooklyn Book Bodega, Inc.",Interrupting Barriers to Book Ownership,833811732,10000,"Funding to host community events in Council District 35 during which children, adolescents, and families will be able to self-select books to add to home libraries."
Restler,"Brooklyn Book Bodega, Inc.",Interrupting Barriers to Book Ownership - Council District 33,833811732,5000,To support programming for book sorting and distribution to community partners.
Joseph,"Brooklyn Bridge Park Conservancy, Inc.",Council District 40,133277651,4500,"Funds will be used for operational support of the Environmental Education program to provide youth in Council District 40, an opportunity to learn about sustainability, recycling, aquatic ecology, and scientific observation."
Restler,"Brooklyn Bridge Park Conservancy, Inc.",Environmental Education Program - Council District 33,133277651,5000,To support the Environmental Education program for Council District 33 students. Avilés
Brooklyn,"Chinese-American Association, Inc.",BCA Youth Services - Council District 38,113065859,25000,"Funding to support after-school enrichment programming at P. S. 105K (20K105), including staff support, arts & crafts supplies and field trips."
Brannan,"Brooklyn Chinese-American Association, Inc.",Public School 69K Vincent D. Grippo School (20K069),113065859,4000,The requested funds will be used toward BCA's After-School Enrichment Program at PS
Kagan,"Brooklyn Emerge, Inc.",Youth Development Program,851491905,5000,Funds will support Afterschool Enrichment Initiative.
Restler,Brooklyn Kindergarten Society,The Sensory Gym,111631820,5000,"To support the curriculum development and staffing for the Sensory Gym. Page 159 Appendix C: Youth Discretionary Ossé Brooklyn Pitbulls Youth Football, Inc."
,"To support the curriculum development and staffing for the Sensory Gym. Page 159 Appendix C: Youth Discretionary Ossé Brooklyn Pitbulls Youth Football, Inc.",,770611633,5000,Funding will support athletic programs.
Hudson,"Brooklyn Pitbulls Youth Football, Inc.",Youth Athletic Programming - District 35,770611633,10000,"Funding to support youth organizational sports such as football, soccer for girls 6-12 (Brooklyn Fury), and speed, agility and strength training."
Brannan,"Brooklyn USA Sports Association, Inc.",,811070700,10000,Funds will support the operation of youth basketball programs in Council District 43.
Restler,"Brooklyn Youth Chorus Academy, Inc.",Education & Performance Program - Council District 33,113129249,5000,"To support the Choral Music Education and Performance program and the operating expenses of the Financial Aid Initiative in Council District 33. Ossé Brooklyn Youth Enrichment, Inc."
,"To support the Choral Music Education and Performance program and the operating expenses of the Financial Aid Initiative in Council District 33. Ossé Brooklyn Youth Enrichment, Inc.",,844402745,5000,"Funding for programming, operational costs and street festival."
Hanif,"Brooklyn Youth Music Project, Inc.",,274831801,4000,Funding to provide youth the opportunity to participate in an audition based school- year long program with three levels of orchestra and two levels of jazz ensemble and a two-week intensive summer music camp.
Abreu,"Brotherhood Sister Sol, Inc., The",,133857387,15000,Funding to support The Brotherhood Sister Sol Environmental Program in Council District 7.
Marte,"CAMBA, Inc.",Forsyth Satellite Academy,112480339,5000,Funding to support CAMBA’s Learning to Work Program at Forsyth Satellite Academy
Narcisse,"CAMBA, Inc.",heepshead Bay - Youth Leadership,112480339,7500,Funding to provide youth programming and recreational activities at CAMBA Sheepshead Bay.
Brannan,"CAMBA, Inc.",Kids Unite Program @ Public School 170K (20K170),112480339,5000,Kids Unite at P.S. 170 in Bay Ridge.
Louis,"CAMBA, Inc.",Public School 361K East Flatbush Early Childhood School (22K361) - Beacon Afterschool Program,112480339,3500,Funds will support CAMBA Youth Leadership at Beacon 361K (22K361) .
Narcisse,"CAMBA, Inc.",South Shore Educational Complex - Youth Leadership,112480339,7500,Funding to provide youth programming and recreational activities at South Shore Educational Complex.
Joseph,Careers through Culinary Arts Program,Academy of Hospitality & Tourism,133662917,5000,Funding will support career readiness support and guidance for students at Academy of Hospitality and Tourism in Council District 40.
Joseph,Caribbean American Center of New York,,133443781,10000,Funds will be used to support Youth Ambassador Mentoring Training STEM Youth Program (CACNY-YAMTSP) and academic support.
Louis,Caribbean American Center of New York,Council District 45,133443781,7000,"Funding to support youth programming including staff support and to support college visits through transportation, school supplies, clothes, shoes for homeless families in Council District 45."
Hudson,Caribbean American Center of New York,"Youth Ambassador Mentoring, Training & STEM Youth Program (YAMTSP) - District 35",133443781,5000,"Funding to support STEM, college test-prep tutors, and other supportive operating expenses."
Brewer,"Cash Camp, Inc dba WorldofMoney",Financial Education Training,203813654,5000,Funds will be used to provide Financial Education Training for youth.
Salamanca,"Casita Maria, Inc.",After School Music Programming - Council District 17,131623994,20000,Funds will be used to cover the costs associated with the after-school music programs.
Salamanca,"Castle Hill Little League, Inc.",League Operations & Equipment,510256112,15000,Funding will be used for league operations & equipment. Page 160 Appendix C: Youth Discretionary
Farias,"Castle Hill Little League, Inc.",Little League Baseball,510256112,8500,"Funding to support operational expenses associated with Little League Baseball, including but not limited to league uniforms, baseball equipment, trophies, field maintenance equipment and the rental cost for the use the gymnasium and baseball field."
Abreu,"Catholic Charities Community Services, Archdiocese of New York",,135562185,5000,Funding to support Alianza Sports Tournaments at La Plaza Beacon.
Salamanca,"Catholic Charities Community Services, Archdiocese of New York",Back to School Program - Council District 17,135562185,20000,Funding to be utilized for back to school programs in Council District 17.
Brewer,"Catholic Charities Community Services, Archdiocese of New York",College Readiness Program - Innovation Diploma Plus HS (03M404),135562185,5000,Funds will be used to support College Readiness Program at Innovation Diploma Plus HS (03M404).
Stevens,"Catholic Charities Community Services, Archdiocese of New York",Summer & After-School Programming - Council District 16,135562185,10000,"Funding to support summer and afterschool programs in Council District 16, including event expenses and other expenditures."
Joseph,"Catholic Charities Neighborhood Services, Inc.",Council District 40,112047151,6000,Funds will support Youth Empowerment Strategies for Success (YESS) Brooklyn programming and services in Council District 40.
Carr,Catholic Charities of Staten Island,,135562286,10000,Funding to offset operational expenses associated with programming and services of the CYO program.
Borelli,Catholic Charities of Staten Island,Catholic Youth Organization (CYO),135562286,5000,Funding will be used to support CYO programming and services.
Borelli,Catholic Charities of Staten Island,Catholic Youth Organization (CYO),135562286,10000,Funding will be used to support CYO programming and services.
Kagan,Center for Alternative Sentencing and Employment Services,At Risk Youth Program - Council District 47,132668080,6000,Funds will provide job-readiness services targeting young people
Hanif,"Center for Anti-Violence Education (CAE), Inc., The",Empowerment Self-Defense & Upstander Programs,112444676,10500,"Funding to support Empowerment Self-Defense and Upstander programming for those most at risk of violence, as well as their allies in Council District 39."
Adams,"CGE LAB, Inc.",,824810947,5000,"Funds will support academic and recreational afterschool program, including summer sporting event, for youth of Council District 28."
Lee,Chabad of Eastern Queens,,113395107,5000,Funds will be used to provide disadvantaged children with scholarships to Camp Gan Israel.
Lee,"Chabad of Northeastern Queens, Inc.",,113207716,3000,Funding to support general and operating expenses.
Paladino,"Chabad of Northeastern Queens, Inc.",Smile On Children,113207716,5000,"Funding to support Summer Camp, After-School Programming - homework help, music and movement, gym classes, art classes, Zumba/Yoga instruction, Martial Arts."
Schulman,"Chabad of Rego Park Corona, Inc.",Teen Programming - Council District 29,113454297,5000,To support programming and services on the mental and emotional health of teens affected by Covid-19 and parenting workshops.
Brewer,"Chamber Music Society of Lincoln Center, Inc.",Youth Education & Community Engagement Programming,132628036,5000,Funds will support Youth Education & Community Engagement Programming.
Gennaro,"CHAZAQ Organization USA, Inc.",,462148352,10000,"Funds will provide services for youth including counseling, homework help, recreation, sports, outings, social gatherings, games, and music."
Hanif,"Chess-in-the-Schools, Inc.",,136119036,5000,Funding to provide general operating support for the chess in schools program. Page 161 Appendix C: Youth Discretionary
Joseph,"Chess-in-the-Schools, Inc.",,136119036,10000,Funds will support chess programming in Council District 40.
Narcisse,"Chess-in-the-Schools, Inc.",,136119036,5000,"Funds will be used to provide chess programming to schools and youth in Council District 46. Funds will also support School Program, Tournament Program, College Bound Program, and Teacher Training Institute. Ossé Chess-in-the-Schools, Inc."
,"Funds will be used to provide chess programming to schools and youth in Council District 46. Funds will also support School Program, Tournament Program, College Bound Program, and Teacher Training Institute. Ossé Chess-in-the-Schools, Inc.",,136119036,10000,Funding for chess education programs and tournament programs.
Ung,"Chess-in-the-Schools, Inc.",Chess Programming - Council District 20,136119036,5000,"To support chess programming for students and teachers in Council District 20, including Public School 20Q."
Marte,"Chess-in-the-Schools, Inc.",Council District 1,136119036,5000,"To support in-school and after-school programs in Council District 1 including tournaments at public schools, college-bound program, and teacher training institute."
Feliz,"Chess-in-the-Schools, Inc.",Council District 15,136119036,20000,"Funds will support chess programming for students such as School Program, Tournament Program, College Bound Program, and Teacher Training Institute."
Stevens,"Chess-in-the-Schools, Inc.",Council District 16,136119036,5000,"Funds will go to cover cost of running chess programs, summer camp, tournaments, College Bound program, and Teacher Training institute for youth in Council District 16."
Moya,"Chess-in-the-Schools, Inc.",Council District 21,136119036,20000,To support chess program and tournament in Council District 21.
Brooks-Powers,"Chess-in-the-Schools, Inc.",Council District 31,136119036,4000,Funding will support educational enrichment and instruction for students at Council District 31 schools.
Powers,"Chess-in-the-Schools, Inc.",Council District 4,136119036,15000,Funding will support the Chess-in-the-Schools tournament program in Council District 4.
Menin,"Chess-in-the-Schools, Inc.",Council District 5,136119036,10000,To fund the Scholastic Tournament Program for a Chess Tournament hosted in Council District 5.
Farias,"Chess-in-the-Schools, Inc.",Girls in Chess Program - Council District 18,136119036,10000,"Funds will support Girls in Chess Program in Council District 18 in conjunction with Council Member and, including but not limited to, community centers, NYCHA complexes, and educational and interfaith institutions."
Abreu,"Chess-in-the-Schools, Inc.","School Program, Tournament Program, College Bound Program & Teacher Training - Council District 7",136119036,7500,"Funding to support a School Tournament, Teacher Training, virtual and after school programs in Council District 7."
Kagan,"Child and Youth Development Center My Way, Inc.","Child & Youth Art, Dance, Sports & Multicultural Program - Council District 47",462934141,8000,"Funds will be used for educational programs that will consist of music, dance, art, and sports and gymnastics classes."
Adams,"Child Center of NY, Inc., The",,111733454,22000,Funding will support Wellness Center Programming at Council District 28 schools.
Hudson,"Child Center of NY, Inc., The",Aspirations Diploma Plus High School & Ebbets Field Middle School,111733454,5000,Funds will be used to support the after school based youth development programming at Aspirations Diploma Plus HS and Ebbets Field MS.
Brooks-Powers,"Child Center of NY, Inc., The",Council District 31,111733454,20000,Funding to support for programmatic support for Cornerstones in Council District 31.
Schulman,"Child Center of NY, Inc., The",Home Visits & Prevention Programs - Council District 29,111733454,10000,"To support home visits and preventive services provided to at-risk children, adolescents, and families living in Queens."
Lee,"Child Center of NY, Inc., The",Junior High School 74Q (26Q074),111733454,12000,Funds would be used to support programming at the Middle School program at Junior High School 74Q. Page 162 Appendix C: Youth Discretionary
Menin,"Child Center of NY, Inc., The",Public School/Intermediate School 217M (02M217),111733454,15000,To support the afterschool program PS/IS 217 Roosevelt Island (02M217).
