resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Borelli On Your Mark, Inc.",Therapeutic Horse Program,133128315,-5000,DHMH,816,120,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,"Borelli On Your Mark, Inc.",Art Program,133128315,5000,DHMH,816,120,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,Dromm Congregation Beit Simchat Torah,,237406899,-5000,DHMH,816,112,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Dromm Congregation Beit Simchat Torah,,237406899,5000,DYCD,260,312,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Rosenthal School of American Ballet, Inc.",Community Outreach,131275970,-4000,DCLA,126,003,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,"Rosenthal School of American Ballet, Inc.",,131275970,4000,DCLA,126,003,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Levin School of American Ballet, Inc.",Community Outreach Program,131275970,-3000,DCLA,126,003,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,"Levin School of American Ballet, Inc.",,131275970,3000,DCLA,126,003,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,Port Richmond High School Boy's Track & Field Team,Port Richmond High Rose School Girls Cross Country/Track & Field,136643607,-5000,DOE,040,402,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Department of Education,Port Richmond High School - Girl's Cross Country Rose Track & Field Team,136400434,5000,DOE,040,402,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,Port Richmond High School Boy's Track & Field Team,Port Richmond High Rose School Raider Men Cross-country/Track & Field Team,136643607,-5000,DOE,040,402,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Department of Education,Port Richmond High School - Boy's Cross Country Rose Track & Field Team,136400434,5000,DOE,040,402,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Holden,New York City H2O,,453860014,-1500,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Holden,Department of Parks and Recreation,,136400434,1500,DPR,846,006,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Holden,"D. Diaz Muna Social Services, Inc.",,844338493,-5000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Holden,"D. Diaz Forest Park Trust, Inc.",,311558645,5000,DPR,846,006,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Speaker,"Butterflies By Blaq, Inc.","Pink Butterfly Program, Custom Cranial Prosthesis, and Donate and Create program",454874876,-45000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Speaker,"Butterflies By Blaq, Inc.",,454874876,45000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Speaker,Reynoso Myrtle Avenue District Management Association,,112912570,-20000,SBS,801,002,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Speaker,Reynoso New York City H2O,,453860014,10000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Speaker,Reynoso St. Nick's Alliance Corporation,,510192170,10000,HPD,806,009,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Rivera,"United Jewish Council of the East Side, Inc.",Lillian Wald Senior Center,132735378,-2000,DFTA,125,003,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Rivera,"United Jewish Council of the East Side, Inc.",Lilian Wald Houses,132735378,2000,DFTA,125,003,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Rivera,Miller Department of Parks and Recreation,Family Day - Council District 27,136400434,-15000,DPR,846,006,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Rivera,Miller Department of Parks and Recreation,Fitness Events - Council District 27,136400434,-10000,DPR,846,006,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Rivera,"Miller King of Kings Foundation, Inc.",,030583790,20000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Rivera,Miller Queens Center Of The Arts,,822358175,5000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Rivera,Miller Department of Transportation,,136400434,-5000,DOT,841,011,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Rivera,Miller Queens Center Of The Arts,,822358175,5000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,Rivera,"Cumbo Institute for Community Equity and Sharing, Inc.",Food Justice & Youth,830909234,-19000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,Rivera,"Cumbo Institute for Community Equity and Sharing, Inc.",,830909234,19000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,Levin Department of Transportation,Bike Helmet Giveaway - Council District 33,136400434,-5000,DOT,841,011,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Levin Greenpoint Reformed Church,,112100335,5000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,Kallos Manhattan Community Board #11,Spirit of Service Festival,136400434,-2500,MNCB,351,002,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Kallos Manhattan Community Board #11,,136400434,2500,MNCB,351,002,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,Roman Catholic Church of the Holy Child Jesus in the Borough of Queens in Ulrich the City of New York,Golden Age Club,111639802,-5000,DFTA,125,003,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Roman Catholic Church of the Holy Child Jesus in the Borough of Queens in Ulrich the City of New York,,111639802,5000,DYCD,260,312,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Dromm Queens Lesbian and Gay Pride Committee, Inc.",,113146598,-5000,DYCD,260,005,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,Dromm Queens Historical Society,,237016007,5000,DCLA,126,003,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Dromm Queens Lesbian and Gay Pride Committee, Inc.",,113146598,-5000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,"Dromm LGBT Center Intercultural Collective, Inc.",,824397912,5000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Rose Brothers Care, Inc.",19th Annual West Brighton Harmony Day Free Street Fair,261422585,-5000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,"Rose Jewish Community Center of Staten Island, Inc.",,135562256,5000,DYCD,260,005,,
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,rescind,,,"Brothers Care, Inc.",Annual West Brighton Harmony Day Free Street Fair & Rose Other Events,261422585,-5000,DYCD,260,312,,**
8,2021-06-30,Local Initiatives - Fiscal 2021,2021,designate,,,"Rose Jewish Community Center of Staten Island, Inc.",,135562256,5000,DYCD,260,005,,**
8,2021-06-30,Youth Discretionary - Fiscal 2021,2021,rescind,,,"Rosenthal P.S. 75 Parent-Teacher Association, Ltd.",Afterschool Program,133497284,-10000,DYCD,260,312,,
8,2021-06-30,Youth Discretionary - Fiscal 2021,2021,designate,,,"Rosenthal P.S. 75 Parent-Teacher Association, Ltd.",,133497284,10000,DYCD,260,312,,
8,2021-06-30,Youth Discretionary - Fiscal 2021,2021,rescind,,Powers,"Educational Alliance, Inc., The",Daddy & Me Swimming Program - 14th Street Y,135562210,-10000,DYCD,260,312,,
8,2021-06-30,Youth Discretionary - Fiscal 2021,2021,designate,,Powers,"Educational Alliance, Inc., The",14th Street Y,135562210,10000,DYCD,260,312,,
