resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Housing Court Answers, Inc.",Manhattan Housing Court Information Project Levine,133317188,-5000,HPD,806,009,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Housing Court Answers, Inc.",Manhattan Housing Court Information Project Levine,133317188,5000,DSS/HRA,069,107,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Housing Court Answers, Inc.",Staten Island Housing Court Information Rose Project,133317188,-5000,HPD,806,009,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Housing Court Answers, Inc.",Staten Island Housing Court Information Rose Project,133317188,5000,DSS/HRA,069,107,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Kallos Housing Court Answers, Inc.",,133317188,-1000,HPD,806,009,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Kallos Housing Court Answers, Inc.",,133317188,1000,DSS/HRA,069,107,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Holden Greater Ridgewood Youth Council, Inc., The",,112518141,-7500,DYCD,260,312,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Holden Greater Ridgewood Youth Council, Inc., The",,112518141,7500,DYCD,260,005,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Deutsch Council of Jewish Organizations of Flatbush, Inc.",,112864728,-10000,DHMH,816,121,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Deutsch Shema Kolainu,Hear Our Voices,113503085,10000,DHMH,816,121,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Constantinides Art House Astoria Conservatory for Music and Art, Inc.",Art Programs,270940116,-5000,DCLA,126,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Fund for the City of New York, Inc.",Jamaica Bay Rockaway Parks Constantinides Conservancy,132612524,5000,DYCD,260,312,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,Constantinides Jackson Heights Beautification Group,,112925587,-6165,DYCD,260,005,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Constantinides City University of New York,CUNY One Boat,133893536,6165,CUNY,042,001,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Federation of Organizations for the New York State Mentally Disabled, Inc.",Grodenchik Big Nosh Vocational Services,237237931,-5000,DHMH,816,113,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Federation of Organizations for the New York State Mentally Disabled, Inc.",Grodenchik 6th Street Residency Program,237237931,5000,DHMH,816,113,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,Grodenchik Department of Parks and Recreation,Alley Pond Park,136400434,-500,DPR,846,006,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Grodenchik Department of Transportation,Bike Helmet Giveaway - Council District 23,136400434,500,DOT,841,011,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,Speaker,"Friends of Hudson River Park, Inc.",,134112913,-150000,DPR,846,006,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,Speaker,"Friends of Hudson River Park, Inc.",,134112913,150000,DYCD,260,005,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,Speaker,Cohen Department of Parks and Recreation,,136400434,-3500,DPR,846,006,,***
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,Speaker,"Cohen New York Junior Tennis League, Inc.",,237442256,3500,DYCD,260,312,,***
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,Speaker,Cohen Department of Parks and Recreation,,136400434,-1500,DPR,846,006,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,Speaker,Cohen Department of Transportation,Council District 11,136400434,-8500,DOT,841,011,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,Speaker,"Cohen Community-Word Project, Inc.",,134114145,5000,DCLA,126,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,Speaker,"Cohen Northwest Bronx Community and Clergy Coalition, Inc.",,132806160,5000,DHMH,816,117,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,Ayala Manhattan Community Board #11,,136400434,-10000,MNCB,351,002,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Ayala Boys Club of New York, Inc., The",,135591750,10000,DYCD,260,312,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,Barron Department of Youth and Community Development,,136400434,-150000,DYCD,260,005,*,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Barron Man Up, Inc.",,030553092,150000,DYCD,260,312,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Johnson Friends of Hudson River Park, Inc.",,134112913,-5000,DPR,846,006,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Johnson Friends of Hudson River Park, Inc.",,134112913,5000,DYCD,260,005,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Friends of Hudson River Park, Inc.",Hudson River Park Estuary Lab Levine (Environmental Education Programming),134112913,-3500,DPR,846,006,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Friends of Hudson River Park, Inc.",Hudson River Park Estuary Lab Levine (Environmental Education Programming),134112913,3500,DYCD,260,005,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Holden Federazione Italo-Americana of Brooklyn & Queens, Inc.",,113044143,-2500,DYCD,260,005,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Holden Associazione Culturale Italiana di New York, Inc.",,264316546,2500,DYCD,260,005,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Powers Carnegie Hill Neighbors, Inc.",,133300409,-5000,DYCD,260,005,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Powers Council on the Environment, Inc.",,132765465,-5000,DYCD,260,005,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Powers Waterside Tenants Association,,562596903,10000,DYCD,260,005,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Perkins Northern Manhattan Perinatal Partnership, Inc.",Fathers Forward Program,133782555,-10000,DHMH,816,113,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Perkins Northern Manhattan Perinatal Partnership, Inc.",Best Baby Zone,133782555,10000,DHMH,816,113,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Gjonaj Bronx Council on the Arts, Inc.",,132601303,-15000,DCLA,126,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,Gjonaj City Island Historical Society,,112734516,-5000,DCLA,126,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,Gjonaj Department of Cultural Affairs,,136400434,-10000,DCLA,126,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Gjonaj Bronx House, Inc.",,131739935,-25000,DFTA,125,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Gjonaj HANAC, Inc.",,112290832,-10000,DFTA,125,003,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Gjonaj Bicentennial Veterans Memorial Park, Inc.",,900515119,-10000,DPR,846,006,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,"Gjonaj Bronx House, Inc.",,131739935,47000,DYCD,260,312,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Gjonaj Wildcat Service Corporation,,132725423,20000,DYCD,260,005,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Gjonaj Department of Youth and Community Development,,136400434,8000,DYCD,260,005,,**
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,rescind,,,"Gjonaj Bronx House, Inc.",,131739935,-30000,DYCD,260,312,,
2,2019-08-14,Local Initiatives - Fiscal 2020,2020,designate,,,Gjonaj Wildcat Service Corporation,,132725423,30000,DYCD,260,005,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Matteo Sports and Arts in Schools Foundation, Inc.",,113112635,-5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Matteo New York Edge,,113112635,5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Levin Sports and Arts in Schools Foundation, Inc.",,113112635,-3000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Levin New York Edge,,113112635,3000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Sports and Arts in Schools Foundation, Inc.",Afterschool and Summer Koslowitz Camp,113112635,-7000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Koslowitz New York Edge.,Afterschool and Summer Camp,113112635,7000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Grodenchik Sports and Arts in Schools Foundation, Inc.",,113112635,-7500,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Grodenchik New York Edge,,113112635,7500,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Koo Sports and Arts in Schools Foundation, Inc.",,113112635,-5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Koo New York Edge,,113112635,5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Vallone Sports and Arts in Schools Foundation, Inc.",,113112635,-10000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Vallone New York Edge,,113112635,10000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Eugene Sports and Arts in Schools Foundation, Inc.",,113112635,-5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Eugene New York Edge,,113112635,5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Sports and Arts in Schools Foundation, Inc.",After School Programs & Levine Summer Camps,113112635,-3500,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Levine New York Edge,After School Programs & Summer Camps,113112635,3500,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Diaz Sports and Arts in Schools Foundation, Inc.",,113112635,-5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Diaz New York Edge,,113112635,5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Sports and Arts in Schools Foundation, Inc.",After School & Summer Rose Camps,113112635,-5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Rose New York Edge,After School & Summer Camps,113112635,5000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Sports and Arts in Schools Foundation, Inc.",After-School and Summer Louis Camps,113112635,-4000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Louis New York Edge,After-School and Summer Camps,113112635,4000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,"Lancman Sports and Arts in Schools Foundation, Inc.",,113112635,-4000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,Lancman New York Edge,,113112635,4000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,Barron Department of Youth and Community Development,,136400434,-60000,DYCD,260,312,*,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,"Barron Man Up, Inc.",,030553092,60000,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,rescind,,,Powers Department of Youth and Community Development,,136400434,-3500,DYCD,260,312,,
2,2019-08-14,Youth Discretionary - Fiscal 2020,2020,designate,,,"Powers Helen Keller International, Inc.",,135562162,3500,DYCD,260,312,,
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,rescind,,,"Rosenthal Housing Court Answers, Inc.",Housing Court Assistance,133317188,-5000,HPD,806,009,,**
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,designate,,,"Rosenthal Housing Court Answers, Inc.",Housing Court Assistance,133317188,5000,DSS/HRA,069,107,,**
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,rescind,,,"Gjonaj Jewish Community Council of Pelham Parkway, Inc.",,133099520,-25000,DYCD,260,005,,
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,rescind,,,"Gjonaj Educators for Student Success Association, Inc.",,814449558,-10000,DYCD,260,312,,
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,designate,,,"Gjonaj Educators for Student Success Association, Inc.",,814449558,15000,DYCD,260,312,,
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,designate,,,"Gjonaj Not On My Watch, Inc.",,823809384,5000,DYCD,260,005,,
2,2019-08-14,Anti-Poverty Initiative - Fiscal 2020,2020,designate,,,Gjonaj Department of Youth and Community Development,,136400434,15000,DYCD,260,005,,
2,2019-08-14,Aging Discretionary - Fiscal 2020,2020,rescind,,,"Cornegy Noble Touch, Inc., The",,811117188,-5000,DFTA,125,003,*,
2,2019-08-14,Aging Discretionary - Fiscal 2020,2020,designate,,,"Cornegy Neighborhood Housing Services of Brooklyn (Bedford-Stuyvesant) CDC, Inc.",,471717438,5000,DFTA,125,003,,
2,2019-08-14,Aging Discretionary - Fiscal 2020,2020,rescind,,,Rodriguez Department for the Aging,,136400434,-15000,DFTA,125,003,,
2,2019-08-14,Aging Discretionary - Fiscal 2020,2020,designate,,,"Rodriguez Agudath Israel of America Community Services, Inc.",,133975090,15000,DFTA,125,003,,
2,2019-08-14,Aging Discretionary - Fiscal 2020,2020,rescind,,,"Gjonaj Council of Belmont Organizations, Inc.",,132755323,-5000,DFTA,125,003,,
2,2019-08-14,Aging Discretionary - Fiscal 2020,2020,designate,,,Gjonaj Northeast Bronx Association,,134131325,5000,DFTA,125,003,,
2,2019-08-14,Boroughwide Needs - Fiscal 2020,2020,rescind,,,Brooklyn Delegation Department of Youth and Community Development,,136400434,-17500,DYCD,260,312,,
2,2019-08-14,Boroughwide Needs - Fiscal 2020,2020,rescind,,,Brooklyn Delegation Together We Are,,270213447,-7500,DYCD,260,312,,
2,2019-08-14,Boroughwide Needs - Fiscal 2020,2020,designate,,,"Brooklyn Delegation Congregation Kehilas Belz USA, Inc.",,113143733,7000,DYCD,260,312,,
2,2019-08-14,Boroughwide Needs - Fiscal 2020,2020,designate,,,"Brooklyn Delegation Grace Family Services, Inc.",,202765775,5000,DYCD,260,005,,
