resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,"Fiscal Member Organization EINNumber Agency Amount Agy# U/A FiscalConduit/SponsoringOrganization ConduitEIN * CC QueensCommunityHouse,Inc.",,112375583,-10000,DYCD,,,.00) 260 005,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,"CC QueensCommunityHouse,Inc.",,112375583,10000,DFTA,,,.00 125 003,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,"Dilan RidgewoodBushwickSeniorCitizensCouncil,Inc.",,112453853,-75000,DFTA,,,.00) 125 003,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,"Dilan RidgewoodBushwickSeniorCitizensCouncil,Inc.",,112453853,75000,DYCD,,,.00 260 005,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,Eugene ErasmusNeighborhoodFederation,,112490986,-5000,DYCD,,,.00) 260 005,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,Eugene ErasmusNeighborhoodFederation,,112490986,5000,HPD,,,.00 806 009,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,"Weprin ChildCenterofNewYork,Inc.,The",,111733454,-5000,DYCD,,,.00) 260 312,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,"Weprin CenterfortheWomenofNewYork,Inc.,The",,112876688,5000,DYCD,,,.00 260 005,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,"CC EastRiverDevelopmentAlliance,Inc.",,861096987,-200000,OCJC,,,.00) 098 002,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,"CC EastRiverDevelopmentAlliance,Inc. BayRidgeBensonhurstBeautification",,861096987,200000,NYCHA,,,.00 098 002,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,Gentile BellaVoceInc.,,205096250,-1500,DCLA,,,.00) 126 003 PreservationAllianceInc 11-3233233 *,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,Gentile BellaVoceInc.,,205096250,1500,DCLA,,,.00 126 003 *,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,Vann BedfordStuyvesantRestorationCorporation,,116083182,-15000,DSBS,,,.00) 801 002,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,Vann BedfordStuyvesantRestorationCorporation,,116083182,15000,DYCD,,,.00 260 005,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,James GroundswellCommunityMuralProject,,113427213,-3500,DYCD,,,.00) 260 005,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,"James CouncilofJewishOrganizationsofFlatbush,Inc.",,112864728,3500,DYCD,,,.00 260 005,
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,"Brooklyn Delegation CrownHeightsJewishCommunityCouncil,Inc.",,237390996,-4219,DYCD,,,.00) 260 005,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,designate,,,"Brooklyn Delegation BrooklynHousingandFamilyServices,Inc.",,112412584,4219,HPD,,,.00 806 009,**
2,2012-08-22,LocalInitiatives-Fiscal2013,2013,rescind,,,"Crowley GlendaleCivilianObservationPatrol,Inc.,The",,112502910,-3500,DYCD,,,.00) 260 005,
