resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2011-08-17,Local Initiatives,,rescind,,,Oddo Enrichment Through the Arts,,113051230,-3500,DCA,,,.00) 126 003 *,**
1,2011-08-17,Local Initiatives,,designate,,,Oddo Enrichment Through the Arts,,113051230,3500,DYCD,,,.00 260 312 *,**
1,2011-08-17,Local Initiatives,,rescind,,,Oddo Joe Gheraldi Playwright Theater,,550862258,-3000,DCA,,,.00) 126 003 *,**
1,2011-08-17,Local Initiatives,,designate,,,Oddo Joe Gheraldi Playwright Theater,,550862258,3000,DYCD,,,.00 260 312 *,**
1,2011-08-17,Local Initiatives,,rescind,,,James Brooklyn Transition Center P753K,,690210637,-4000,DOE,,,.00) 040 402,
1,2011-08-17,Local Initiatives,,designate,,,James Public School K753,School for Career Development,690210637,4000,DOE,,,.00 040 402,
1,2011-08-17,Local Initiatives,,rescind,,,Queens College Foundation Inc for,Queens College Arts Crowley Center,116080521,-3500,DCA,,,.00) 126 003 *,**
1,2011-08-17,Local Initiatives,,designate,,,Queens College Foundation Inc for,Queens College Arts Crowley Center,116080521,3500,CUNY,,,.00 042 001 *,**
1,2011-08-17,Local Initiatives,,rescind,,,"Crowley Sacred Music Choral of Richmond Hill, Inc.",,113457320,-2000,DCA,,,.00) 126 003 Greater Woodhaven Development Corporation 11-2508190,
1,2011-08-17,Local Initiatives,,designate,,,"Crowley Sacred Music Choral of Richmond Hill, Inc.",,113457320,2000,DYCD,,,.00 260 312 Greater Woodhaven Development Corporation 11-2508190,
1,2011-08-17,Local Initiatives,,rescind,,,Rose National Lighthouse Museum,,134055215,-5000,DCA,,,.00) 126 003,**
1,2011-08-17,Local Initiatives,,designate,,,Rose National Lighthouse Museum,,134055215,5000,DYCD,,,.00 260 312,**
1,2011-08-17,Local Initiatives,,designate,,,"Rose Serenade at Historic Christ Church, Inc. 26-2609767 Rose Serenade at Historic Christ Church, Inc.",,262609767,1000,DYCD,,,.00 260 312 Jewish Community Council of Staten Island 13-5562256,
1,2011-08-17,Local Initiatives,,rescind,,,"Rose Varsity Club of Staten Island, Inc.",,133993270,-2000,DYCD,,,.00) 260 312,
1,2011-08-17,Local Initiatives,,designate,,,"Rose Varsity Club of Staten Island, Inc.",,133993270,2000,DYCD,,,.00 260 312 Jewish Community Council of Staten Island 13-5562256,
1,2011-08-17,Local Initiatives,,rescind,,,"Catholic Charities Community Services, Archdiocese of Oddo New York",,135562185,-4500,DFTA,,,.00) 125 003,
1,2011-08-17,Local Initiatives,,designate,,,"Oddo Catholic Charities Neighborhood Services, Inc.",,112047151,4500,DFTA,,,.00 125 003,
1,2011-08-17,Local Initiatives,,rescind,,,Crowley Woodhaven Cultural Historical Society Inc,,113099784,-4000,DYCD,,,.00) 260 005 Greater Woodhaven Development Corporation 11-2508190,
1,2011-08-17,Local Initiatives,,designate,,,Crowley Woodhaven Cultural Historical Society Inc,,113099784,4000,DYCD,,,.00 260 005,
1,2011-08-17,Local Initiatives,,rescind,,,"Eugene Caribbean Cultural Theatre, Inc.",,830508237,-3500,DCA,,,.00) 126 003,**
1,2011-08-17,Local Initiatives,,designate,,,"Eugene Caribbean Cultural Theatre, Inc.",,830508237,3500,DYCD,,,.00 260 005,**
1,2011-08-17,Local Initiatives,,rescind,,,Lander Committee to Improve Carroll Park,,112592742,-2000,DCA,,,.00) 126 003,**
1,2011-08-17,Local Initiatives,,designate,,,Lander Committee to Improve Carroll Park,,112592742,2000,DYCD,,,.00 260 312,**
1,2011-08-17,Local Initiatives,,rescind,,,Levin 572574 Warren St Tenants Association,,800685710,-5000,DYCD,,,.00) 260 005 *,**
1,2011-08-17,Local Initiatives,,designate,,,Levin 572574 Warren St Tenants Association,,800685710,5000,NYCHA,,,.00 098 002 *,**
1,2011-08-17,Youth Discretionary,,rescind,,,"Crowley Blau-Weiss Gottschee, Inc.",,116074351,-5000,DYCD,,,".00) 260 312 Greater Ridgewood Youth Council, Inc. 11-2518141 *",
1,2011-08-17,Youth Discretionary,,designate,,,"Crowley Blau-Weiss Gottschee, Inc.",,116074351,5000,DYCD,,,".00 260 312 Maspeth Town Hall, Inc. 23-7259702 *",
1,2011-08-17,Youth Discretionary,,rescind,,,"Crowley Shooting Stars of Queens, Inc.",,200019695,-3500,DYCD,,,.00) 260 312 Greater Woodhaven Development Corporation 11-2508190,
1,2011-08-17,Youth Discretionary,,designate,,,"Crowley Shooting Stars of Queens, Inc.",,200019695,3500,DYCD,,,".00 260 312 Maspeth Town Hall, Inc. 23-7259702",
1,2011-08-17,Youth Discretionary,,rescind,,,Gennaro Young Israel of Queens Valley,,133613262,-10000,DYCD,,,.00) 260 312,
1,2011-08-17,Youth Discretionary,,designate,,,Gennaro Young Israel of Queens Valley,,112267876,10000,DYCD,,,.00 260 312,
1,2011-08-17,Youth Discretionary,,rescind,,,"Chin Hamilton-Madison House, Inc.",,135562412,-5000,DYCD,,,.00) 260 312,
1,2011-08-17,Youth Discretionary,,designate,,,"Chin Chinese American Planning Council, Inc.",,136202692,5000,DYCD,,,.00 260 312,
1,2011-08-17,Day Care Center PEG Restoration,,rescind,,,"American-Italian Coalition of Organizations, Inc. (AMICO) – Court Street Day Care",,112660297,-825000,ACS,,,.00) 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,designate,,,"Administration for Children’s Services [American-Italian Coalition of Organizations, Inc. (AMICO) – Court Street Day Care]",,112660297,825000,ACS,,,.00 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,rescind,,,BBCS Duffield Children’s Center,,111630780,-1366101,ACS,,,.00) 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,designate,,,Administration for Children’s Services [BBCS Duffield Children’s Center],,111630780,1366101,ACS,,,.00 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,designate,,,Bethel Baptist Day Care Center 11-2244360 Administration for Children’s Services [Bethel Baptist Day Care Center],,112244360,853389,ACS,,,.00 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,rescind,,,Bethel Mission – Sheldon Weaver Day Care Center,,060983254,-1367264,ACS,,,.00) 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,designate,,,Administration for Children’s Services [Bethel Mission – Sheldon Weaver Day Care Center],,060983254,1367264,ACS,,,.00 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,rescind,,,La Puerta Abierta – PAL,,135596811,-1008932,ACS,,,.00) 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,designate,,,Administration for Children’s Services [La Puerta Abierta – PAL],,135596811,1008932,ACS,,,.00 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,rescind,,,Strong Place Day Care Center,,112203754,-1014314,ACS,,,.00) 068 004,
1,2011-08-17,Day Care Center PEG Restoration,,designate,,,Administration for Children’s Services [Strong Place Day Care Center],,112203754,1014314,ACS,,,.00 068 004,
1,2011-08-17,Asthma Control Program,,rescind,,,Asthma Control Program,,136400434,-500000,DOHMH,,,.00) 816 113,
1,2011-08-17,Asthma Control Program,,designate,,,Bronx Lebanon Hospital,,131974191,75000,DOHMH,,,.00 816 113,
1,2011-08-17,Asthma Control Program,,designate,,,Long Island College Hospital,,111018985,75000,DOHMH,,,.00 816 113,
1,2011-08-17,Asthma Control Program,,designate,,,Department of Health and Mental Hygiene,,136400433,100000,DOHMH,,,.00 816 113,
1,2011-08-17,Asthma Control Program,,designate,,,"Department of Health and Mental Hygiene Union Settlement Association, Inc. 13-1632530",,136400434,100000,DOHMH,,,.00 816 113,
1,2011-08-17,Asthma Control Program,,designate,,,Queens Comprehensive Perinatal Council,,112870422,75000,DOHMH,,,.00 816 113,
1,2011-08-17,Alternatives to Incarceration,,rescind,,,Alternatives to Incarceration,,136400434,-3350000,MISC,,,.00) 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"Center for Alternative Sentencing and Employment Services (CASES), Inc.",,132668080,635025,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,Center for Community Alternatives' Crossroads Program,,161395992,315228,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"Center for Employment Opportunities (CEO), Inc.",,133843322,347207,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"Education and Assistance Corporation (EAC), Inc.",,237175609,927590,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"Fortune Society, Inc., The",,132645436,200100,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"Legal Action Center of the City of New York, Inc., The",,132756320,105075,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"Osborne Association, Inc., The",,135563028,388325,MISC,,,.00 098 002,
1,2011-08-17,Alternatives to Incarceration,,designate,,,"MISC 098 002 Women's Prison Association's Hopper Home, Inc.",,135596836,431450,,,,.00,
1,2011-08-17,Cancer Initiative,,rescind,,,Cancer Initiative,,136400434,-1425000,DOHMH,816,113,,
1,2011-08-17,Cancer Initiative,,designate,,,American-Italian Cancer Foundation,,133035711,175500,DOHMH,816,113,,
1,2011-08-17,Cancer Initiative,,designate,,,"Charles B. Wang Community Health Center, Inc.",,132739694,40500,DOHMH,816,113,,
1,2011-08-17,Cancer Initiative,,designate,,,"Gilda's Club New York, Inc.",,134046652,40000,DOHMH,816,113,,
1,2011-08-17,Cancer Initiative,,designate,,,"Self-Help for Women with Breast or Ovarian Cancer (SHARE), Inc.",,133131914,87000,DOHMH,816,113,,
1,2011-08-17,Cancer Initiative,,designate,,,"Astoria/Queens Share-ing and Care-ing, Inc.",,113220371,82000,DOHMH,816,113,,
1,2011-08-17,Cancer Initiative,,designate,,,American Cancer Society,,160743902,1000000,DOHMH,816,113,,
1,2011-08-17,Children under Five Initiative,,rescind,,,Children under Five Initiative,,136400434,-1250000,DOHMH,,,.00) 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,Albert Einstein College of Medicine of Yeshiva University,,131624225,400000,DOHMH,,,.00 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,"OHEL Children's Home and Family Services, Inc.",,116078704,100000,DOHMH,,,.00 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,"Jewish Board of Family and Children's Services, Inc. (aka Pride of Judea)",,135564937,75000,DOHMH,,,.00 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,"Safe Horizon, Inc. Safe Space, Inc. 11-1711014",,132946970,100000,DOHMH,,,.00 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,University Settlement Society of New York,,135562374,200000,DOHMH,,,.00 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,"Child Center of New York, Inc., The",,111733454,115000,DOHMH,,,.00 816 120,
1,2011-08-17,Children under Five Initiative,,designate,,,"Staten Island Mental Health Society, Inc.",,135623279,60000,DOHMH,,,.00 816 120,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,rescind,,,Injection Drug Users Health Alliance (IDUHA),,136400434,-1000000,DOHMH,,,.00) 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"Citiwide Harm Reduction Program, Inc.",,134009817,66879,DOHMH,,,.09 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"New York Harm Reduction Educators, Inc.",,133678499,76654,DOHMH,,,.46 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,St. Ann's Corner of Harm Reduction,,133724008,61608,DOHMH,,,.32 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"After Hours Project, Inc. Family Services Network of New York 11-2592651",,331007278,72743,DOHMH,,,.46 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"Housing Works, Inc.",,133584089,24942,DOHMH,,,.97 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,New York City AIDS Housing Network (NYCAHN),,134094385,92539,DOHMH,,,.23 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"Foundation for Research into Sexually Transmitted Diseases, Inc.",,133387630,61940,DOHMH,,,.60 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,Harlem United Community AIDS Center,,133461695,22887,DOHMH,,,.29 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,Harm Reduction Coalition,,943204958,23441,DOHMH,,,.76 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"Lower East Side Harm Reduction Center, Inc.",,133727641,70147,DOHMH,,,.60 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,Positive Health Project,,133845305,49749,DOHMH,,,.58 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"Praxis Housing Initiatives, Inc.",,133832223,30714,DOHMH,,,.28 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,Public Health Solutions,,135669201,69767,DOHMH,,,.44 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"Safe Horizon, Inc. (Streetwork)",,132946970,50751,DOHMH,,,.13 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,Washington Heights Corner Project,,208672015,75835,DOHMH,,,.32 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,"AIDS Center of Queens County, Inc.",,112837894,53383,DOHMH,,,.13 816 112,
1,2011-08-17,Injection Drug Users Health Alliance (IDUHA),,designate,,,Community Health Action of Staten Island (formerly SI AIDS Taskforce),,133556132,46524,DOHMH,,,.85 816 112,
1,2011-08-17,Mental Health Contracts,,rescind,,,Mental Health Contracts,,136400434,-450000,DOHMH,,,.00) 816 120,
1,2011-08-17,Mental Health Contracts,,designate,,,Department of Health and Mental Hygiene,,136400434,40000,DOHMH,,,.00 816 120,
1,2011-08-17,Mental Health Contracts,,designate,,,"Center for Urban and Community Services, Inc.",,133687891,100000,DOHMH,,,.00 816 120,
1,2011-08-17,Mental Health Contracts,,designate,,,"Children's Aid Society, The",,135562191,95000,DOHMH,,,.00 816 120,
1,2011-08-17,Mental Health Contracts,,designate,,,"Coalition of Behavioral Health Agencies, Inc., The Federation Employment and Guidance Service (FEGS), Inc. 13-1624000",,132729071,85000,DOHMH,,,.00 816 120,
1,2011-08-17,Mental Health Contracts,,designate,,,"Greenwich House, Inc.",,135562204,25000,DOHMH,,,.00 816 120,
1,2011-08-17,Mental Health Contracts,,designate,,,"Child Center of New York, Inc., The",,111733454,45000,DOHMH,,,.00 816 120,
1,2011-08-17,Obesity Intervention Program,,rescind,,,Obesity Intervention Program,,136400434,-1300000,DOHMH,,,.00) 816 113,
1,2011-08-17,Obesity Intervention Program,,designate,,,Foundation for the Advancement of Cardiac Therapies-Health Corp.,,261269358,750000,DOHMH,,,.00 816 113,
1,2011-08-17,Obesity Intervention Program,,designate,,,Harlem Hospital Center,,133092676,300000,DOHMH,,,.00 816 113,
1,2011-08-17,Obesity Intervention Program,,designate,,,"New York Road Runners Foundation, Inc.",,133987945,250000,DOHMH,,,.00 816 113,
1,2011-08-17,Geriatric Mental Health Services,,rescind,,,Geriatric Mental Health Services,,136400434,-2000000,DOHMH,,,.00) 816 120,
1,2011-08-17,Geriatric Mental Health Services,,designate,,,"Bronx Jewish Community Council, Inc.",,132744533,79000,DOHMH,,,.00 816 120,
1,2011-08-17,Geriatric Mental Health Services,,designate,,,"BronxWorks, Inc.",,133254484,84000,DOHMH,,,.00 816 120,
