resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Osse Asase Yaa Cultural Arts Foundation,,352381871,-5000,DYCD,260,005,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Osse Asase Yaa Cultural Arts Foundation,,352381871,5000,DCLA,126,003,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,"Neighborhood Housing Services of Queens CDC, Inc.",Comprehensive Won Housing Assistance - Council District 26,471267077,-10000,DFTA,125,003,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,"Neighborhood Housing Services of Queens CDC, Inc.",Comprehensive Won Housing Assistance - Council District 26,471267077,10000,HPD,806,009,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,"Brooks-Powers Neighborhood Housing Services of Queens CDC, Inc.",Council District 31,471267077,-8000,DFTA,125,003,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,"Brooks-Powers Neighborhood Housing Services of Queens CDC, Inc.",Council District 31,471267077,8000,HPD,806,009,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Borelli Staten Island Historical Society,,131985514,-15000,DCLA,126,015,,
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Borelli Department of Cutlural Affairs,,136400434,15000,DCLA,126,015,,
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Borelli Department of Cutlural Affairs,,136400434,-15000,DCLA,126,015,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,"Borelli Blue Lives Matter-NYC, Inc.",,473000392,15000,DYCD,260,005,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Theory 9 Incorporated,Kingsbridge Afterschool Programming & Evening Open Sanchez Gyms,871072144,-10000,DYCD,260,312,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Sanchez Department of Youth and Community Development,,136400434,10000,DYCD,260,312,,
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Sanchez Department of Youth and Community Development,,136400434,-10000,DYCD,260,312,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Department of Education,Intermediate School X303 Leadership & Community Sanchez Service (09X303),136400434,5000,DOE,040,402,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Sanchez Department of Education,Public School 246X Poe Center (10X246),136400434,5000,DOE,040,402,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,"Farias Ballroom Basix USA, Inc.",Council District 18,273218865,-10000,DCLA,126,003,,
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,"Ballroom Basix USA, Inc.",Bronx Little School (12X691) & Public School 536X Farias (12X536),273218865,10000,DCLA,126,003,,
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Nurse Department of Youth and Community Development,,136400434,-10000,DYCD,260,005,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Nurse Department of Sanitation,Mobile Litter Patrol - Council District 17,136400434,10000,DSNY,827,102,,**
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,rescind,,,Won Evangel Church,Food Pantry,112622478,-25000,DYCD,260,005,,
3,2023-10-05,Local Initiatives - Fiscal 2024,2024,designate,,,Won Department of Youth and Community Development,,136400434,25000,DYCD,260,005,,
3,2023-10-05,Aging Discretionary - Fiscal 2024,2024,rescind,,,"Mosholu-Montefiore Community Center, Inc.",Mosholu Montefiore Feliz Neighborhood Senior Center,133622107,-10000,DFTA,125,003,,
3,2023-10-05,Aging Discretionary - Fiscal 2024,2024,designate,,,"Feliz Council of Belmont Organizations, Inc.",Public Benefits Support,132755323,10000,DFTA,125,003,,
