category,initiative,award_type,member,organization,program,ein,amount,agency,purpose
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Eugene Brooklyn Housing and Family Services, Inc.",,112412584,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Reynoso Bushwick Housing Independence Project (BHIP),,201518304,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"CAMBA, Inc.",,112480339,4500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"CAMBA, Inc.",,112480339,6000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Eugene CAMBA, Inc.",,112480339,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Palma,Care For the Homeless,,133666994,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mealy,"Caribbean American Sports and Cultural Youth Movement (CASYM, Inc.)",,112778372,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Eugene Caribbean Women's Health Association, Inc.",,133323168,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Koslowitz,"Catholic Charities Neighborhood Services, Inc.",,112047151,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Ferreras Catholic Migration Services, Inc.",,112634818,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Lander Center for Anti-Violence Education (CAE, Inc., The)",,112444676,8000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Ignizio Center for Arts Education, Inc.",,133938080,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Constantinides Central Astoria Local Development Coalition, Inc.",,112652331,37500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Williams,Central Brooklyn Legal Services Corp,,465144468,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rose,Central Family Life Center,,133626127,5000,,New York City Council Finance Division Page 11
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Lander Chhaya Community Development Corporation,,113580935,7500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"Children's Aid Society, The",,135562191,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mark-Viverito,"Children's Aid Society, The",,135562191,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rodriguez,"Children's Aid Society, The",,135562191,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rose,"Children's Aid Society, The",,135562191,8000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rose,Christ Church of New Brighton,,135596851,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Eugene Church Avenue District Management Association,,112835403,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Johnson Church of Holy Apostles,,132892297,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Chin Church Street School of Music and Art,,133693660,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mealy,"Citizens Committee for New York City, Inc.",,510171818,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Arroyo City Harvest, Inc.",,133170676,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"City Harvest, Inc.",,133170676,4500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Garodnick,"City Harvest, Inc.",,133170676,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"City Harvest, Inc.",,133170676,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Palma,"City Harvest, Inc.",,133170676,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,"Civic Association Serving Harlem, Inc. (CASH)",,133765625,5500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Eugene Claire Heureuse Community Center, Inc.",,260364816,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rose,College of Staten Island,,136400434,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Arroyo Committee for Hispanic Children and Families, Inc., The",,112622003,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Torres Committee for Hispanic Children and Families, Inc., The",,112622003,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Greenfield Community Center of the Rockaway Peninsula, Inc.",,113064561,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Ulrich,"Community Center of the Rockaway Peninsula, Inc.",,113064561,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Eugene Community Concerns Network, Inc.",,203419400,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rose,Community Health Action of Staten Island,,133556132,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"Community League of the Heights, Inc.",,132564241,12500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rodriguez,"Community League of the Heights, Inc.",,132564241,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,"Connect, Inc.",,020694269,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Williams,"Council of Jewish Organizations of Flatbush, Inc.",,112864728,7000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Chin Council of Senior Centers and Services of New York City, Inc.",,132967277,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Kallos,"Council on the Environment, Inc.",,132765465,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Koslowitz,"Council on the Environment, Inc.",,132765465,3000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Gibson Crenulated Company LTD, The",,141719016,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Ignizio Cross-Road Foundation, Inc.",,133634741,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,"Developing Opportunities Through Meaningful Education (DOME Project, Inc.)",,133060257,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rosenthal,"Doe Fund, Inc., The",,133412540,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"Dominican Women's Development Center, Inc.",,133593885,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Downtown Brooklyn Partnership, Inc.",,205323707,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Constantinides East River Development Alliance, Inc.",,861096987,9000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Van Bramer East River Development Alliance, Inc.",,861096987,22000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Richards,Eastern Queens Alliance,,201723492,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Barron,EDIFY Communities of New York,,200177748,30000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Lancman,"Educational Center for New Americans, Inc.",,113173201,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"El Puente de Williamsburg, Inc.",,112614265,3500,,New York City Council Finance Division Page 12
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Ferreras Elmcor Youth and Adult Activities, Inc.",,112224539,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,"Episcopal Social Services of New York, Inc.",,133709095,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Espinal Family Services Network of New York,,112592651,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Treyger,"Federation of Italian American Organizations of Brooklyn, Ltd.",,112507910,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mendez,"Federation of Protestant Welfare Agencies, Inc.",,135562220,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Fifth Avenue Committee, Inc.",,112475743,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,"Fifth Avenue Committee, Inc.",,112475743,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Arroyo Food Bank for New York City, The",,133179546,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Food Bank for New York City, The",,133179546,2000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,"Food Bank for New York City, The",,133179546,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"Food Bank for New York City, The",,133179546,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Cabrera Fordham Road District Management Association, Inc., The",,260117797,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dromm,"Fortune Society, Inc., The",,132645436,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Gibson Gambian Society in New York, Inc.",,133904936,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Gibson Garifuna Coalition USA, Inc.",,223890531,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Barron,"George Walker, Jr. Community Coalition, The",,113341395,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,Goddard Riverside Community Center,SRO Law Project,131893908,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,Goddard Riverside Community Center,SRO Law Project,131893908,6000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Chin God's Love We Deliver, Inc.",,133366846,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"God's Love We Deliver, Inc.",,133366846,2500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Torres God's Love We Deliver, Inc.",,133366846,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Matteo,Grace Foundation of New York,,134131863,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Wills Greater Bethel Community Development Corp.,,320000557,35000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Reynoso Greater Ridgewood Restoration Corporation,,112382250,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Crowley,Greater Woodhaven Development Corporation,,112508190,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Deutsch,"Guardians of the Sick, Inc.",,116003433,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Greenfield Guardians of the Sick, Inc.",,116003433,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Williams,"Haitian American Business Network, Inc.",,470939800,13500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,Harlem Dowling Westside Center for Children and Family Services,,133030378,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,Harlem Mother's Stop Another Violent End (S.A.V.E.),,260847222,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,"Harvest Home Farmer’s Market, Inc.",,061800512,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mealy,Highland Park Community Development Corporation,,113462888,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mark-Viverito,"Hispanic Federation, Inc.",,133573852,30000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rodriguez,"Hispanic Federation, Inc.",,133573852,50000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Hollaback, Inc.",,273199988,4500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,"Hollaback, Inc.",,273199988,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Van Bramer Hour Children,,133647412,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Garodnick,"Housing Conservation Coordinators, Inc.",,510141489,3500,,"Cohen Jewish Board of Family and Children's Services, Inc. (aka Pride of"
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Judea),,135564937,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Greenfield Jewish Community Council of Greater Coney Island, Inc.",,112665181,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Treyger,"Jewish Community Council of Greater Coney Island, Inc.",,112665181,30000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Vacca Jewish Community Council of Pelham Parkway, Inc.",,133099520,18000,,New York City Council Finance Division Page 13
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Ulrich,"Jewish Community Council of the Rockaway Peninsula, Inc.",,112425813,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Menchaca,"Juan Neumann Center, Inc.",,861081834,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Lancman,"Kew Gardens Hills Community Foundation, Inc.",,510506762,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Cohen Kingsbridge Riverdale Van Cortlandt Development Corporation,,133097905,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Vallone,Korean American Family Service Center (KAFSC),,133609811,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mark-Viverito,"La Casa de la Herencia Cultural Puertorriquena, Inc.",,133205023,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,Leap Inc.,,113111694,3000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Constantinides Legal Aid Society,,135562265,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Menchaca,Legal Aid Society,,135562265,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Palma,Legal Information for Families Today (LIFT),,133910567,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Wills Legal Information for Families Today (LIFT),,133910567,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Rosenthal,"Lincoln Square Neighborhood Center, Inc.",,131825918,8000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mark-Viverito,"Little Sisters of the Assumption Family Health Service, Inc.",,132867881,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Madison Square Boys & Girls Club, Inc.",,135596792,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dromm,Make the Road New York,,113344389,19000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Menchaca,Make the Road New York,,113344389,7500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Van Bramer Make the Road New York,,113344389,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,Manhattan Legal Services,,132613958,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,Manhattan Legal Services,,132613958,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Mendez,Manhattan Legal Services,,132613958,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Richards,Margert Community Corporation,,112534700,35000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Arroyo Mary Mitchell Youth and Family Center, Inc.",,133385032,30000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Lander Masbia,,201923521,12000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Menchaca,Masbia,,201923521,7500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Koslowitz,Masbia of Queens,,270363356,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dromm,"MCCNY Charities, Inc.",,275282132,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Johnson MCCNY Charities, Inc.",,275282132,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Deutsch,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,King,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Koo,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Koslowitz,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Maisel,"Metropolitan New York Coordinating Council on Jewish Poverty, Inc.",,132738818,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Chin Metropolitan Waterfront Alliance, Inc.",,134355067,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Gentile,"Metropolitan Waterfront Alliance, Inc.",,134355067,40000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Chin MFY Legal Services, Inc.",,132622748,7000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Gibson MFY Legal Services, Inc.",,132622748,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,"MFY Legal Services, Inc.",,132622748,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"MFY Legal Services, Inc.",,132622748,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Palma,"MFY Legal Services, Inc.",,132622748,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Deutsch,Midwood Development Corporation,,112420752,15000,,New York City Council Finance Division Page 14
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Mind Builders Creative Arts Center, Inc.",,132988157,2500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Gibson Momentum Project, Inc., The",,133556768,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Cabrera Mosholu Preservation Corporation,,133109387,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Cumbo,"Myrtle Ave Commercial Revitalization Development Project Local Development Corporation, The",,311706307,6500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Miller Neighborhood Housing Services of Jamaica, Inc.",,237398279,20000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dromm,"Neighborhood Housing Services of Northern Queens, Inc.",,133098397,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Ferreras Neighborhood Housing Services of Northern Queens, Inc.",,133098397,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,King,Neighborhood Initiatives Development Corporation (NIDC),,133110811,25000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Cohen New Bronx Chamber of Commerce, The",,371443165,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,New Economy Project,,133842270,5000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Menchaca,New Economy Project,,133842270,7000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dromm,New Life Community Development Corporation,,113204890,9000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Chin New York Asian Women's Center, Inc.",,133286250,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,"New York Cares, Inc.",,133444193,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,Chin New York City Alliance Against Sexual Assault,,311702032,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Garodnick,"New York City Coalition Against Hunger, Inc.",,133471350,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Van Bramer New York City Gay and Lesbian Anti-Violence Project, Inc.",,133149200,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Garodnick,"New York Legal Assistance Group, Inc.",,133505428,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Torres New York Legal Assistance Group, Inc.",,133505428,15000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Garodnick,"New York State Tenants and Neighbors Information Service, Inc.",,141761209,3500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levine,"New York State Tenants and Neighbors Information Service, Inc.",,141761209,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,initiative_provider,,"Greenfield New York United Jewish Association, Inc.",,262647383,7500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Williams,"New York United Jewish Association, Inc.",,262647383,17500,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Dickens,New York Urban League,,131671035,4000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Gentile,"NIA Community Services Network, Inc.",,112697931,10000,,
ANTI-POVERTY INITIATIVE,Anti-Poverty Initiative,member_item,Levin,North Brooklyn Development Corporation,,112555446,7000,,
