resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vann,Boys Bunch,,,-5000,CUNY,042,001,,ocr:ein
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vann,DuBois Bunche Center for Economic and Public Policy,,136400434,5000,CUNY,042,001,,
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vann,Crown Heights Community Mediation,,,-5000,DYCD,260,005,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vann,"Fund for the City of New York, inc.",,132612524,5000,DYCD,260,005,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vann,Medgar Evers Center for Law and Sound Institute,,,-5000,CUNY,042,001,,ocr:ein
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vann,"Center for Law and Social Justice, Medgar Evers College",,131988190,5000,CUNY,042,001,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,CC,United Community Services,,95369596,-100000,DYCD,260,005,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,CC,United Community Services,,953696596,100000,DYCD,260,005,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Arroyo,For A Better Bronx,,010811054,-10000,DYCD,260,005,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Arroyo,"Rooftop Films, Inc.",,352323897,5000,DYCD,260,312,,
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Arroyo,"Girls' Vacation Fund, Inc. (d/b/a Girls Quest)",,131954024,5000,DYCD,260,312,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vacca,Catholic Widows & Widowers of the Bronx,,,-500,DFTA,125,003,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vacca,Catholic Widows & Widowers of the Bronx,,133715149,500,DFTA,125,003,,*;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vacca,Santa Maria Seniors Association,,EX127215,-500,DFTA,125,003,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vacca,Santa Maria Seniors Association,,132692936,500,DFTA,125,003,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vacca,Throggs Neck Giris Softball League,,EX151636,-1000,DYCD,260,312,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vacca,Throggs Neck Girls Softball League,,800198302,1000,DYCD,260,312,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vacca,AARP Minneford Chapter,,,-500,DFTA,125,003,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vacca,AARP Minneford Chapter,,942713639,500,DFTA,125,003,,*;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vacca,Cub Scout Pack 211,,EX102159,-1000,DYCD,260,312,,ocr:ein;ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Vacca,Cub Scout Pack 211,,450505551,1000,DYCD,260,312,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Fidler,Multi- Talents Incorporated Residential Services,,113163261,-25000,DYCD,260,005,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Fidler,Neighborhood Assistance Corporation of Brooklyn,,800033763,25000,DYCD,260,312,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,rescind,,Vassky,Boerum Hill Association,,562550868,-10000,DYCD,260,005,,ocr:lowconf
1,2008-08-14,Local Initiatives Aav# FiscalConduit/Sponsoring Member EIN Number Agencv Amount UIA Conduit EIN Organization Organization Fiscal *,2009,designate,,Yassky,Boerum Hill Association,,562550868,10000,DYCD,260,005,,ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,designate,,Vacca,Chester Civic Improvement Association,,133908492,,DFTA,125,003,,ocr:amt;ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,designate,,Vacca,Schuyler Hill Civic Association,,061185107,3500,DFTA,125,003,,ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,rescind,,Gentile,Bethany Lutheran Church,,111989915,-1500,DFTA,125,003,,ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,designate,,Gentile,Bethany Lutheran Church,,111989915,1500,DFTA,125,003,,ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,rescind,,Foster,"Directions For Our Youth, Inc.",,061308851,-3000,DYCD,260,312,,ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,designate,,Foster,"TechLINC Project, Inc The",,134358769,3000,DYCD,260,312,,*;ocr:lowconf
1,2008-08-14,Aging Discretionary FiscalConduitEIN Member EINI Number Agency Amount Aay: UIA Organization # Fiscat'Conduit/SponsoringOrganization *,2009,rescind,,James,Center for Court Innovation,Crown Heights Community,132612524,-8000,DYCD,260,312,,ocr:lowconf
