resolution,chart,ein,conduit_organization,conduit_ein,status
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",131624178,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112347331,,,Application Pending
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112347331,,,Application Pending
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cieared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112591783,,,Cleared
3,"Transportation Costs Operating (continued) . Agency Amount Agy# Status (Council, MOC,etc) EIN Number UIA Organization",112268359,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",112730462,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",112333919,,,Missing PQL Application
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132587904,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132587904,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132587904,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132587904,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132587904,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132572034,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132572034,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132572034,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132572034,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132572034,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132778244,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",510189327,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",510189327,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",510189327,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",510189327,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",510189327,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",510189327,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",112439925,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",133131888,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",132745417,,,Missing PQL Application
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",113243671,,,Application Pending
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",131632530,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",131632530,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",131632530,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",131632530,,,Cleared
3,"Transportation Operating Costs (continued) * Agy# MOC, EIN Amount UIA Status (Council, Organization Number Agency * etc)",131632530,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",131632530,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113451990,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113451990,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",135562374,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",132792876,,,Application Pending
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",132792876,,,Application Pending
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",113528680,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",131660334,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",112327564,,,Application Pending
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",112582218,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",112582218,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",134136312,,,Application Pending
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",133613262,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",112342565,,,Missing PQL Application
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",131740507,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",131635308,,,Cleared
3,"Transportation Operating Costs (continued) . Agy# Status MOC, EIN Number UIA Organization Agency Amount (Council, etc) *",131635308,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",131893908,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",135562265,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",135562265,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",135562265,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",135562265,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",135562265,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",112149962,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132600199,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132600199,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132605599,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132600199,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132613958,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132605604,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132605605,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132622748,,,Cleared
3,"Anti-Illegal Eviction and SRO Contracts Services Agy# Number Agency Status (Council, MOC. EIN Amount UIA etc) Organization *",132972415,,,Cleared
4,,050548204,,,Application Pending
4,,112773596,,,Cleared
4,,113473757,,,S10K- PQL Not Required
4,,133918986,,,Missing PQL Application
4,,131878246,,,Cleared
4,,470939800,"Consortium for Haitian Empowerment, Inc.",161701416,S10K- PQL Not Required
4,,470939800,,,S10K- PQL Not Required
4,,593768783,,,S10K- -PQL Not Required
4,,593768783,"Pratt Area Community Council, Inc.",112451752,S10K- PQL Not Required
4,,133864712,"Samuel Field YM & YWHA, Inc.",113071518,Denial Pending
4,,113071518,,,Cleared
4,,116019293,Young Israel of Midwood,134136312,S10K - PQL Not Required
4,,116019293,Jewish Community Council of Greater Coney H,112665181,S10K- PQL Not Required
4,,136400434,,,Goverment Entity
4,,136400434,,,Govemment Entity
4,,237082544,,,Application Pending
4,,132612592,,,Application Pending
4,,131981482,,,Appliçation Pending
4,,237176396,,,Application Pending
4,,133471084,,,Cleared
4,,510178586,,,Cleared
4,,132915659,,,Cleared
4,,131740451,,,Missing PQL Application
4,,136400434,GALAXY,136400434,Govemnment Entity
4,,136400434,St. Rosalia-Regina Pacis Neighborhood Improvement Association,112697931,Government Entity
4,,113283859,,,Missing PQL Application
4,,113470759,,,Application Pending
4,,112990142,"Kickers Youth Sports Association of South East Queens, Inc.",112988905,Missing PQL Appliçation
4,,112534700,,,Missing PQL Application
4,,012400734,,,Missing PQL Application
4,,112623993,,,Application Pending
4,,111665825,,,Missing PQL Application
4,,136400434,,,Government Entity
4,,112652331,,,Cleared
4,,113067330,,,Application Pending
4,,131624124,,,Cleared
4,,203514014,,,Missing PQL Application
4,,112629339,,,Application Pending
4,,112629339,,,Application Pending
4,,112629339,,,Application Pending
4,,112629339,,,Application Pending
4,,112629339,,,Application Pending
4,,112629339,"Maspeth Town Hall, Inc.",237259702,Application Pending
4,,112629339,"Maspeth Town Hall, Inc.",237259702,Application Pending
4,,112629339,"Maspeth Town Hall, Inc.",237259702,Appliçation Pending
4,,112629339,"Maspeth Town Hall, Inc.",237259702,Application Pending
4,,112629339,"Maspeth Town Hall, Inc.",237259702,Application Pending
4,,061690150,"Samuel Field YM & YWHA, Inc.",113071518,S10K - PQL Not Required
4,,061690150,,,S10K- PQL Not Required
4,,262829625,"Carroll Gardens Association, Inc.",112573432,S10K- PQL Not Required
4,,262829625,,,S10K- PQL Not Required
4,,262647383,,,Application Pending
4,,262647383,Bergen Basin Community Development Corporation d/b/a Millennium Development,113199040,Application Pending
4,,542144283,"Samuel Field YM & YWHA, Inc.",113071518,Cleared
4,,542144283,,,Cleared
4,,262647383,,,Application Pending
4,,262647383,Bergen Basin Community Development Corporation d/bla Millennium Development,113199040,Application Pending
4,,133817786,,,Cleared
4,,133613262,"Samuel Field YM & YWHA, Inc.",113071518,Cleared
4,,133613262,,,Cleared
4,,111989915,Metropolitan New York Synod Evangelical Lut,111989915,S10K PQL Not Required
4,,111989915,St Rosalia-Regina Pacis Neighborhood Improi,112697931,S10K- PQL Not Required
4,,,"American-ltalian Coalition of Organizations, Inc. (AMICO)",112488439,S10K- PQL Not Required
4,,112439925,,,Cleared
4,,132977839,,,S10K- PQL Not Required
4,,132987263,,,Cleared
4,,136400434,,,Government Entity
4,,132987263,,,Cleared
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113473757,,,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,050548204,,,Application Pending
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,112773596,,,Cleared
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,061629188,,,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,134181819,,,s10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,020712132,,,Application Pending
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,131878246,,,Cleared
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,133613262,"Samuel Field YM & YWHA, Inc.",113071518,Cleared
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,133613262,,,Cleared
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,201670261,,,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,131997754,,,Cleared
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113376770,"YMS Management Associates, Inc.",,S10K-F PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,260276417,"YMS Management Associates, Inc.",,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",,S10K PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113376770,"Queens Community House, Inc.",112375583,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,260276417,"Queens Community House, Inc.",112375583,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"Queens Community House, Inc.",112375583,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,222183327,"Child Center of New York, Inc., The",111733454,S10K- - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,222183327,,,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,111948880,"Samuel Field YM & YWHA, inc.",113071518,S10K- - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,111948880,,,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113454392,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113390715,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113598389,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,342027954,"YMS Management Associates, Inc.",112756216,S10K-PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",112756216,S10K PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,061483690,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,593840756,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113511226,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113168615,"YMS Management Associates, inc.",112756216,Missing PQL Application
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,112840021,"YMS Management Associates, Inc.",112756216,s10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,136400434,"YMS Management Associates, Inc.",112756216,Government Entity
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,411568278,"YMS Management Associates, Inc.",112756216,S10K-PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,111775937,"YMS Management Associates, Inc.",112756216,S10K- PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"YMS Management Associates, Inc.",112756216,S10K - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113612068,"YMS Management Associates, Inc.",112756216,Application Pending
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K- - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113454392,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113390715,"Council of Jewish Organizations of Flatbush, Inc",112864728,S10K - PQL Not Required
4,Youth Discretionary MOC.etc) EIN UIA EIN Status Member Organization Number Agencv Amount Aav# FiscalConduit/Sponsoring Organization Fiscal Conduit (Council. *,113598389,"Council of Jewish Organizations of Flatbush, Inc.",112864728,s10K - PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",342027954,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K- PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",,"Council of Jewish Organizations of Flatbush, Inc.",112864728,s10K - PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",061483690,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K- PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",593840756,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K- PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",113511226,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",113168615,"Council of Jewish Organizations of Flatbush, Inc.",112864728,Missing PQL Application
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",112840021,"Council of. Jewish Organizations of Flatbush, Inc.",112864728,s10K. - PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",136400434,"Council of Jewish Organizations of Flatbush, inc.",112864728,Govemment Entity
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",411568278,"Council of. Jewish Organizations of Flatbush, Inc.",112864728,s10K PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",111775937,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K PQL Not Required
4,"Youth Discretionary (continued) EINI Number Agency Aav# UIA Fiscal Conduit EIN Status (Council, MOC. etc) Member Organization Amount FiscalConduit/Sponsoring Organization *",,"Council of Jewish Organizations of Flatbush, Inc.",112864728,S10K- PQL Not Required
